Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
12,16,49,15.278,4018.32,0.700153,-0.035647,0.694425,-0.162138,-0.96943,0.17817,-0.03383,4015.2,0.193728,-0.632974,0.308624,-0.683056,-0.97302,0.17883,-0.0206,2.04,2.79,2.89,3.15,2.99,2.89,2.77,3.75,3.24,3.84,3.96,4.01,3.89,3.76,3.77,2371,9.879167,60555.281167,34.242813,966.287476,-212.12204,1.79770368351906,2.43759637226273,2.22297163231227,18.620319,799.924805,153.97049,99.939018,1188.889404,-34.885216,"CRUZINT"
13,16,49,15.283,4018.34,0.7002,-0.035825,0.694343,-0.162245,-0.96922,0.17439,-0.03322,4015.22,0.193467,-0.632579,0.308727,-0.683449,-0.97138,0.17214,-0.01193,2.05,2.79,2.89,3.15,2.99,2.9,2.77,3.75,3.24,3.84,3.95,4.01,3.89,3.76,3.77,2372,9.883333,60555.285333,34.133591,966.337463,-212.222763,1.79803497798713,2.43716361876035,2.22326363806988,18.615595,799.927795,153.963806,99.934013,1188.891235,-34.89135,"CRUZINT"
14,16,49,15.287,4018.36,0.700191,-0.035959,0.69436,-0.162184,-0.96899,0.16818,-0.03214,4015.24,0.193098,-0.632245,0.308776,-0.683839,-0.96788,0.17048,-0.00724,2.05,2.79,2.89,3.15,2.99,2.9,2.78,3.75,3.24,3.84,3.95,4.01,3.89,3.75,3.77,2373,9.8875,60555.2895,34.1325,966.358948,-212.24971,1.79802763948905,2.43706511234454,2.22336773313504,18.617352,799.926208,153.955917,99.93129,1188.89563,-34.89291,"CRUZINT"
15,16,49,15.313,4018.38,0.700257,-0.036054,0.694284,-0.162204,-0.9687,0.16638,-0.0346,4015.26,0.192528,-0.632161,0.308845,-0.684046,-0.96722,0.17625,-0.00126,2.05,2.78,2.89,3.14,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.01,3.89,3.76,3.77,2379,9.9125,60555.3145,34.090122,966.53717,-212.476227,1.79816718731745,2.43617133355565,2.2242183477248,18.598513,799.926453,153.884277,99.931976,1188.916016,-34.913052,"CRUZINT"
16,16,49,15.318,4018.4,0.700203,-0.036215,0.694359,-0.162079,-0.9677,0.16413,-0.03371,4015.28,0.19202,-0.632075,0.309052,-0.684176,-0.971,0.17878,-0.0063,2.06,2.78,2.89,3.14,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.01,3.89,3.76,3.77,2380,9.916667,60555.318667,34.084019,966.569275,-212.518127,1.7981976919761,2.43602231185495,2.22435686354206,18.596655,799.920715,153.872498,99.934814,1188.920776,-34.922127,"CRUZINT"
17,16,49,15.354,4018.42,0.700244,-0.036292,0.694305,-0.162114,-0.96791,0.16544,-0.03512,4015.3,0.191703,-0.632014,0.309194,-0.684257,-0.97574,0.17113,-0.01549,2.06,2.78,2.89,3.14,2.99,2.9,2.78,3.75,3.24,3.84,3.95,4.01,3.89,3.76,3.77,2389,9.954167,60555.356167,34.070045,966.883362,-212.873901,1.79815715031562,2.43474823572356,2.22567800780498,18.52961,799.910339,153.780838,99.906387,1188.983521,-34.979565,"CRUZINT"
18,16,49,15.359,4018.44,0.70026,-0.036299,0.694294,-0.162095,-0.96992,0.16338,-0.03285,4015.32,0.191479,-0.631816,0.309637,-0.684302,-0.98143,0.15635,-0.02583,2.06,2.78,2.89,3.14,2.99,2.9,2.78,3.75,3.23,3.84,3.95,4.01,3.89,3.76,3.77,2390,9.958333,60555.360333,34.069935,966.913818,-212.912811,1.79808898187915,2.43462448357822,2.22583550338582,18.520882,799.90979,153.772919,99.887451,1188.992432,-34.980446,"CRUZINT"
19,16,49,15.393,4018.46,0.700339,-0.03636,0.694255,-0.161905,-0.96966,0.16616,-0.03564,4015.34,0.191377,-0.631541,0.309941,-0.684447,-0.97592,0.16108,-0.02162,2.06,2.77,2.89,3.14,2.99,2.9,2.78,3.75,3.24,3.84,3.95,4.01,3.89,3.76,3.77,2398,9.991667,60555.393667,34.061359,967.160278,-213.175964,1.79771474972329,2.43382031090086,2.22682736621531,18.439075,799.906433,153.72023,99.769173,1189.075439,-35.022629,"CRUZINT"
20,16,49,15.436,4018.48,0.700363,-0.036323,0.694237,-0.161885,-0.9668,0.16908,-0.0373,4015.36,0.191256,-0.631382,0.310034,-0.684586,-0.97151,0.17294,-0.01277,2.07,2.77,2.88,3.13,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2409,10.0375,60555.4395,34.063141,967.432129,-213.384918,1.79697300835621,2.4331654078404,2.2278323497466,18.341999,799.87561,153.703033,99.544609,1189.171265,-35.0406,"CRUZINT"
21,16,49,15.441,4018.5,0.7004,-0.036253,0.694212,-0.161849,-0.96695,0.17038,-0.03721,4015.38,0.191256,-0.631095,0.310383,-0.684692,-0.96941,0.16827,-0.01641,2.07,2.77,2.88,3.13,2.99,2.9,2.78,3.75,3.23,3.84,3.95,4.01,3.89,3.76,3.77,2410,10.041667,60555.443667,34.033752,967.432434,-213.393539,1.79696097864216,2.43316141233395,2.22784186777642,18.332518,799.873108,153.701035,99.515175,1189.182251,-35.037819,"CRUZINT"
22,16,49,15.446,4018.52,0.700428,-0.036181,0.694192,-0.161833,-0.96971,0.17085,-0.03824,4015.4,0.191343,-0.630991,0.310414,-0.684749,-0.96821,0.15536,-0.0146,2.07,2.77,2.88,3.13,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2411,10.045833,60555.447833,34.002197,967.448975,-213.40477,1.7969862162024,2.43308601009136,2.22790749784496,18.326345,799.871094,153.698181,99.490112,1189.182129,-35.035755,"CRUZINT"
23,16,49,15.49,4018.54,0.70043,-0.036133,0.694182,-0.161873,-0.96849,0.17381,-0.03788,4015.42,0.191199,-0.630772,0.310491,-0.684957,-0.96258,0.16563,-0.00541,2.08,2.77,2.88,3.13,2.99,2.9,2.78,3.75,3.24,3.84,3.95,4.01,3.89,3.76,3.77,2422,10.091667,60555.493667,33.621536,967.580872,-213.440598,1.79733515368464,2.43265398105554,2.22819108721641,18.252316,799.829407,153.721344,99.202682,1189.211426,-35.022518,"CRUZINT"
24,16,49,15.495,4018.56,0.700403,-0.036114,0.694185,-0.161982,-0.9677,0.17341,-0.03805,4015.44,0.190984,-0.630648,0.310602,-0.68508,-0.96183,0.17494,-0.0082,2.08,2.76,2.88,3.13,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.01,3.89,3.76,3.77,2423,10.095833,60555.497833,33.585629,967.587463,-213.435242,1.79738180220053,2.43261132780163,2.22821355345266,18.245449,799.825623,153.727692,99.178726,1189.205444,-35.015564,"CRUZINT"
25,16,49,15.513,4018.58,0.700355,-0.036148,0.694201,-0.162117,-0.96847,0.1739,-0.03533,4015.46,0.190791,-0.630742,0.310398,-0.68514,-0.9679,0.1649,-0.01519,2.08,2.76,2.88,3.13,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.02,3.89,3.76,3.77,2427,10.1125,60555.5145,33.450005,967.601685,-213.423737,1.79748693172602,2.43255631007125,2.22822217356056,18.222904,799.815918,153.745758,99.072838,1189.208618,-35.002541,"CRUZINT"
26,16,49,15.518,4018.6,0.700228,-0.036168,0.694272,-0.162359,-0.96657,0.17453,-0.03507,4015.48,0.190512,-0.630666,0.310263,-0.685348,-0.97189,0.16235,-0.02356,2.08,2.76,2.88,3.13,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2428,10.116667,60555.518667,33.420876,967.603516,-213.419922,1.79750174725815,2.4325344709616,2.22823777726609,18.220591,799.808472,153.746521,99.048973,1189.209839,-34.992268,"CRUZINT"
27,16,49,15.553,4018.62,0.700186,-0.036231,0.694273,-0.162516,-0.96648,0.17412,-0.03317,4015.5,0.190885,-0.630622,0.309661,-0.685557,-0.97105,0.16711,-0.0225,2.08,2.76,2.88,3.13,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2437,10.154167,60555.556167,33.188137,967.619141,-213.351563,1.79755650241923,2.432525046558,2.22822261072189,18.185127,799.787903,153.782501,98.829414,1189.215576,-34.933933,"CRUZINT"
28,16,49,15.558,4018.64,0.70014,-0.036323,0.694276,-0.16268,-0.96655,0.17473,-0.03397,4015.52,0.190858,-0.630622,0.309658,-0.685566,-0.97076,0.17051,-0.02291,2.08,2.76,2.88,3.12,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.02,3.89,3.76,3.77,2438,10.158333,60555.560333,33.167442,967.618591,-213.343826,1.79759940570039,2.43256180390433,2.2281656249414,18.177359,799.784729,153.78952,98.820862,1189.221802,-34.939537,"CRUZINT"
29,16,49,15.593,4018.66,0.700056,-0.036428,0.694309,-0.162879,-0.96774,0.17535,-0.03479,4015.54,0.1909,-0.630629,0.309661,-0.685547,-0.97123,0.16581,-0.02851,2.09,2.76,2.88,3.12,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2446,10.191667,60555.593667,32.895832,967.63446,-213.322052,1.79806669761202,2.43231733204383,2.22820352715313,18.158682,799.776489,153.822418,98.69635,1189.238892,-34.87059,"CRUZINT"
30,16,49,15.598,4018.68,0.700011,-0.036541,0.694314,-0.163027,-0.96838,0.17561,-0.03376,4015.56,0.190984,-0.630723,0.309286,-0.685606,-0.9687,0.17034,-0.02068,2.09,2.76,2.88,3.12,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2448,10.2,60555.602,32.848454,967.621643,-213.292831,1.79817591392278,2.43239020295101,2.22807949228595,18.158211,799.777954,153.837769,98.680099,1189.240112,-34.8699,"CRUZINT"
31,16,49,15.633,4018.7,0.699935,-0.03663,0.694354,-0.163163,-0.96793,0.17428,-0.03271,4015.58,0.190823,-0.630913,0.308966,-0.68562,-0.96092,0.17514,-0.01681,2.09,2.75,2.88,3.12,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2456,10.233333,60555.635333,32.670757,967.576416,-213.195801,1.79868437330932,2.43259474308378,2.22763933884215,18.140638,799.761475,153.890137,98.648689,1189.239258,-34.870239,"CRUZINT"
32,16,49,15.646,4018.72,0.699917,-0.036701,0.69435,-0.163239,-0.97011,0.1735,-0.0338,4015.6,0.190759,-0.631145,0.308657,-0.685564,-0.96624,0.17261,-0.02227,2.09,2.75,2.88,3.12,2.99,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.89,3.76,3.77,2459,10.245833,60555.647833,32.613228,967.566589,-213.158173,1.79889343547516,2.432651896386,2.22748573696953,18.139652,799.758789,153.907059,98.649452,1189.236328,-34.87133,"CRUZINT"
33,16,49,15.691,4018.74,0.699914,-0.036782,0.694334,-0.163304,-0.97067,0.17276,-0.03408,4015.62,0.190603,-0.63143,0.308439,-0.685443,-0.97482,0.1709,-0.02347,2.09,2.75,2.88,3.11,2.99,2.9,2.78,3.75,3.23,3.85,3.96,4.01,3.89,3.76,3.77,2470,10.291667,60555.693667,32.476295,967.576172,-213.043884,1.79944386145796,2.43276000456442,2.22712419240028,18.121721,799.788696,153.915054,98.670807,1189.272217,-34.836052,"CRUZINT"
34,16,49,15.696,4018.76,0.699804,-0.036881,0.694396,-0.163485,-0.96744,0.17477,-0.03434,4015.64,0.190554,-0.63166,0.308256,-0.685327,-0.97553,0.16933,-0.02328,2.1,2.75,2.88,3.11,2.99,2.9,2.78,3.75,3.23,3.84,3.95,4.01,3.89,3.76,3.77,2471,10.295833,60555.697833,32.473377,967.577454,-213.035324,1.79943327278522,2.43279788372878,2.22709030876041,18.118891,799.793213,153.910004,98.664604,1189.279785,-34.836067,"CRUZINT"
35,16,49,15.714,4018.78,0.6998,-0.036961,0.694368,-0.163607,-0.96554,0.17437,-0.03167,4015.66,0.190667,-0.631831,0.308079,-0.685218,-0.97185,0.16999,-0.02417,2.1,2.75,2.88,3.11,2.99,2.9,2.78,3.75,3.24,3.84,3.96,4.01,3.89,3.76,3.77,2475,10.3125,60555.7145,32.455006,967.581421,-213.00705,1.79945244638216,2.43280413431193,2.22707516372197,18.112135,799.799988,153.910446,98.653938,1189.29248,-34.805237,"CRUZINT"
36,16,49,15.733,4018.8,0.699774,-0.037004,0.694373,-0.163685,-0.96877,0.17334,-0.03362,4015.68,0.190674,-0.631994,0.308,-0.685101,-0.97323,0.16954,-0.02729,2.1,2.75,2.88,3.11,2.99,2.9,2.79,3.75,3.23,3.84,3.95,4.01,3.89,3.76,3.77,2480,10.333333,60555.735333,32.433548,967.592712,-212.966766,1.79942973631915,2.43290471296222,2.22698272445433,18.114063,799.802734,153.906982,98.627182,1189.326782,-34.783215,"CRUZINT"
37,16,49,15.741,4018.82,0.699778,-0.037025,0.694357,-0.163737,-0.97299,0.17247,-0.03183,4015.7,0.190664,-0.632107,0.307807,-0.685086,-0.97503,0.17503,-0.0229,2.1,2.75,2.88,3.11,2.98,2.9,2.78,3.75,3.23,3.84,3.96,4.01,3.88,3.76,3.77,2482,10.341667,60555.743667,32.423225,967.60553,-212.946716,1.79941418618795,2.43289749705959,2.2269972014003,18.118349,799.803528,153.909653,98.611023,1189.333496,-34.763618,"CRUZINT"
38,16,49,15.773,4018.84,0.699815,-0.037003,0.694325,-0.163713,-0.9706,0.172,-0.03284,4015.72,0.190561,-0.632184,0.307678,-0.685101,-0.97276,0.1763,-0.01627,2.11,2.74,2.88,3.11,2.99,2.9,2.79,3.75,3.23,3.85,3.96,4.01,3.89,3.76,3.77,2490,10.375,60555.777,32.387352,967.654419,-212.900818,1.79939983437544,2.43284253883975,2.22705993193097,18.107849,799.815857,153.9272,98.572929,1189.378174,-34.698193,"CRUZINT"
39,16,49,15.778,4018.86,0.699652,-0.037005,0.694508,-0.163634,-0.96767,0.17156,-0.03385,4015.74,0.190518,-0.632221,0.307666,-0.685085,-0.97025,0.17273,-0.02012,2.11,2.74,2.88,3.11,2.99,2.9,2.79,3.75,3.23,3.84,3.96,4.01,3.88,3.76,3.77,2491,10.379167,60555.781167,32.386623,967.663025,-212.899445,1.79938527451246,2.43281753357015,2.22709213916892,18.111568,799.815063,153.933151,98.569313,1189.38623,-34.685989,"CRUZINT"
40,16,49,15.834,4018.88,0.699642,-0.037007,0.694523,-0.16361,-0.96613,0.17353,-0.03289,4015.76,0.190484,-0.632213,0.307549,-0.685155,-0.97227,0.17358,-0.01985,2.11,2.74,2.88,3.11,2.99,2.9,2.79,3.75,3.23,3.84,3.95,4.01,3.88,3.76,3.77,2504,10.433333,60555.835333,32.381905,967.809265,-212.896698,1.7991360752284,2.43240972786077,2.22762265099597,18.080626,799.818298,153.995895,98.496262,1189.463501,-34.553612,"CRUZINT"
41,16,49,15.839,4018.9,0.699525,-0.036968,0.694643,-0.163616,-0.96749,0.17446,-0.03362,4015.78,0.19033,-0.632191,0.307593,-0.685198,-0.9766,0.1744,-0.02215,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,4.01,3.88,3.76,3.77,2505,10.4375,60555.8395,32.38913,967.821533,-212.903229,1.79909951889047,2.43237251098688,2.22767735344638,18.075092,799.812317,153.995895,98.494743,1189.474243,-34.543022,"CRUZINT"
42,16,49,15.857,4018.92,0.699522,-0.036944,0.694657,-0.163575,-0.96835,0.17559,-0.03456,4015.8,0.190668,-0.631949,0.307565,-0.685339,-0.97599,0.16654,-0.02774,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,4.01,3.88,3.76,3.76,2510,10.458333,60555.860333,32.427731,967.880127,-212.903137,1.79884548043923,2.43223040911223,2.22793831696045,18.06407,799.805359,154.027985,98.46312,1189.512695,-34.477028,"CRUZINT"
43,16,49,15.862,4018.94,0.699507,-0.036954,0.694675,-0.163555,-0.96842,0.17449,-0.03737,4015.82,0.190684,-0.631786,0.307669,-0.685439,-0.9717,0.16997,-0.02415,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.94,4,3.87,3.77,3.75,2511,10.4625,60555.8645,32.441078,967.890747,-212.900696,1.79876990354485,2.43221761857798,2.22798579540809,18.062752,799.809937,154.02713,98.453979,1189.517578,-34.466267,"CRUZINT"
44,16,49,15.893,4018.96,0.699462,-0.036901,0.694696,-0.163674,-0.96674,0.17449,-0.03573,4015.84,0.190784,-0.631526,0.307878,-0.685557,-0.97084,0.17419,-0.02553,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.94,3.99,3.85,3.77,3.75,2518,10.491667,60555.893667,32.53809,967.934387,-212.888763,1.79822279978658,2.43220414491471,2.22824830711848,18.037825,799.800659,154.029938,98.395622,1189.559692,-34.392799,"CRUZINT"
45,16,49,15.898,4018.98,0.699466,-0.036903,0.694698,-0.163647,-0.96742,0.17238,-0.03615,4015.86,0.191216,-0.631089,0.308143,-0.685719,-0.96936,0.16649,-0.0304,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.99,3.84,3.77,3.75,2520,10.5,60555.902,32.583767,967.933533,-212.880432,1.79794806571794,2.43224982666055,2.22832632250081,18.030325,799.793396,154.038071,98.362167,1189.564331,-34.369007,"CRUZINT"
46,16,49,15.933,4019,0.699503,-0.036872,0.69466,-0.163657,-0.96784,0.1724,-0.0339,4015.88,0.19163,-0.630574,0.30849,-0.685922,-0.9683,0.16581,-0.03486,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.98,3.82,3.78,3.75,2528,10.533333,60555.935333,32.828606,967.905945,-212.903015,1.79683003076371,2.43240487378724,2.22867385234417,18.001444,799.7677,154.048569,98.291763,1189.576294,-34.303154,"CRUZINT"
47,16,49,15.938,4019.02,0.699516,-0.036867,0.694655,-0.163625,-0.96901,0.17177,-0.03284,4015.9,0.1921,-0.629932,0.308743,-0.686266,-0.97028,0.17289,-0.03287,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.97,3.82,3.78,3.75,2529,10.5375,60555.9395,32.867176,967.893372,-212.909409,1.79663584982052,2.43245111493244,2.22871424313993,17.99732,799.766357,154.047272,98.275665,1189.574585,-34.298546,"CRUZINT"
48,16,49,15.993,4019.04,0.699533,-0.036868,0.694647,-0.163586,-0.9673,0.17102,-0.03313,4015.92,0.19246,-0.629361,0.308989,-0.686578,-0.96563,0.17976,-0.02347,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.96,3.81,3.78,3.74,2542,10.591667,60555.993667,33.375446,967.801331,-212.948898,1.79479492266228,2.43297624698232,2.22900510083253,17.952116,799.742371,154.06218,98.252708,1189.55835,-34.290192,"CRUZINT"
49,16,49,15.998,4019.06,0.699376,-0.036842,0.694809,-0.163573,-0.96654,0.17161,-0.03224,4015.94,0.192653,-0.628931,0.309173,-0.686836,-0.96436,0.17826,-0.01732,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.95,3.81,3.78,3.74,2544,10.6,60556.002,33.431072,967.800171,-212.97049,1.79463372811137,2.43297355227962,2.22907997158128,17.950354,799.749268,154.052216,98.263168,1189.559204,-34.29245,"CRUZINT"
50,16,49,16.013,4019.08,0.699352,-0.036861,0.694839,-0.163543,-0.9668,0.1735,-0.03392,4015.96,0.192718,-0.628704,0.309299,-0.686968,-0.96779,0.17285,-0.01678,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.95,3.95,3.81,3.79,3.73,2547,10.6125,60556.0145,33.525299,967.81189,-213.011307,1.79433605047539,2.43290844599679,2.22927949150191,17.941626,799.749939,154.050201,98.272453,1189.557983,-34.287628,"CRUZINT"
51,16,49,16.021,4019.1,0.699249,-0.036842,0.694931,-0.163596,-0.96749,0.17276,-0.03216,4015.98,0.192964,-0.628386,0.30963,-0.68704,-0.97351,0.16982,-0.02373,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.24,3.84,3.96,3.94,3.82,3.8,3.72,2549,10.620833,60556.022833,33.460049,967.818604,-213.089111,1.79458822760647,2.43265145863131,2.22942917875562,17.938395,799.753174,154.040085,98.291237,1189.557617,-34.297169,"CRUZINT"
52,16,49,16.077,4019.12,0.699245,-0.036859,0.69494,-0.163575,-0.96865,0.17383,-0.03326,4016,0.193208,-0.628217,0.309765,-0.687066,-0.97424,0.17344,-0.02417,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.96,3.93,3.82,3.81,3.72,2562,10.675,60556.077,33.834793,967.840271,-213.096939,1.79352241041619,2.43293141112177,2.22961880682955,17.925991,799.756042,153.993668,98.347809,1189.58252,-34.301506,"CRUZINT"
53,16,49,16.082,4019.14,0.699249,-0.036876,0.694935,-0.163576,-0.9718,0.17097,-0.03275,4016.02,0.193334,-0.628068,0.309897,-0.687107,-0.97358,0.17739,-0.02377,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.84,3.96,3.91,3.83,3.81,3.72,2564,10.683333,60556.085333,33.873344,967.851501,-213.112625,1.79340175303966,2.43290867623201,2.22969569778311,17.93376,799.7547,153.985519,98.351295,1189.587036,-34.301365,"CRUZINT"
54,16,49,16.087,4019.16,0.698979,-0.036846,0.695228,-0.163488,-0.97124,0.17266,-0.03076,4016.04,0.193397,-0.62798,0.309969,-0.687138,-0.97217,0.17568,-0.02609,2.11,2.74,2.88,3.1,2.99,2.9,2.79,3.75,3.23,3.85,3.96,3.9,3.83,3.82,3.72,2565,10.6875,60556.0895,33.898838,967.84845,-213.115585,1.79335563236004,2.43294615786622,2.2296779515249,17.929893,799.758118,153.982819,98.363319,1189.589966,-34.309345,"CRUZINT"
