      Sample        Hour      Minute         Sec       Stamp       Quat1       Quat2       Quat3       Quat4        AccX        AccY        AccZ      Stamp2     Quat2_1     Quat2_2     Quat2_3     Quat2_4      Acc2_X      Acc2_Y      Acc2_Z          A0          A1          A2          A3          A4          A5          A6          A7          A8          A9         A10         A11         A12         A13         A14
          15          16          27      14.432     2697.42    0.704148    0.119863    0.698119    0.049382    -0.97414     0.09262     0.00663     2694.38   -0.327587   -0.431763    0.461319   -0.702461    -0.28629     0.92395    -0.21643        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          16          16          27      14.488     2697.44    0.704126    0.119929    0.698129    0.049399    -0.97965     0.09312     0.00474     2694.40   -0.327540   -0.431925    0.461489   -0.702273    -0.28557     0.93377    -0.21960        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          17          16          27      14.493     2697.46    0.703854    0.119948    0.698398    0.049421    -0.98516     0.09420     0.00806     2694.42   -0.327689   -0.432022    0.461563   -0.702094    -0.28019     0.92712    -0.21880        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          18          16          27      14.511     2697.48    0.703878    0.119893    0.698384    0.049410    -0.98270     0.09553     0.01011     2694.44   -0.327997   -0.431906    0.461399   -0.702130    -0.27942     0.91942    -0.21237        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          19          16          27      14.516     2697.50    0.703880    0.119723    0.698417    0.049324    -0.97981     0.09433     0.01104     2694.46   -0.328242   -0.431789    0.461169   -0.702239    -0.28060     0.91684    -0.20304        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          20          16          27      14.571     2697.52    0.703984    0.119592    0.698341    0.049233    -0.97918     0.09333     0.00950     2694.48   -0.328316   -0.431800    0.460978   -0.702323    -0.28685     0.92179    -0.20621        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          21          16          27      14.576     2697.54    0.704083    0.119479    0.698268    0.049135    -0.97742     0.09480     0.00874     2694.50   -0.328149   -0.432015    0.460917   -0.702308    -0.29164     0.91999    -0.21561        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          22          16          27      14.581     2697.56    0.704037    0.119382    0.698337    0.049039    -0.97524     0.09520     0.00996     2694.52   -0.327935   -0.432035    0.460925   -0.702391    -0.28852     0.92664    -0.21266        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          23          16          27      14.624     2697.58    0.704099    0.119310    0.698296    0.048910    -0.98038     0.09218     0.00541     2694.54   -0.327932   -0.431875    0.460680   -0.702651    -0.28193     0.92355    -0.20789        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.77
          24          16          27      14.629     2697.60    0.704152    0.119145    0.698274    0.048871    -0.98111     0.08990     0.00609     2694.56   -0.327874   -0.431670    0.460523   -0.702907    -0.28027     0.91966    -0.21040        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          25          16          27      14.647     2697.62    0.704179    0.119075    0.698268    0.048734    -0.97942     0.08866     0.00030     2694.58   -0.327738   -0.431612    0.460524   -0.703005    -0.28578     0.91316    -0.21282        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          26          16          27      14.652     2697.64    0.704209    0.119072    0.698246    0.048614    -0.97672     0.08723    -0.00058     2694.60   -0.327495   -0.431631    0.460665   -0.703014    -0.28418     0.92114    -0.20932        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.11        4.01        4.00        3.78        3.76
          27          16          27      14.687     2697.66    0.704225    0.119023    0.698232    0.048720    -0.97635     0.08864    -0.00038     2694.62   -0.327277   -0.431739    0.460765   -0.702984    -0.28437     0.93066    -0.21170        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          28          16          27      14.692     2697.68    0.704237    0.119148    0.698201    0.048680    -0.97815     0.08895     0.00131     2694.64   -0.327065   -0.431835    0.460896   -0.702938    -0.29354     0.92923    -0.21858        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          29          16          27      14.746     2697.70    0.704208    0.119177    0.698219    0.048760    -0.97836     0.08956     0.00575     2694.66   -0.326866   -0.431889    0.460852   -0.703026    -0.29595     0.92528    -0.21727        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          30          16          27      14.751     2697.72    0.704223    0.119290    0.698186    0.048743    -0.97925     0.08862     0.00799     2694.68   -0.326807   -0.431805    0.460789   -0.703147    -0.28336     0.93000    -0.21467        2.28        2.72        2.55        3.09        3.01        3.00        2.86        3.83        3.28        3.88        4.11        4.01        4.00        3.78        3.76
          31          16          27      14.769     2697.74    0.704235    0.119408    0.698154    0.048752    -0.98378     0.09101     0.00914     2694.70   -0.326840   -0.431738    0.460596   -0.703299    -0.28158     0.92589    -0.20916        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          32          16          27      14.784     2697.76    0.703997    0.119407    0.698396    0.048709    -0.98150     0.09448     0.00942     2694.72   -0.326784   -0.431759    0.460677   -0.703259    -0.28655     0.92418    -0.20834        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          33          16          27      14.808     2697.78    0.704020    0.119421    0.698374    0.048657    -0.97653     0.09633     0.01147     2694.74   -0.326716   -0.431878    0.460871   -0.703090    -0.29203     0.92249    -0.21240        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          34          16          27      14.813     2697.80    0.703926    0.119387    0.698485    0.048508    -0.98111     0.09661     0.01111     2694.76   -0.326753   -0.432043    0.460881   -0.702965    -0.29112     0.92990    -0.20714        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          35          16          27      14.866     2697.82    0.703972    0.119329    0.698459    0.048360    -0.98263     0.09719     0.00942     2694.78   -0.326918   -0.432063    0.460762   -0.702954    -0.29311     0.93194    -0.20952        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          36          16          27      14.871     2697.84    0.704050    0.119293    0.698394    0.048258    -0.97960     0.09759     0.00956     2694.80   -0.327047   -0.432014    0.460634   -0.703008    -0.28925     0.92297    -0.21368        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.77
          37          16          27      14.891     2697.86    0.703944    0.119249    0.698518    0.048122    -0.98064     0.09630     0.00936     2694.82   -0.327205   -0.432021    0.460621   -0.702939    -0.28725     0.92440    -0.21570        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          38          16          27      14.896     2697.88    0.704020    0.119157    0.698465    0.048005    -0.98162     0.09494     0.00797     2694.84   -0.327399   -0.432040    0.460692   -0.702790    -0.28805     0.92294    -0.21118        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          39          16          27      14.929     2697.90    0.704018    0.118961    0.698500    0.048001    -0.97808     0.09436     0.00333     2694.86   -0.327633   -0.432025    0.460758   -0.702648    -0.28768     0.92630    -0.20733        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          40          16          27      14.934     2697.92    0.704094    0.118881    0.698443    0.047922    -0.97649     0.09058     0.00854     2694.88   -0.327995   -0.431956    0.460780   -0.702506    -0.28648     0.92402    -0.20827        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          41          16          27      14.967     2697.94    0.704159    0.118809    0.698398    0.047809    -0.97761     0.09192     0.00258     2694.90   -0.328369   -0.432003    0.460680   -0.702367    -0.28587     0.92355    -0.20801        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          42          16          27      14.989     2697.96    0.704176    0.118707    0.698400    0.047777    -0.97838     0.09387     0.00269     2694.92   -0.328611   -0.432028    0.460824   -0.702145    -0.29028     0.92107    -0.20860        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          43          16          27      14.995     2697.98    0.704210    0.118669    0.698378    0.047696    -0.97866     0.09166     0.00220     2694.94   -0.328848   -0.432065    0.460957   -0.701925    -0.28509     0.92245    -0.20891        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          44          16          27      15.049     2698.00    0.704049    0.118401    0.698559    0.048085    -0.97846     0.09155     0.00262     2694.96   -0.329083   -0.432016    0.460894   -0.701886    -0.28582     0.92228    -0.21439        2.28        2.72        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          45          16          27      15.054     2698.02    0.704059    0.118442    0.698542    0.048081    -0.97939     0.09011     0.00586     2694.98   -0.329314   -0.432020    0.460918   -0.701759    -0.28563     0.92011    -0.21347        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          46          16          27      15.071     2698.04    0.704062    0.118496    0.698530    0.048075    -0.97667     0.09024     0.00724     2695.00   -0.329495   -0.431941    0.460888   -0.701743    -0.28226     0.92311    -0.21186        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          47          16          27      15.076     2698.06    0.703941    0.118367    0.698660    0.048280    -0.97653     0.09288     0.00439     2695.02   -0.329616   -0.431974    0.460963   -0.701616    -0.28001     0.92132    -0.21216        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          48          16          27      15.108     2698.08    0.703945    0.118382    0.698655    0.048248    -0.97775     0.09164     0.00600     2695.04   -0.329715   -0.431994    0.461019   -0.701520    -0.28339     0.92168    -0.21345        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          49          16          27      15.113     2698.10    0.703397    0.118055    0.699241    0.048551    -0.97928     0.09265     0.00684     2695.06   -0.329795   -0.431951    0.460926   -0.701570    -0.28200     0.92753    -0.21120        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          50          16          27      15.147     2698.12    0.703405    0.118072    0.699233    0.048512    -0.97972     0.09276     0.00959     2695.08   -0.329900   -0.431959    0.460910   -0.701526    -0.28210     0.92726    -0.21123        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          51          16          27      15.152     2698.14    0.703406    0.118075    0.699236    0.048453    -0.98012     0.09373     0.00708     2695.10   -0.329955   -0.431924    0.460807   -0.701590    -0.28322     0.92507    -0.21327        2.28        2.71        2.55        3.10        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          52          16          27      15.187     2698.16    0.703350    0.118027    0.699309    0.048337    -0.98211     0.09426     0.00842     2695.12   -0.330038   -0.431846    0.460804   -0.701601    -0.28524     0.92405    -0.21228        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          53          16          27      15.210     2698.18    0.703384    0.118012    0.699283    0.048252    -0.98043     0.09445     0.00841     2695.14   -0.330085   -0.431746    0.460825   -0.701626    -0.28594     0.92676    -0.21228        2.27        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          54          16          27      15.215     2698.20    0.703379    0.117956    0.699301    0.048183    -0.98000     0.09265     0.00781     2695.16   -0.330151   -0.431596    0.460773   -0.701722    -0.28364     0.92435    -0.21364        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          55          16          27      15.247     2698.22    0.703436    0.117891    0.699264    0.048049    -0.97806     0.09180     0.00835     2695.18   -0.330292   -0.431471    0.460788   -0.701723    -0.28115     0.92189    -0.21341        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          56          16          27      15.267     2698.24    0.703476    0.117850    0.699240    0.047919    -0.97838     0.09000     0.00830     2695.20   -0.330389   -0.431327    0.460814   -0.701748    -0.28048     0.92067    -0.21359        2.27        2.71        2.55        3.10        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          57          16          27      15.277     2698.26    0.703451    0.117788    0.699283    0.047817    -0.97864     0.09136     0.00893     2695.22   -0.330353   -0.431345    0.461032   -0.701611    -0.27972     0.92090    -0.21620        2.27        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          58          16          27      15.309     2698.28    0.703475    0.117773    0.699268    0.047720    -0.97785     0.09211     0.00842     2695.24   -0.330311   -0.431286    0.461226   -0.701540    -0.28008     0.91711    -0.21908        2.27        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          59          16          27      15.314     2698.30    0.703359    0.117685    0.699400    0.047708    -0.97773     0.09265     0.00727     2695.26   -0.330341   -0.431004    0.461203   -0.701714    -0.27757     0.91616    -0.21326        2.27        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          60          16          27      15.366     2698.32    0.703372    0.117668    0.699396    0.047614    -0.97872     0.09241     0.00757     2695.28   -0.330362   -0.430944    0.461220   -0.701729    -0.27952     0.91684    -0.20975        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          61          16          27      15.371     2698.34    0.703402    0.117644    0.699376    0.047531    -0.97940     0.09319     0.00596     2695.30   -0.330141   -0.431002    0.461388   -0.701688    -0.27992     0.91917    -0.21455        2.27        2.71        2.55        3.09        3.01        3.00        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          62          16          27      15.389     2698.36    0.703339    0.117586    0.699457    0.047413    -0.97820     0.09490     0.00476     2695.32   -0.329787   -0.431173    0.461688   -0.701551    -0.28043     0.92058    -0.21797        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          63          16          27      15.394     2698.38    0.703343    0.117567    0.699464    0.047289    -0.97756     0.09382     0.00650     2695.34   -0.329437   -0.431285    0.461861   -0.701534    -0.28326     0.92188    -0.21488        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          64          16          27      15.427     2698.40    0.703270    0.117497    0.699559    0.047159    -0.97815     0.09283     0.00649     2695.36   -0.329176   -0.431333    0.461755   -0.701696    -0.28521     0.92526    -0.21258        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          65          16          27      15.450     2698.42    0.703290    0.117458    0.699554    0.047020    -0.97951     0.09281     0.00848     2695.38   -0.329001   -0.431373    0.461663   -0.701814    -0.28266     0.92927    -0.21401        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          66          16          27      15.455     2698.44    0.703309    0.117400    0.699554    0.046873    -0.98043     0.09297     0.00909     2695.40   -0.328725   -0.431341    0.461702   -0.701937    -0.28240     0.92456    -0.21802        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          67          16          27      15.506     2698.46    0.703207    0.117307    0.699671    0.046906    -0.98026     0.09113     0.00780     2695.42   -0.328425   -0.431419    0.461890   -0.701906    -0.28446     0.92383    -0.21420        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.75
          68          16          27      15.512     2698.48    0.703191    0.117316    0.699691    0.046821    -0.97813     0.08993     0.00623     2695.44   -0.328103   -0.431518    0.462136   -0.701834    -0.28730     0.93148    -0.20806        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          69          16          27      15.529     2698.50    0.702929    0.117249    0.699967    0.046793    -0.97773     0.09279     0.00741     2695.46   -0.327904   -0.431647    0.462226   -0.701789    -0.28957     0.93005    -0.20884        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          70          16          27      15.534     2698.52    0.702911    0.117274    0.699985    0.046745    -0.97958     0.09375     0.00966     2695.48   -0.327779   -0.431683    0.462257   -0.701804    -0.28751     0.92425    -0.21524        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          71          16          27      15.567     2698.54    0.702900    0.117285    0.699997    0.046702    -0.98075     0.09485     0.00964     2695.50   -0.327502   -0.431793    0.462342   -0.701810    -0.28896     0.92543    -0.21964        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          72          16          27      15.587     2698.56    0.702725    0.117242    0.700187    0.046591    -0.97900     0.09433     0.01107     2695.52   -0.327078   -0.432008    0.462681   -0.701651    -0.28850     0.92948    -0.21847        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          73          16          27      15.595     2698.58    0.702686    0.117242    0.700228    0.046566    -0.98005     0.09429     0.01243     2695.54   -0.326642   -0.432188    0.462989   -0.701541    -0.29018     0.92918    -0.21777        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          74          16          27      15.627     2698.60    0.702195    0.117154    0.700743    0.046433    -0.98083     0.09595     0.01646     2695.56   -0.326214   -0.432286    0.463181   -0.701553    -0.28498     0.92069    -0.21643        2.28        2.71        2.55        3.09        3.01        3.01        2.87        3.82        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          75          16          27      15.650     2698.62    0.702168    0.117144    0.700772    0.046436    -0.98070     0.09572     0.01557     2695.58   -0.325739   -0.432396    0.463442   -0.701534    -0.28359     0.91952    -0.21559        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          76          16          27      15.655     2698.64    0.702152    0.117124    0.700790    0.046450    -0.98206     0.09616     0.01636     2695.60   -0.325115   -0.432529    0.463810   -0.701498    -0.28341     0.91983    -0.21636        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          77          16          27      15.706     2698.66    0.701932    0.117038    0.701027    0.046409    -0.98181     0.09480     0.01660     2695.62   -0.324383   -0.432708    0.464310   -0.701395    -0.28718     0.91905    -0.22084        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          78          16          27      15.711     2698.68    0.701937    0.117012    0.701020    0.046500    -0.98024     0.09595     0.01428     2695.64   -0.323613   -0.432771    0.464751   -0.701420    -0.28521     0.92015    -0.22175        2.28        2.71        2.55        3.09        3.01        3.00        2.86        3.82        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          79          16          27      15.729     2698.70    0.701900    0.116883    0.701083    0.046456    -0.98127     0.09825     0.01454     2695.66   -0.322566   -0.432645    0.465412   -0.701543    -0.28986     0.92529    -0.22785        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          80          16          27      15.734     2698.72    0.701917    0.116694    0.701101    0.046400    -0.97925     0.09722     0.01249     2695.68   -0.321146   -0.432347    0.466427   -0.701703    -0.29614     0.92779    -0.22355        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.87        4.12        4.01        4.00        3.78        3.76
          81          16          27      15.768     2698.74    0.701996    0.116492    0.701060    0.046321    -0.97911     0.09316     0.01116     2695.70   -0.319521   -0.431842    0.467438   -0.702083    -0.29773     0.91314    -0.22058        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.28        3.87        4.12        4.01        4.00        3.78        3.76
          82          16          27      15.773     2698.76    0.702047    0.116252    0.701050    0.046304    -0.98192     0.08904     0.00921     2695.72   -0.317617   -0.431233    0.468397   -0.702682    -0.29621     0.90037    -0.21474        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          83          16          27      15.807     2698.78    0.702149    0.116048    0.700988    0.046221    -0.98150     0.08960     0.00806     2695.74   -0.315189   -0.430704    0.469380   -0.703444    -0.30838     0.89896    -0.20778        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.82        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          84          16          27      15.827     2698.80    0.702234    0.115842    0.700935    0.046241    -0.97853     0.09147     0.00626     2695.76   -0.312139   -0.430221    0.470381   -0.704429    -0.31658     0.89774    -0.21483        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
          85          16          27      15.835     2698.82    0.702277    0.115647    0.700929    0.046165    -0.97757     0.08765     0.00549     2695.78   -0.308450   -0.429786    0.471507   -0.705566    -0.30903     0.89347    -0.23096        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          86          16          27      15.868     2698.84    0.702273    0.115485    0.700963    0.046109    -0.97520     0.08524     0.00303     2695.80   -0.304347   -0.429345    0.472848   -0.706717    -0.29719     0.88646    -0.22616        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.28        3.88        4.12        4.01        4.00        3.78        3.76
          87          16          27      15.873     2698.86    0.702233    0.115315    0.701030    0.046127    -0.97412     0.08768     0.00199     2695.82   -0.299910   -0.428977    0.474622   -0.707649    -0.29246     0.88506    -0.21245        2.28        2.71        2.55        3.09        3.01        3.01        2.86        3.83        3.27        3.88        4.12        4.01        4.00        3.78        3.76
