      Sample        Hour      Minute         Sec       Stamp       Quat1       Quat2       Quat3       Quat4        AccX        AccY        AccZ      Stamp2     Quat2_1     Quat2_2     Quat2_3     Quat2_4      Acc2_X      Acc2_Y      Acc2_Z          A0          A1          A2          A3          A4          A5          A6          A7          A8          A9         A10         A11         A12         A13         A14
          17          16          31      51.611     2974.56    0.609786   -0.303694    0.624680   -0.381715    -0.97593     0.10723    -0.03619     2971.50   -0.136571   -0.337684    0.581269   -0.727629    -0.30347     0.93748    -0.10039        2.21        2.70        2.54        3.11        3.04        3.01        2.84        3.84        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          18          16          31      51.616     2974.58    0.609826   -0.303696    0.624561   -0.381844    -0.97867     0.10658    -0.03369     2971.52   -0.132720   -0.335368    0.583090   -0.727956    -0.31975     0.92815    -0.10102        2.21        2.70        2.54        3.11        3.04        3.01        2.84        3.83        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          19          16          31      51.621     2974.60    0.609828   -0.303781    0.624411   -0.382017    -0.97998     0.10702    -0.03258     2971.54   -0.129150   -0.332972    0.584746   -0.728370    -0.29255     0.92036    -0.08575        2.21        2.70        2.54        3.11        3.04        3.01        2.84        3.84        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          20          16          31      51.637     2974.62    0.609900   -0.303831    0.624219   -0.382178    -0.97811     0.10212    -0.03692     2971.56   -0.125589   -0.330847    0.586354   -0.728668    -0.31266     0.94341    -0.07973        2.21        2.70        2.54        3.11        3.04        3.01        2.84        3.83        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          21          16          31      51.642     2974.64    0.610010   -0.303812    0.624036   -0.382316    -0.98019     0.10153    -0.03772     2971.58   -0.122414   -0.328765    0.587697   -0.729068    -0.30741     0.93604    -0.08193        2.21        2.70        2.53        3.11        3.04        3.01        2.84        3.84        3.27        3.88        4.11        3.97        3.99        3.79        3.77
          22          16          31      51.666     2974.66    0.610012   -0.303864    0.623862   -0.382555    -0.98186     0.10402    -0.03517     2971.60   -0.119303   -0.326785    0.589096   -0.729345    -0.33313     0.92772    -0.08810        2.22        2.70        2.53        3.11        3.04        3.01        2.84        3.83        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          23          16          31      51.673     2974.68    0.610068   -0.303890    0.623675   -0.382750    -0.97693     0.10207    -0.03749     2971.62   -0.116424   -0.324774    0.590292   -0.729742    -0.29994     0.92245    -0.08287        2.22        2.70        2.53        3.11        3.04        3.00        2.84        3.83        3.28        3.87        4.11        3.97        3.99        3.79        3.77
          24          16          31      51.730     2974.70    0.610150   -0.303897    0.623537   -0.382839    -0.97395     0.10379    -0.03634     2971.64   -0.113601   -0.322996    0.591415   -0.730066    -0.32565     0.94411    -0.07908        2.22        2.70        2.53        3.11        3.03        3.00        2.83        3.83        3.28        3.88        4.12        3.97        3.99        3.79        3.77
          25          16          31      51.735     2974.72    0.610319   -0.303717    0.623424   -0.382896    -0.97487     0.10135    -0.03849     2971.66   -0.111334   -0.321224    0.592186   -0.730572    -0.29264     0.92976    -0.07708        2.22        2.70        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          26          16          31      51.740     2974.74    0.610511   -0.303555    0.623315   -0.382897    -0.97637     0.10372    -0.03805     2971.68   -0.109338   -0.319762    0.592812   -0.731007    -0.30491     0.92824    -0.07874        2.22        2.70        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          27          16          31      51.781     2974.76    0.610665   -0.303386    0.623233   -0.382918    -0.97461     0.10636    -0.04009     2971.70   -0.107613   -0.318560    0.593544   -0.731194    -0.29773     0.93014    -0.06932        2.22        2.70        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.11        3.97        3.99        3.79        3.77
          28          16          31      51.786     2974.78    0.610889   -0.303191    0.623139   -0.382868    -0.97517     0.10481    -0.04157     2971.72   -0.106239   -0.317584    0.594042   -0.731415    -0.31449     0.94716    -0.06257        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.27        3.87        4.12        3.97        3.99        3.79        3.77
          29          16          31      51.805     2974.80    0.611108   -0.302930    0.623134   -0.382734    -0.97489     0.10498    -0.04286     2971.74   -0.105275   -0.316832    0.594253   -0.731709    -0.35013     0.96334    -0.07797        2.22        2.70        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          30          16          31      51.809     2974.82    0.611330   -0.302676    0.623126   -0.382592    -0.97661     0.10437    -0.04265     2971.76   -0.104865   -0.315966    0.594230   -0.732161    -0.30334     0.92144    -0.08470        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.88        4.12        3.97        3.99        3.79        3.77
          31          16          31      51.846     2974.84    0.611539   -0.302493    0.623069   -0.382496    -0.97695     0.10702    -0.04009     2971.78   -0.104486   -0.315439    0.594156   -0.732502    -0.34004     0.92665    -0.09605        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.11        3.97        3.99        3.79        3.77
          32          16          31      51.852     2974.86    0.611688   -0.302348    0.623025   -0.382445    -0.97503     0.10833    -0.03973     2971.80   -0.104103   -0.314896    0.594278   -0.732692    -0.30420     0.94033    -0.07670        2.21        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          33          16          31      51.884     2974.88    0.611889   -0.302189    0.622942   -0.382385    -0.97412     0.10915    -0.04241     2971.82   -0.104164   -0.314537    0.594301   -0.732819    -0.32291     0.94231    -0.08078        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.11        3.97        3.99        3.79        3.77
          34          16          31      51.889     2974.90    0.611866   -0.302078    0.622940   -0.382511    -0.97492     0.10929    -0.03943     2971.84   -0.104272   -0.314292    0.594643   -0.732631    -0.34619     0.94421    -0.09084        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.88        4.12        3.97        3.99        3.79        3.77
          35          16          31      51.924     2974.92    0.611937   -0.302033    0.622854   -0.382573    -0.97550     0.10617    -0.04417     2971.86   -0.104855   -0.313912    0.595212   -0.732248    -0.28683     0.92834    -0.08221        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          36          16          31      51.949     2974.94    0.611961   -0.302046    0.622769   -0.382663    -0.97335     0.10542    -0.04143     2971.88   -0.105677   -0.314035    0.595398   -0.731926    -0.31660     0.93896    -0.08238        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          37          16          31      51.954     2974.96    0.611901   -0.302032    0.622784   -0.382744    -0.97353     0.10610    -0.04309     2971.90   -0.106707   -0.314339    0.595380   -0.731661    -0.31789     0.94428    -0.08664        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.12        3.97        3.99        3.79        3.77
          38          16          31      52.006     2974.98    0.611993   -0.301998    0.622670   -0.382810    -0.97958     0.10406    -0.04252     2971.92   -0.107909   -0.314719    0.595330   -0.731361    -0.32179     0.93459    -0.09898        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.12        3.97        3.99        3.79        3.78
          39          16          31      52.012     2975.00    0.612020   -0.302077    0.622632   -0.382766    -0.97961     0.10294    -0.04184     2971.94   -0.109068   -0.315107    0.595348   -0.731008    -0.32258     0.92991    -0.10685        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.11        3.97        3.99        3.79        3.77
          40          16          31      52.028     2975.02    0.612026   -0.302177    0.622517   -0.382865    -0.97799     0.10285    -0.04241     2971.96   -0.110163   -0.315413    0.595280   -0.730767    -0.31245     0.93042    -0.10662        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          41          16          31      52.033     2975.04    0.612030   -0.302273    0.622382   -0.383003    -0.97593     0.10238    -0.04173     2971.98   -0.111189   -0.315598    0.595239   -0.730565    -0.30910     0.93959    -0.10726        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.12        3.97        3.99        3.79        3.77
          42          16          31      52.065     2975.06    0.611969   -0.302433    0.622268   -0.383159    -0.97684     0.10198    -0.04190     2972.00   -0.112316   -0.315738    0.595216   -0.730351    -0.30739     0.93263    -0.11185        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.83        3.28        3.88        4.11        3.97        3.98        3.79        3.77
          43          16          31      52.070     2975.08    0.611934   -0.302556    0.622104   -0.383384    -0.97627     0.10374    -0.04579     2972.02   -0.113302   -0.315806    0.595413   -0.730009    -0.30809     0.92334    -0.11536        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.11        3.97        3.99        3.79        3.77
          44          16          31      52.124     2975.10    0.611872   -0.302716    0.621948   -0.383610    -0.97440     0.10332    -0.04269     2972.04   -0.114015   -0.315884    0.595655   -0.729666    -0.30507     0.92875    -0.11640        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.87        4.12        3.97        3.98        3.79        3.77
          45          16          31      52.129     2975.12    0.611836   -0.302847    0.621749   -0.383886    -0.97757     0.10039    -0.04480     2972.06   -0.114700   -0.315918    0.595657   -0.729543    -0.29984     0.93924    -0.11459        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.27        3.88        4.12        3.97        3.98        3.79        3.77
          46          16          31      52.148     2975.14    0.611796   -0.302959    0.621558   -0.384171    -0.98043     0.10202    -0.04311     2972.08   -0.115338   -0.315965    0.595568   -0.729494    -0.30254     0.92972    -0.12289        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.12        3.97        3.98        3.79        3.77
          47          16          31      52.153     2975.16    0.611738   -0.303095    0.621398   -0.384414    -0.98061     0.10346    -0.04253     2972.10   -0.115853   -0.316287    0.594898   -0.729820    -0.30259     0.92468    -0.12326        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.87        4.11        3.97        3.98        3.79        3.77
          48          16          31      52.184     2975.18    0.611715   -0.303192    0.621226   -0.384652    -0.97742     0.10235    -0.04321     2972.12   -0.115950   -0.316098    0.594952   -0.729843    -0.29527     0.92894    -0.11898        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.83        3.28        3.87        4.11        3.97        3.98        3.79        3.77
          49          16          31      52.207     2975.20    0.611575   -0.303322    0.621227   -0.384773    -0.97574     0.10271    -0.04267     2972.14   -0.116092   -0.315922    0.595061   -0.729807    -0.29190     0.92988    -0.12059        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.84        3.28        3.87        4.12        3.97        3.98        3.79        3.77
          50          16          31      52.212     2975.22    0.611560   -0.303365    0.621137   -0.384907    -0.97618     0.10479    -0.04170     2972.16   -0.116272   -0.315531    0.595063   -0.729946    -0.31714     0.93710    -0.12427        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.88        4.11        3.97        3.98        3.79        3.77
          51          16          31      52.262     2975.24    0.611557   -0.303372    0.621058   -0.385034    -0.97660     0.10590    -0.04218     2972.18   -0.116217   -0.315240    0.595256   -0.729922    -0.27841     0.92953    -0.11975        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.12        3.96        3.98        3.79        3.77
          52          16          31      52.267     2975.26    0.611453   -0.303378    0.621070   -0.385174    -0.97536     0.10643    -0.04449     2972.20   -0.116076   -0.315954    0.594535   -0.730224    -0.30219     0.93215    -0.12596        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.12        3.96        3.98        3.79        3.77
          53          16          31      52.285     2975.28    0.611434   -0.303419    0.620988   -0.385304    -0.97710     0.10592    -0.04337     2972.22   -0.115621   -0.315694    0.594639   -0.730325    -0.29436     0.94189    -0.13578        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.12        3.96        3.98        3.79        3.77
          54          16          31      52.290     2975.30    0.611366   -0.303454    0.621024   -0.385327    -0.97778     0.10522    -0.04429     2972.24   -0.115251   -0.315270    0.594731   -0.730491    -0.27752     0.93007    -0.13062        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.83        3.28        3.88        4.12        3.96        3.98        3.79        3.77
          55          16          31      52.343     2975.32    0.611450   -0.303417    0.620935   -0.385367    -0.97824     0.10720    -0.04243     2972.26   -0.114740   -0.314447    0.595007   -0.730702    -0.28953     0.93598    -0.14486        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.83        3.28        3.88        4.11        3.96        3.97        3.79        3.77
          56          16          31      52.348     2975.34    0.611529   -0.303414    0.620831   -0.385410    -0.97677     0.10638    -0.04447     2972.28   -0.114020   -0.314049    0.595311   -0.730737    -0.30922     0.92728    -0.14258        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.83        3.28        3.88        4.12        3.96        3.97        3.79        3.77
          57          16          31      52.367     2975.36    0.611525   -0.303436    0.620807   -0.385438    -0.97682     0.10563    -0.04344     2972.30   -0.113036   -0.313670    0.595524   -0.730880    -0.28299     0.93178    -0.14563        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.11        3.96        3.97        3.79        3.77
          58          16          31      52.372     2975.38    0.611615   -0.303499    0.620645   -0.385507    -0.97698     0.10667    -0.04424     2972.32   -0.111695   -0.313215    0.596085   -0.730824    -0.32465     0.93436    -0.16539        2.22        2.71        2.54        3.11        3.03        3.00        2.84        3.84        3.28        3.88        4.11        3.96        3.97        3.79        3.77
          59          16          31      52.422     2975.40    0.611714   -0.303521    0.620578   -0.385440    -0.97937     0.10653    -0.04541     2972.34   -0.109888   -0.312363    0.596492   -0.731130    -0.31641     0.92896    -0.16598        2.22        2.71        2.54        3.11        3.03        3.01        2.84        3.84        3.28        3.88        4.11        3.95        3.97        3.79        3.77
          60          16          31      52.428     2975.42    0.611840   -0.303536    0.620483   -0.385382    -0.97736     0.10442    -0.04564     2972.36   -0.107763   -0.310957    0.596721   -0.731859    -0.28854     0.91706    -0.16434        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.83        3.28        3.88        4.11        3.95        3.97        3.79        3.77
          61          16          31      52.445     2975.44    0.611977   -0.303515    0.620426   -0.385272    -0.97736     0.10343    -0.04668     2972.38   -0.105047   -0.309325    0.597413   -0.732381    -0.29271     0.92660    -0.16057        2.22        2.71        2.54        3.11        3.03        3.01        2.83        3.84        3.28        3.88        4.11        3.96        3.96        3.79        3.77
          62          16          31      52.450     2975.46    0.611923   -0.303589    0.620502   -0.385177    -0.97934     0.10606    -0.04382     2972.40   -0.101970   -0.307392    0.598376   -0.732842    -0.28849     0.92454    -0.15111        2.22        2.71        2.54        3.11        3.03        3.01        2.83        3.83        3.28        3.88        4.11        3.95        3.96        3.79        3.77
          63          16          31      52.503     2975.48    0.611977   -0.303705    0.620439   -0.385101    -0.97759     0.10876    -0.04269     2972.42   -0.098255   -0.305270    0.599599   -0.733238    -0.30216     0.92843    -0.15349        2.22        2.71        2.54        3.11        3.03        3.01        2.83        3.84        3.28        3.88        4.11        3.95        3.96        3.79        3.77
          64          16          31      52.508     2975.50    0.611931   -0.303879    0.620451   -0.385019    -0.97620     0.10747    -0.04197     2972.44   -0.094201   -0.302863    0.600921   -0.733685    -0.29750     0.91617    -0.13954        2.22        2.71        2.54        3.11        3.03        3.01        2.83        3.84        3.28        3.88        4.11        3.95        3.96        3.79        3.77
          65          16          31      52.524     2975.52    0.611972   -0.304039    0.620358   -0.384976    -0.97703     0.10277    -0.04360     2972.46   -0.089832   -0.300132    0.602483   -0.734075    -0.29368     0.93103    -0.12627        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.84        3.28        3.88        4.11        3.94        3.96        3.79        3.77
          66          16          31      52.545     2975.54    0.612059   -0.304193    0.620251   -0.384889    -0.98029     0.10350    -0.03999     2972.48   -0.085304   -0.297230    0.603863   -0.734662    -0.30805     0.93469    -0.12155        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.84        3.28        3.88        4.11        3.94        3.96        3.79        3.77
          67          16          31      52.550     2975.56    0.612183   -0.304389    0.620084   -0.384805    -0.98070     0.09889    -0.04347     2972.50   -0.080622   -0.294242    0.605152   -0.735332    -0.31745     0.94557    -0.11708        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.84        3.28        3.88        4.11        3.94        3.96        3.79        3.76
          68          16          31      52.603     2975.58    0.612348   -0.304415    0.619981   -0.384688    -0.97946     0.09825    -0.04335     2972.52   -0.075881   -0.290993    0.606362   -0.736132    -0.28362     0.93345    -0.11571        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.83        3.28        3.88        4.11        3.94        3.96        3.79        3.76
          69          16          31      52.608     2975.60    0.612522   -0.304459    0.619881   -0.384538    -0.98021     0.09903    -0.04314     2972.54   -0.070852   -0.287819    0.607652   -0.736817    -0.34004     0.93452    -0.11932        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.83        3.28        3.88        4.11        3.93        3.96        3.79        3.77
          70          16          31      52.630     2975.62    0.612742   -0.304424    0.619766   -0.384400    -0.97890     0.09907    -0.04243     2972.56   -0.065881   -0.284359    0.609154   -0.737381    -0.32978     0.92200    -0.12540        2.22        2.71        2.54        3.11        3.03        3.00        2.83        3.83        3.28        3.88        4.10        3.93        3.96        3.79        3.76
          71          16          31      52.635     2975.64    0.612984   -0.304389    0.619614   -0.384288    -0.97688     0.09701    -0.04360     2972.58   -0.060757   -0.280754    0.610728   -0.737901    -0.33086     0.90827    -0.11548        2.22        2.71        2.54        3.11        3.03        3.00        2.82        3.84        3.28        3.88        4.11        3.92        3.95        3.78        3.77
          72          16          31      52.689     2975.66    0.613320   -0.304353    0.619469   -0.384013    -0.97968     0.09119    -0.04459     2972.60   -0.055466   -0.277113    0.611945   -0.738685    -0.32537     0.91131    -0.11121        2.22        2.71        2.54        3.11        3.03        3.00        2.82        3.84        3.28        3.87        4.11        3.92        3.95        3.78        3.77
          73          16          31      52.695     2975.68    0.613608   -0.304153    0.619365   -0.383879    -0.98061     0.09846    -0.04529     2972.62   -0.050046   -0.273464    0.612919   -0.739623    -0.34886     0.92704    -0.10604        2.22        2.71        2.54        3.11        3.03        3.00        2.82        3.84        3.28        3.88        4.11        3.92        3.95        3.78        3.76
          74          16          31      52.700     2975.70    0.613895   -0.303889    0.619342   -0.383668    -0.97667     0.09328    -0.04902     2972.64   -0.044811   -0.269727    0.613412   -0.740922    -0.31820     0.91628    -0.11042        2.22        2.71        2.54        3.11        3.03        3.00        2.81        3.83        3.28        3.87        4.11        3.91        3.95        3.78        3.77
          75          16          31      52.746     2975.72    0.614166   -0.303689    0.619227   -0.383576    -0.97580     0.10067    -0.04712     2972.66   -0.039217   -0.266102    0.613708   -0.742303    -0.36019     0.92262    -0.11513        2.22        2.71        2.54        3.11        3.03        3.00        2.81        3.83        3.28        3.87        4.11        3.91        3.95        3.78        3.77
          76          16          31      52.751     2975.74    0.614443   -0.303593    0.619040   -0.383510    -0.97450     0.09040    -0.05207     2972.68   -0.033603   -0.262400    0.614308   -0.743400    -0.30666     0.92358    -0.10978        2.22        2.71        2.54        3.11        3.03        3.00        2.80        3.83        3.28        3.87        4.11        3.91        3.95        3.78        3.76
          77          16          31      52.768     2975.76    0.614428   -0.303527    0.618910   -0.383797    -0.97442     0.11816    -0.04858     2972.70   -0.027799   -0.259001    0.615093   -0.744182    -0.34844     0.92599    -0.11262        2.22        2.71        2.55        3.11        3.03        2.99        2.80        3.83        3.29        3.87        4.10        3.91        3.95        3.78        3.77
          78          16          31      52.773     2975.78    0.614633   -0.303491    0.618764   -0.383732    -0.97684     0.08838    -0.05709     2972.72   -0.022122   -0.255501    0.616441   -0.744467    -0.32469     0.93865    -0.10777        2.22        2.71        2.54        3.11        3.03        2.99        2.80        3.83        3.28        3.87        4.10        3.90        3.95        3.78        3.76
          79          16          31      52.822     2975.80    0.614824   -0.303763    0.618343   -0.383890    -0.98504     0.11330    -0.05286     2972.74   -0.016551   -0.252241    0.617918   -0.744499    -0.35005     0.93760    -0.11518        2.22        2.71        2.55        3.11        3.03        2.99        2.80        3.83        3.29        3.87        4.09        3.90        3.95        3.78        3.77
          80          16          31      52.827     2975.82    0.614928   -0.303701    0.618307   -0.383831    -0.97641     0.08883    -0.05919     2972.76   -0.011249   -0.248980    0.619537   -0.744350    -0.35024     0.93246    -0.11332        2.22        2.71        2.55        3.11        3.03        2.99        2.79        3.83        3.29        3.87        4.09        3.90        3.95        3.78        3.77
          81          16          31      52.845     2975.84    0.614881   -0.303837    0.618128   -0.384085    -0.97878     0.11354    -0.05232     2972.78   -0.006230   -0.245896    0.621211   -0.744038    -0.35311     0.92855    -0.10050        2.22        2.71        2.55        3.11        3.03        2.99        2.79        3.83        3.29        3.86        4.09        3.89        3.94        3.78        3.77
          82          16          31      52.850     2975.86    0.615259   -0.304155    0.617765   -0.383813    -0.97355     0.08221    -0.06130     2972.80   -0.001293   -0.242922    0.622602   -0.743878    -0.34352     0.91881    -0.09096        2.22        2.71        2.55        3.11        3.03        2.99        2.78        3.83        3.29        3.86        4.08        3.90        3.95        3.78        3.77
          83          16          31      52.885     2975.88    0.615209   -0.304480    0.617495   -0.384070    -0.97578     0.10167    -0.05319     2972.82    0.004031   -0.240817    0.623866   -0.743493    -0.37462     0.93127    -0.08765        2.22        2.71        2.55        3.11        3.03        2.98        2.77        3.83        3.29        3.86        4.08        3.89        3.95        3.78        3.77
          84          16          31      52.890     2975.90    0.615025   -0.304474    0.617652   -0.384117    -0.97658     0.09213    -0.05613     2972.84    0.008329   -0.238745    0.625423   -0.742817    -0.36464     0.93103    -0.08623        2.22        2.71        2.55        3.11        3.03        2.98        2.76        3.83        3.29        3.86        4.08        3.89        3.95        3.78        3.77
          85          16          31      52.942     2975.92    0.614938   -0.304881    0.617386   -0.384361    -0.97716     0.10726    -0.05158     2972.86    0.012445   -0.236628    0.627106   -0.742018    -0.30633     0.94052    -0.07635        2.22        2.71        2.55        3.11        3.03        2.98        2.76        3.83        3.29        3.86        4.08        3.89        3.95        3.78        3.77
