      Sample        Hour      Minute         Sec       Stamp       Quat1       Quat2       Quat3       Quat4        AccX        AccY        AccZ          A0          A1          A2          A3          A4          A5          A6          A7          A8          A9
           1          16          58       7.415     1220.56    0.700554    0.059206   -0.648352   -0.292161     0.94861    -0.30737    -0.16037        1.62        1.82        1.57        1.68        1.36        1.15        1.99        1.82        1.46        1.85
           2          16          58       7.548     1225.22    0.717304    0.041182   -0.638757   -0.275261     0.92905    -0.29230    -0.17963        1.61        1.82        1.56        1.68        1.36        1.15        1.99        1.82        1.46        1.85
           3          16          58       7.555     1225.24    0.717213    0.041065   -0.638892   -0.275201     0.93207    -0.30066    -0.17798        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
           4          16          58       7.568     1225.26    0.716916    0.041164   -0.639199   -0.275248     0.93930    -0.30383    -0.18094        1.61        1.82        1.57        1.67        1.36        1.15        1.99        1.82        1.46        1.85
           5          16          58       7.573     1225.27    0.716834    0.041164   -0.639291   -0.275247     0.94092    -0.30167    -0.18188        1.61        1.82        1.57        1.67        1.37        1.15        1.99        1.82        1.46        1.85
           6          16          58       7.577     1225.28    0.716758    0.041165   -0.639370   -0.275262     0.94299    -0.29608    -0.18182        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
           7          16          58       7.583     1225.29    0.716700    0.041144   -0.639430   -0.275277     0.94333    -0.29263    -0.18332        1.61        1.82        1.57        1.67        1.36        1.15        1.99        1.82        1.46        1.85
           8          16          58       7.590     1225.30    0.716699    0.041248   -0.639530   -0.275033     0.94199    -0.29230    -0.18341        1.62        1.82        1.57        1.67        1.36        1.15        1.99        1.82        1.46        1.85
           9          16          58       7.595     1225.31    0.716663    0.041183   -0.639577   -0.275026     0.94232    -0.29437    -0.18237        1.62        1.82        1.57        1.67        1.36        1.15        1.99        1.82        1.45        1.85
          10          16          58       7.600     1225.32    0.716642    0.041096   -0.639619   -0.274997     0.94217    -0.29849    -0.18253        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.45        1.85
          11          16          58       7.617     1225.33    0.716638    0.041019   -0.639646   -0.274957     0.94388    -0.29874    -0.18002        1.61        1.82        1.57        1.68        1.37        1.14        1.99        1.82        1.46        1.85
          12          16          58       7.622     1225.34    0.716632    0.040946   -0.639674   -0.274919     0.94440    -0.29813    -0.17871        1.62        1.82        1.56        1.67        1.36        1.15        1.99        1.82        1.45        1.85
          13          16          58       7.629     1225.35    0.716448    0.041299   -0.639980   -0.274632     0.94229    -0.29761    -0.17865        1.62        1.82        1.57        1.67        1.36        1.15        1.99        1.82        1.46        1.85
          14          16          58       7.635     1225.36    0.716462    0.041240   -0.639980   -0.274602     0.94052    -0.29828    -0.17734        1.61        1.82        1.57        1.68        1.36        1.15        1.99        1.82        1.46        1.85
          15          16          58       7.640     1225.37    0.716477    0.041172   -0.639981   -0.274574     0.93820    -0.29633    -0.17764        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          16          16          58       7.647     1225.38    0.716496    0.041102   -0.639971   -0.274555     0.93835    -0.29837    -0.17477        1.61        1.82        1.56        1.67        1.37        1.15        1.99        1.82        1.45        1.85
          17          16          58       7.655     1225.39    0.716526    0.041029   -0.639952   -0.274532     0.93692    -0.29596    -0.17654        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.45        1.85
          18          16          58       7.659     1225.40    0.716459    0.041155   -0.640080   -0.274390     0.93628    -0.29837    -0.17743        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          19          16          58       7.669     1225.41    0.716483    0.041076   -0.640073   -0.274357     0.93701    -0.29813    -0.17862        1.61        1.82        1.57        1.68        1.36        1.15        1.99        1.82        1.45        1.85
          20          16          58       7.676     1225.42    0.716508    0.041001   -0.640061   -0.274330     0.93924    -0.29922    -0.17740        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          21          16          58       7.688     1225.43    0.716533    0.040939   -0.640055   -0.274289     0.93735    -0.29947    -0.18073        1.61        1.82        1.56        1.67        1.37        1.15        1.99        1.82        1.46        1.85
          22          16          58       7.695     1225.44    0.716574    0.040863   -0.640036   -0.274237     0.93558    -0.30118    -0.17908        1.61        1.82        1.57        1.67        1.37        1.15        1.99        1.82        1.46        1.85
          23          16          58       7.700     1225.45    0.716542    0.040935   -0.640131   -0.274088     0.93372    -0.29825    -0.17798        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.45        1.85
          24          16          58       7.707     1225.46    0.716584    0.040864   -0.640105   -0.274051     0.93289    -0.29688    -0.17673        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          25          16          58       7.712     1225.47    0.716621    0.040795   -0.640083   -0.274014     0.93335    -0.29816    -0.17670        1.61        1.82        1.57        1.68        1.37        1.15        1.98        1.82        1.46        1.85
          26          16          58       7.717     1225.48    0.716657    0.040745   -0.640064   -0.273974     0.93448    -0.29800    -0.17654        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          27          16          58       7.727     1225.49    0.716682    0.040716   -0.640048   -0.273950     0.93631    -0.29892    -0.17670        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          28          16          58       7.734     1225.50    0.716441    0.041409   -0.640511   -0.273393     0.93832    -0.29816    -0.17810        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          29          16          58       7.738     1225.51    0.716452    0.041417   -0.640512   -0.273360     0.93967    -0.29794    -0.17786        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          30          16          58       7.748     1225.52    0.716462    0.041428   -0.640519   -0.273316     0.93762    -0.29657    -0.17737        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          31          16          58       7.752     1225.53    0.716467    0.041431   -0.640539   -0.273255     0.93628    -0.29453    -0.17856        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.45        1.85
          32          16          58       7.760     1225.54    0.716481    0.041427   -0.640555   -0.273181     0.93549    -0.29626    -0.17847        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          33          16          58       7.766     1225.55    0.716465    0.041532   -0.640649   -0.272986     0.93469    -0.29779    -0.17828        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          34          16          58       7.771     1225.56    0.716471    0.041524   -0.640670   -0.272923     0.93512    -0.29770    -0.17856        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          35          16          58       7.778     1225.57    0.716477    0.041527   -0.640684   -0.272875     0.93600    -0.29733    -0.17688        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          36          16          58       7.784     1225.58    0.716489    0.041537   -0.640684   -0.272841     0.93726    -0.29865    -0.17603        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          37          16          58       7.788     1225.59    0.716488    0.041554   -0.640693   -0.272821     0.93872    -0.29892    -0.17810        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          38          16          58       7.798     1225.60    0.716226    0.041857   -0.640963   -0.272827     0.93695    -0.30005    -0.17630        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          39          16          58       7.804     1225.61    0.716215    0.041859   -0.640986   -0.272802     0.94077    -0.29892    -0.17426        1.62        1.82        1.57        1.68        1.37        1.15        1.98        1.82        1.46        1.85
          40          16          58       7.809     1225.62    0.716198    0.041868   -0.641015   -0.272777     0.93988    -0.29602    -0.17459        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          41          16          58       7.818     1225.63    0.716179    0.041873   -0.641044   -0.272760     0.93857    -0.29477    -0.17581        1.61        1.83        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          42          16          58       7.825     1225.64    0.716162    0.041868   -0.641064   -0.272757     0.93619    -0.29303    -0.17603        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          43          16          58       7.830     1225.65    0.716205    0.042108   -0.641192   -0.272306     0.93594    -0.29160    -0.17749        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          44          16          58       7.841     1225.66    0.716191    0.042059   -0.641220   -0.272286     0.93558    -0.29117    -0.17749        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.81        1.46        1.85
          45          16          58       7.845     1225.67    0.716176    0.042006   -0.641254   -0.272251     0.93726    -0.29349    -0.17856        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          46          16          58       7.849     1225.68    0.716170    0.041959   -0.641289   -0.272192     0.93884    -0.29819    -0.17899        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          47          16          58       7.857     1225.69    0.716156    0.041908   -0.641336   -0.272126     0.94250    -0.30405    -0.17883        1.61        1.83        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.84
          48          16          58       7.860     1225.70    0.715998    0.041934   -0.641478   -0.272202     0.94357    -0.30862    -0.17920        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          49          16          58       7.865     1225.71    0.715972    0.041950   -0.641526   -0.272155     0.94501    -0.31015    -0.18085        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          50          16          58       7.868     1225.72    0.715954    0.041988   -0.641560   -0.272117     0.94803    -0.30698    -0.18204        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          51          16          58       7.905     1225.73    0.715936    0.042031   -0.641584   -0.272101     0.94617    -0.30411    -0.18188        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          52          16          58       7.910     1225.74    0.715907    0.042093   -0.641616   -0.272094     0.94492    -0.30035    -0.18082        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          53          16          58       7.922     1225.75    0.715948    0.042376   -0.641740   -0.271649     0.94238    -0.29602    -0.18030        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          54          16          58       7.930     1225.76    0.715953    0.042391   -0.641738   -0.271636     0.94141    -0.29297    -0.17789        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          55          16          58       7.942     1225.77    0.715966    0.042379   -0.641735   -0.271612     0.94092    -0.29236    -0.17636        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          56          16          58       7.953     1225.78    0.715992    0.042360   -0.641718   -0.271586     0.94058    -0.29089    -0.17606        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          57          16          58       7.959     1225.79    0.716024    0.042330   -0.641694   -0.271562     0.93802    -0.29001    -0.17444        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          58          16          58       7.970     1225.80    0.715963    0.042525   -0.641824   -0.271388     0.93597    -0.29037    -0.17361        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          59          16          58       7.976     1225.81    0.715996    0.042471   -0.641800   -0.271364     0.93542    -0.29321    -0.17300        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          60          16          58       7.984     1225.82    0.716026    0.042399   -0.641786   -0.271330     0.93530    -0.29385    -0.17343        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          61          16          58       7.994     1225.83    0.716049    0.042330   -0.641783   -0.271287     0.93661    -0.29532    -0.17401        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          62          16          58       8.006     1225.84    0.716067    0.042253   -0.641784   -0.271249     0.93787    -0.29590    -0.17545        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          63          16          58       8.018     1225.85    0.715961    0.042317   -0.641913   -0.271215     0.93918    -0.29727    -0.17493        1.61        1.83        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          64          16          58       8.028     1225.86    0.715962    0.042249   -0.641934   -0.271173     0.94153    -0.29727    -0.17712        1.62        1.82        1.57        1.67        1.37        1.15        1.99        1.82        1.46        1.84
          65          16          58       8.036     1225.87    0.715962    0.042185   -0.641955   -0.271133     0.94156    -0.29697    -0.17899        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          66          16          58       8.043     1225.88    0.715969    0.042122   -0.641969   -0.271092     0.94342    -0.29611    -0.18076        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          67          16          58       8.056     1225.89    0.715979    0.042053   -0.641981   -0.271047     0.94275    -0.29688    -0.18048        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          68          16          58       8.069     1225.90    0.716075    0.042003   -0.641947   -0.270881     0.94208    -0.29642    -0.18307        1.62        1.83        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          69          16          58       8.078     1225.91    0.716099    0.041926   -0.641945   -0.270835     0.94171    -0.29639    -0.18228        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          70          16          58       8.089     1225.92    0.716121    0.041858   -0.641945   -0.270788     0.94220    -0.29596    -0.18237        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          71          16          58       8.095     1225.93    0.716149    0.041794   -0.641938   -0.270739     0.94061    -0.29541    -0.18350        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          72          16          58       8.108     1225.94    0.716178    0.041759   -0.641925   -0.270697     0.93973    -0.29752    -0.18311        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          73          16          58       8.115     1225.95    0.716056    0.041895   -0.642045   -0.270716     0.93942    -0.30048    -0.17819        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          74          16          58       8.127     1225.96    0.716081    0.041906   -0.642029   -0.270686     0.93811    -0.30060    -0.17883        1.62        1.82        1.57        1.67        1.37        1.15        1.99        1.82        1.46        1.84
          75          16          58       8.136     1225.97    0.716105    0.041928   -0.642007   -0.270671     0.93652    -0.29614    -0.17868        1.62        1.83        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          76          16          58       8.148     1225.98    0.716128    0.041944   -0.641987   -0.270657     0.93500    -0.29416    -0.17841        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          77          16          58       8.158     1225.99    0.716149    0.041947   -0.641964   -0.270655     0.93329    -0.29471    -0.17728        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          78          16          58       8.169     1226.00    0.716159    0.042012   -0.641994   -0.270545     0.93417    -0.29556    -0.17844        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          79          16          58       8.178     1226.01    0.716183    0.041991   -0.641975   -0.270531     0.93683    -0.29504    -0.17963        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          80          16          58       8.187     1226.02    0.716194    0.041987   -0.641969   -0.270515     0.93793    -0.29251    -0.17773        1.61        1.82        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
          81          16          58       8.197     1226.03    0.716184    0.041998   -0.641984   -0.270504     0.93839    -0.29007    -0.17819        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          82          16          58       8.205     1226.04    0.716158    0.042017   -0.642024   -0.270477     0.93985    -0.28934    -0.17667        1.62        1.83        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          83          16          58       8.217     1226.05    0.716162    0.042351   -0.642223   -0.269939     0.93982    -0.28778    -0.17365        1.61        1.82        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
          84          16          58       8.225     1226.06    0.716150    0.042300   -0.642249   -0.269920     0.94055    -0.28922    -0.17331        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          85          16          58       8.289     1226.07    0.716134    0.042233   -0.642286   -0.269884     0.94058    -0.29315    -0.17441        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          86          16          58       8.343     1226.08    0.716118    0.042125   -0.642326   -0.269847     0.94244    -0.29791    -0.17523        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          87          16          58       8.395     1226.09    0.716091    0.042013   -0.642373   -0.269825     0.94159    -0.29895    -0.17487        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          88          16          58       8.448     1226.10    0.716038    0.041969   -0.642441   -0.269809     0.94144    -0.30042    -0.17548        1.62        1.83        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.84
          89          16          58       8.507     1226.14    0.715952    0.041598   -0.642519   -0.269911     0.93878    -0.29404    -0.17868        1.61        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          90          16          58       8.557     1226.20    0.715792    0.041107   -0.642667   -0.270060     0.93863    -0.29660    -0.17493        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          91          16          58       8.604     1226.27    0.715748    0.040384   -0.642762   -0.270058     0.94571    -0.30338    -0.17795        1.62        1.83        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          92          16          58       8.661     1226.29    0.715757    0.040298   -0.642767   -0.270035     0.94376    -0.29929    -0.17889        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          93          16          58       8.713     1226.35    0.715911    0.040134   -0.642758   -0.269672     0.93814    -0.29953    -0.17322        1.61        1.82        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
          94          16          58       8.762     1226.40    0.716075    0.039909   -0.642713   -0.269378     0.93689    -0.29749    -0.17426        1.62        1.82        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
          95          16          58       8.811     1226.47    0.716332    0.039259   -0.642679   -0.268869     0.94354    -0.30426    -0.17752        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          96          16          58       8.873     1226.50    0.716434    0.039100   -0.642638   -0.268718     0.93854    -0.30148    -0.17551        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          97          16          58       8.927     1226.56    0.716600    0.038790   -0.642586   -0.268444     0.93756    -0.30078    -0.17838        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.85
          98          16          58       8.976     1226.62    0.716737    0.038693   -0.642537   -0.268210     0.94174    -0.30350    -0.17880        1.62        1.83        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
          99          16          58       9.029     1226.67    0.716920    0.038807   -0.642403   -0.268025     0.93927    -0.29541    -0.17938        1.61        1.82        1.57        1.69        1.37        1.15        2.00        1.82        1.46        1.85
         100          16          58       9.089     1226.72    0.716987    0.039065   -0.642310   -0.268033     0.93240    -0.29202    -0.17267        1.62        1.82        1.57        1.69        1.37        1.15        1.99        1.82        1.46        1.85
         101          16          58       9.135     1226.78    0.716734    0.039145   -0.642446   -0.268370     0.94016    -0.29590    -0.17679        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
         102          16          58       9.191     1226.82    0.716687    0.039226   -0.642511   -0.268329     0.94260    -0.29642    -0.17575        1.62        1.82        1.57        1.68        1.37        1.15        2.00        1.82        1.46        1.85
         103          16          58       9.240     1226.90    0.716336    0.039546   -0.642824   -0.268469     0.93832    -0.29324    -0.16925        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.84
         104          16          58       9.296     1226.93    0.716185    0.039366   -0.642948   -0.268604     0.94171    -0.29636    -0.17447        1.62        1.82        1.57        1.68        1.37        1.15        1.99        1.82        1.46        1.84
         105          16          58       9.350     1226.99    0.715985    0.039226   -0.643191   -0.268575     0.94540    -0.29913    -0.17639        1.62        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
         106          16          58       9.399     1227.04    0.715966    0.039347   -0.643314   -0.268313     0.94098    -0.29477    -0.17511        1.61        1.82        1.56        1.68        1.37        1.15        1.99        1.82        1.46        1.85
         107          16          58       9.457     1227.09    0.715968    0.039641   -0.643530   -0.267745     0.93820    -0.29413    -0.17117        1.61        1.82        1.57        1.69        1.37        1.15        1.99        1.82        1.46        1.85
         108          16          58       9.506     1227.15    0.716064    0.039156   -0.643645   -0.267283     0.94034    -0.29697    -0.17352        1.61        1.82        1.56        1.69        1.37        1.15        1.99        1.82        1.45        1.84
         109          16          58       9.559     1227.20    0.716033    0.038711   -0.643833   -0.266978     0.94052    -0.30081    -0.17334        1.61        1.82        1.57        1.69        1.37        1.15        1.99        1.82        1.45        1.84
         110          16          58       9.620     1227.25    0.715889    0.038449   -0.644149   -0.266641     0.93817    -0.30292    -0.17334        1.61        1.82        1.56        1.69        1.37        1.15        2.00        1.82        1.45        1.84
         111          16          58       9.661     1227.31    0.715689    0.038342   -0.644420   -0.266538     0.93692    -0.29849    -0.17261        1.61        1.82        1.56        1.69        1.36        1.15        2.00        1.82        1.45        1.84
         112          16          58       9.717     1227.35    0.715452    0.038367   -0.644674   -0.266555     0.93976    -0.29935    -0.17102        1.61        1.83        1.56        1.69        1.36        1.15        2.00        1.82        1.45        1.83
         113          16          58       9.774     1227.41    0.715192    0.038223   -0.644980   -0.266533     0.93735    -0.29504    -0.17361        1.60        1.83        1.56        1.69        1.34        1.15        2.01        1.82        1.46        1.83
         114          16          58       9.825     1227.46    0.715109    0.037913   -0.645037   -0.266662     0.94180    -0.29340    -0.16922        1.61        1.83        1.55        1.69        1.34        1.15        2.01        1.82        1.45        1.82
         115          16          58       9.874     1227.53    0.715048    0.037157   -0.645103   -0.266773     0.94968    -0.29733    -0.17905        1.60        1.84        1.55        1.68        1.33        1.14        2.02        1.82        1.46        1.82
         116          16          58       9.934     1227.57    0.715453    0.036171   -0.644657   -0.266901     0.95181    -0.31006    -0.17816        1.59        1.84        1.54        1.68        1.32        1.14        2.02        1.82        1.46        1.81
         117          16          58       9.984     1227.62    0.716221    0.035077   -0.643716   -0.267258     0.94714    -0.30954    -0.17136        1.59        1.84        1.53        1.67        1.31        1.14        2.02        1.82        1.46        1.80
         118          16          58      10.041     1227.67    0.717171    0.033916   -0.642563   -0.267635     0.95068    -0.30606    -0.18362        1.59        1.84        1.53        1.67        1.30        1.14        2.03        1.82        1.46        1.79
         119          16          58      10.088     1227.73    0.719530    0.031586   -0.639954   -0.267840     0.94333    -0.30582    -0.19168        1.58        1.85        1.52        1.67        1.30        1.14        2.03        1.82        1.46        1.79
         120          16          58      10.144     1227.78    0.722070    0.028711   -0.637155   -0.267999     0.92972    -0.30899    -0.18756        1.58        1.85        1.51        1.67        1.29        1.14        2.03        1.81        1.46        1.78
         121          16          58      10.194     1227.83    0.724558    0.025491   -0.634415   -0.268112     0.93314    -0.30820    -0.20120        1.57        1.85        1.51        1.67        1.29        1.14        2.02        1.81        1.46        1.78
         122          16          58      10.252     1227.88    0.727725    0.021766   -0.631038   -0.267833     0.94867    -0.32098    -0.22275        1.57        1.85        1.50        1.67        1.29        1.14        2.03        1.81        1.46        1.77
         123          16          58      10.300     1227.94    0.733469    0.016549   -0.624595   -0.267639     0.94473    -0.32358    -0.24573        1.57        1.86        1.49        1.67        1.28        1.13        2.03        1.81        1.46        1.77
         124          16          58      10.357     1227.99    0.739618    0.011768   -0.617518   -0.267391     0.94708    -0.31644    -0.25690        1.57        1.86        1.49        1.68        1.28        1.14        2.04        1.81        1.46        1.77
         125          16          58      10.402     1228.05    0.748400    0.005235   -0.607116   -0.266982     0.93768    -0.32825    -0.28476        1.58        1.87        1.48        1.69        1.28        1.14        2.05        1.81        1.46        1.76
         126          16          58      10.458     1228.11    0.759132   -0.002523   -0.593850   -0.266560     0.92819    -0.33005    -0.32004        1.58        1.88        1.48        1.69        1.29        1.14        2.06        1.81        1.47        1.76
         127          16          58      10.512     1228.15    0.767135   -0.007521   -0.583492   -0.266428     0.90607    -0.32123    -0.33582        1.58        1.88        1.48        1.70        1.29        1.14        2.07        1.81        1.47        1.76
         128          16          58      10.570     1228.20    0.777581   -0.014170   -0.569785   -0.265540     0.89359    -0.30798    -0.35397        1.58        1.89        1.48        1.71        1.30        1.14        2.07        1.81        1.47        1.76
         129          16          58      10.619     1228.26    0.789580   -0.023578   -0.554033   -0.262784     0.88760    -0.32925    -0.38217        1.58        1.90        1.48        1.72        1.30        1.14        2.08        1.81        1.47        1.77
         130          16          58      10.675     1228.31    0.799365   -0.032715   -0.540683   -0.260012     0.86188    -0.33490    -0.43365        1.58        1.90        1.48        1.72        1.30        1.14        2.08        1.81        1.47        1.76
         131          16          58      10.724     1228.37    0.812036   -0.044207   -0.522177   -0.256857     0.85574    -0.34653    -0.47995        1.59        1.91        1.48        1.73        1.31        1.14        2.09        1.81        1.48        1.77
         132          16          58      10.778     1228.42    0.823563   -0.054101   -0.504089   -0.254384     0.83011    -0.35001    -0.50928        1.58        1.92        1.48        1.73        1.32        1.14        2.09        1.81        1.48        1.77
         133          16          58      10.834     1228.47    0.834589   -0.063350   -0.485954   -0.251589     0.80905    -0.35712    -0.51407        1.59        1.93        1.49        1.74        1.32        1.14        2.10        1.81        1.48        1.77
         134          16          58      10.886     1228.52    0.844396   -0.073421   -0.468439   -0.249340     0.75833    -0.35223    -0.54395        1.59        1.94        1.48        1.74        1.33        1.15        2.11        1.81        1.48        1.77
         135          16          58      10.936     1228.57    0.853421   -0.083580   -0.451230   -0.247141     0.73312    -0.35278    -0.56622        1.59        1.94        1.49        1.74        1.34        1.15        2.11        1.81        1.49        1.77
         136          16          58      10.989     1228.63    0.862941   -0.094638   -0.431928   -0.244572     0.70343    -0.36948    -0.58878        1.60        1.95        1.49        1.74        1.35        1.15        2.12        1.81        1.49        1.77
         137          16          58      11.039     1228.68    0.869650   -0.103640   -0.417288   -0.242564     0.67862    -0.37589    -0.61200        1.60        1.96        1.50        1.75        1.36        1.15        2.13        1.82        1.49        1.77
         138          16          58      11.095     1228.73    0.875389   -0.112011   -0.404030   -0.240641     0.65335    -0.37646    -0.64310        1.60        1.97        1.50        1.75        1.37        1.15        2.14        1.81        1.49        1.77
         139          16          58      11.150     1228.79    0.881755   -0.120088   -0.389068   -0.238145     0.62988    -0.40039    -0.66638        1.60        1.98        1.50        1.75        1.38        1.15        2.16        1.82        1.49        1.78
         140          16          58      11.207     1228.84    0.886637   -0.125944   -0.377124   -0.236199     0.60797    -0.40546    -0.68121        1.60        2.00        1.51        1.75        1.39        1.16        2.18        1.82        1.49        1.78
         141          16          58      11.249     1228.90    0.892021   -0.132200   -0.363635   -0.233648     0.59659    -0.41214    -0.70740        1.60        2.02        1.51        1.75        1.39        1.16        2.19        1.82        1.49        1.78
         142          16          58      11.309     1228.94    0.895361   -0.136331   -0.354913   -0.231902     0.58539    -0.40811    -0.72321        1.61        2.03        1.52        1.74        1.40        1.16        2.21        1.82        1.49        1.78
         143          16          58      11.369     1229.00    0.900163   -0.142325   -0.341706   -0.229539     0.56213    -0.41440    -0.73795        1.60        2.04        1.52        1.75        1.41        1.16        2.23        1.83        1.49        1.79
         144          16          58      11.412     1229.06    0.904901   -0.147519   -0.328344   -0.227116     0.53946    -0.41107    -0.75153        1.60        2.05        1.52        1.75        1.43        1.16        2.24        1.83        1.49        1.79
         145          16          58      11.469     1229.10    0.908092   -0.150439   -0.319453   -0.225138     0.53101    -0.40479    -0.76239        1.60        2.06        1.53        1.75        1.44        1.16        2.24        1.83        1.49        1.79
         146          16          58      11.522     1229.16    0.912977   -0.154382   -0.305947   -0.221440     0.50760    -0.40155    -0.77744        1.60        2.06        1.53        1.75        1.44        1.16        2.26        1.83        1.49        1.79
