Q1,Q2,Q3,Q4,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9
0.946826,-0.160767,-0.190168,-0.203744,1.57,2.09,1.48,1.68,1.31,1.14,2.3,1.82,1.52,1.77
0.944755,-0.161964,-0.191543,-0.21099,1.56,2.09,1.48,1.68,1.3,1.14,2.29,1.81,1.52,1.77
0.941136,-0.163905,-0.19382,-0.223231,1.56,2.09,1.47,1.68,1.29,1.14,2.3,1.81,1.52,1.77
0.936948,-0.166679,-0.195832,-0.236636,1.56,2.09,1.47,1.68,1.28,1.14,2.3,1.81,1.52,1.76
0.932777,-0.168266,-0.198801,-0.249184,1.55,2.1,1.46,1.68,1.27,1.14,2.3,1.81,1.52,1.76
0.928482,-0.1711,-0.202347,-0.260194,1.55,2.1,1.45,1.67,1.25,1.13,2.31,1.81,1.53,1.75
0.926457,-0.172269,-0.203609,-0.265602,1.55,2.1,1.45,1.68,1.24,1.13,2.31,1.81,1.53,1.75
0.922018,-0.175133,-0.206156,-0.276968,1.54,2.1,1.44,1.67,1.23,1.13,2.31,1.8,1.53,1.74
0.916658,-0.177124,-0.20977,-0.290449,1.53,2.1,1.44,1.68,1.22,1.12,2.27,1.8,1.53,1.74
0.914119,-0.178411,-0.211745,-0.296176,1.53,2.11,1.43,1.67,1.22,1.12,2.3,1.8,1.53,1.73
0.90923,-0.179995,-0.215362,-0.307444,1.52,2.11,1.43,1.67,1.2,1.12,2.29,1.8,1.53,1.73
0.903839,-0.181316,-0.219984,-0.319071,1.52,2.11,1.42,1.67,1.19,1.11,2.3,1.8,1.53,1.73
0.897846,-0.182943,-0.225524,-0.330973,1.51,2.11,1.42,1.67,1.18,1.11,2.3,1.79,1.53,1.72
0.893669,-0.18394,-0.229208,-0.339096,1.51,2.12,1.41,1.67,1.17,1.11,2.32,1.79,1.53,1.72
0.887316,-0.185292,-0.234144,-0.351446,1.5,2.12,1.41,1.67,1.17,1.11,2.29,1.79,1.53,1.72
0.881686,-0.186193,-0.238434,-0.362093,1.5,2.12,1.41,1.67,1.16,1.11,2.31,1.79,1.53,1.72
0.875755,-0.188229,-0.242105,-0.372837,1.49,2.12,1.4,1.66,1.15,1.1,2.29,1.79,1.53,1.71
0.869824,-0.188947,-0.24576,-0.383807,1.49,2.12,1.4,1.66,1.15,1.1,2.31,1.79,1.53,1.72
0.863222,-0.189688,-0.249334,-0.395852,1.49,2.12,1.4,1.66,1.15,1.1,2.31,1.79,1.53,1.72
0.858168,-0.189473,-0.252225,-0.405007,1.49,2.12,1.4,1.67,1.16,1.11,2.31,1.78,1.53,1.72
0.852895,-0.189783,-0.255302,-0.413972,1.49,2.12,1.41,1.67,1.17,1.11,2.32,1.79,1.53,1.72
0.847469,-0.190135,-0.259584,-0.422211,1.49,2.12,1.41,1.67,1.17,1.11,2.32,1.79,1.53,1.72
0.841168,-0.190326,-0.264698,-0.431448,1.5,2.12,1.41,1.66,1.18,1.11,2.32,1.79,1.53,1.72
0.835086,-0.190424,-0.268788,-0.440594,1.5,2.12,1.42,1.67,1.19,1.11,2.32,1.79,1.53,1.73
0.829068,-0.190517,-0.272205,-0.449727,1.51,2.12,1.42,1.67,1.2,1.12,2.32,1.8,1.53,1.73
0.825917,-0.190966,-0.274032,-0.454202,1.51,2.12,1.42,1.67,1.21,1.12,2.32,1.79,1.53,1.74
0.820102,-0.191654,-0.277189,-0.462459,1.51,2.12,1.43,1.67,1.22,1.13,2.31,1.8,1.52,1.74
0.816801,-0.191967,-0.278081,-0.467606,1.52,2.12,1.43,1.67,1.22,1.13,2.31,1.8,1.52,1.74
0.814547,-0.191121,-0.277763,-0.472052,1.53,2.11,1.44,1.67,1.23,1.13,2.31,1.8,1.52,1.75
0.815076,-0.189649,-0.277751,-0.471741,1.53,2.11,1.44,1.67,1.25,1.14,2.3,1.8,1.52,1.75
0.816336,-0.189666,-0.277048,-0.469964,1.54,2.11,1.45,1.67,1.25,1.14,2.29,1.8,1.51,1.76
0.82076,-0.190104,-0.275121,-0.463165,1.54,2.1,1.45,1.67,1.26,1.14,2.29,1.81,1.51,1.76
0.822783,-0.190201,-0.274791,-0.459718,1.55,2.1,1.46,1.67,1.27,1.15,2.29,1.81,1.51,1.76
0.827741,-0.190792,-0.273551,-0.451236,1.55,2.1,1.46,1.67,1.28,1.15,2.29,1.81,1.51,1.76
0.832326,-0.191319,-0.272415,-0.443192,1.55,2.1,1.47,1.67,1.29,1.15,2.28,1.81,1.51,1.76
0.839096,-0.191777,-0.269848,-0.43165,1.56,2.09,1.47,1.67,1.3,1.15,2.28,1.82,1.5,1.77
0.84503,-0.192371,-0.266936,-0.421501,1.56,2.09,1.47,1.67,1.3,1.16,2.28,1.82,1.5,1.77
0.852199,-0.191372,-0.263254,-0.409671,1.57,2.09,1.48,1.67,1.31,1.16,2.28,1.81,1.5,1.77
0.862973,-0.189169,-0.257461,-0.391417,1.57,2.09,1.48,1.67,1.32,1.16,2.27,1.82,1.5,1.77
0.867723,-0.188277,-0.254463,-0.383219,1.57,2.09,1.49,1.67,1.33,1.16,2.27,1.82,1.5,1.78
0.879224,-0.186671,-0.246891,-0.362165,1.57,2.08,1.49,1.67,1.33,1.16,2.27,1.82,1.5,1.78
0.882865,-0.186451,-0.244271,-0.355131,1.58,2.08,1.49,1.67,1.34,1.16,2.24,1.82,1.5,1.78
0.890291,-0.184543,-0.238382,-0.34132,1.58,2.08,1.5,1.67,1.34,1.16,2.2,1.82,1.5,1.78
0.895512,-0.18348,-0.234705,-0.330614,1.58,2.08,1.5,1.67,1.35,1.16,2.26,1.82,1.5,1.78
0.900648,-0.182255,-0.231549,-0.319377,1.58,2.08,1.5,1.67,1.35,1.16,2.26,1.82,1.5,1.78
0.90684,-0.179855,-0.227532,-0.305815,1.58,2.08,1.5,1.67,1.35,1.16,2.25,1.82,1.49,1.78
0.910684,-0.178545,-0.225082,-0.296842,1.58,2.08,1.51,1.67,1.35,1.16,2.25,1.82,1.49,1.78
0.915996,-0.176059,-0.222455,-0.283671,1.58,2.08,1.51,1.67,1.35,1.16,2.25,1.82,1.49,1.79
0.920873,-0.174709,-0.220545,-0.269871,1.58,2.07,1.51,1.67,1.36,1.16,2.25,1.82,1.49,1.78
0.924286,-0.173164,-0.218573,-0.260646,1.58,2.07,1.51,1.67,1.36,1.16,2.25,1.82,1.49,1.79
0.929932,-0.169996,-0.214369,-0.24571,1.58,2.07,1.51,1.67,1.36,1.16,2.25,1.82,1.5,1.79
0.935681,-0.16693,-0.209385,-0.229767,1.58,2.06,1.51,1.67,1.36,1.16,2.25,1.82,1.5,1.79
0.940748,-0.164793,-0.204623,-0.214395,1.58,2.06,1.51,1.67,1.36,1.16,2.25,1.82,1.5,1.79
0.943712,-0.164024,-0.201528,-0.204672,1.58,2.06,1.51,1.67,1.36,1.16,2.25,1.82,1.5,1.79
0.94713,-0.163404,-0.198412,-0.192033,1.57,2.06,1.51,1.67,1.36,1.16,2.25,1.82,1.49,1.79
0.950436,-0.161973,-0.195337,-0.179663,1.58,2.06,1.51,1.67,1.36,1.15,2.25,1.82,1.5,1.79
0.954232,-0.159859,-0.191588,-0.164865,1.57,2.05,1.51,1.67,1.36,1.15,2.25,1.82,1.5,1.78
0.957205,-0.157413,-0.189148,-0.152322,1.57,2.05,1.51,1.67,1.36,1.15,2.25,1.83,1.5,1.79
0.960306,-0.156655,-0.186609,-0.135827,1.57,2.05,1.51,1.67,1.36,1.15,2.25,1.82,1.5,1.79
0.961464,-0.156264,-0.185456,-0.129517,1.56,2.05,1.51,1.67,1.36,1.14,2.25,1.82,1.5,1.79
0.963649,-0.154607,-0.183211,-0.117949,1.56,2.05,1.51,1.67,1.36,1.14,2.25,1.82,1.5,1.79
0.964965,-0.153474,-0.182401,-0.109626,1.56,2.06,1.51,1.67,1.36,1.14,2.22,1.82,1.5,1.79
0.965725,-0.154428,-0.182987,-0.100209,1.56,2.06,1.51,1.67,1.36,1.15,2.23,1.82,1.5,1.79
0.966097,-0.156081,-0.183195,-0.093463,1.56,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.96672,-0.156991,-0.182418,-0.086778,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.967954,-0.156328,-0.180658,-0.077391,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.968444,-0.156154,-0.179974,-0.073087,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.969428,-0.15541,-0.178644,-0.064377,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.51,1.79
0.969876,-0.155543,-0.179293,-0.05479,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.51,1.79
0.969856,-0.15632,-0.179846,-0.050971,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.51,1.79
0.969826,-0.158254,-0.179992,-0.044667,1.57,2.06,1.51,1.67,1.37,1.15,2.23,1.82,1.51,1.79
0.969661,-0.158312,-0.181349,-0.042503,1.57,2.06,1.51,1.67,1.37,1.16,2.23,1.82,1.51,1.79
0.969356,-0.159157,-0.18199,-0.043569,1.57,2.07,1.51,1.67,1.37,1.16,2.27,1.82,1.51,1.79
0.969187,-0.159101,-0.182568,-0.045077,1.58,2.07,1.51,1.67,1.38,1.16,2.27,1.82,1.51,1.79
0.968754,-0.158488,-0.184406,-0.048913,1.57,2.07,1.51,1.67,1.38,1.16,2.27,1.82,1.51,1.79
0.967786,-0.15885,-0.187072,-0.056225,1.58,2.07,1.51,1.67,1.37,1.16,2.27,1.82,1.51,1.79
0.966341,-0.160358,-0.189284,-0.068139,1.58,2.07,1.51,1.67,1.37,1.15,2.2,1.82,1.51,1.79
0.965298,-0.160378,-0.19091,-0.077671,1.58,2.07,1.5,1.67,1.37,1.16,2.25,1.82,1.51,1.79
0.964436,-0.159979,-0.192241,-0.085515,1.57,2.08,1.5,1.67,1.37,1.15,2.27,1.82,1.51,1.79
0.963239,-0.159659,-0.193802,-0.095503,1.58,2.07,1.5,1.67,1.37,1.15,2.27,1.82,1.51,1.79
0.961593,-0.158217,-0.196369,-0.108374,1.58,2.07,1.5,1.68,1.36,1.15,2.28,1.82,1.51,1.79
0.959778,-0.158052,-0.199025,-0.11931,1.57,2.07,1.5,1.67,1.36,1.15,2.28,1.81,1.52,1.79
0.957445,-0.159315,-0.202834,-0.129524,1.57,2.07,1.5,1.67,1.36,1.15,2.28,1.82,1.52,1.78
0.95472,-0.160566,-0.206454,-0.141793,1.57,2.08,1.49,1.67,1.36,1.15,2.27,1.81,1.52,1.79
0.952536,-0.161931,-0.208737,-0.151272,1.58,2.08,1.49,1.68,1.35,1.15,2.28,1.82,1.52,1.79
0.948683,-0.165563,-0.212192,-0.166022,1.57,2.08,1.49,1.67,1.35,1.15,2.28,1.82,1.52,1.79
0.945484,-0.166697,-0.216148,-0.177629,1.57,2.08,1.48,1.68,1.34,1.15,2.28,1.81,1.52,1.78
0.94199,-0.167334,-0.220706,-0.189586,1.57,2.07,1.48,1.68,1.34,1.14,2.27,1.81,1.52,1.78
0.938976,-0.169129,-0.223931,-0.198933,1.57,2.08,1.48,1.68,1.33,1.14,2.28,1.82,1.52,1.78
0.935874,-0.170478,-0.22668,-0.209032,1.57,2.08,1.47,1.68,1.32,1.14,2.29,1.81,1.53,1.78
0.932031,-0.171697,-0.229576,-0.221661,1.57,2.08,1.47,1.68,1.31,1.14,2.29,1.81,1.52,1.77
0.92866,-0.17273,-0.232316,-0.231914,1.56,2.08,1.46,1.68,1.3,1.14,2.29,1.81,1.53,1.77
0.923967,-0.173834,-0.236076,-0.245631,1.56,2.09,1.46,1.68,1.28,1.14,2.3,1.81,1.53,1.76
0.922024,-0.173745,-0.237952,-0.251123,1.56,2.09,1.45,1.67,1.26,1.13,2.29,1.81,1.53,1.76
0.917988,-0.174689,-0.241316,-0.261816,1.56,2.09,1.45,1.67,1.25,1.13,2.29,1.8,1.53,1.76
0.912848,-0.175583,-0.245481,-0.274986,1.55,2.09,1.44,1.67,1.24,1.13,2.29,1.81,1.53,1.75
0.910607,-0.176228,-0.247536,-0.280116,1.55,2.09,1.44,1.67,1.24,1.13,2.29,1.8,1.53,1.75
0.906029,-0.177627,-0.251245,-0.290578,1.54,2.09,1.43,1.67,1.23,1.12,2.29,1.8,1.53,1.75
0.902012,-0.178216,-0.254581,-0.29967,1.54,2.1,1.43,1.67,1.22,1.12,2.28,1.8,1.53,1.74
0.895098,-0.181321,-0.260201,-0.313397,1.54,2.1,1.42,1.67,1.21,1.12,2.3,1.8,1.53,1.74
0.890731,-0.18342,-0.263178,-0.322015,1.53,2.1,1.42,1.67,1.2,1.12,2.3,1.8,1.53,1.74
0.886185,-0.184374,-0.266527,-0.331127,1.53,2.1,1.42,1.67,1.19,1.12,2.3,1.8,1.53,1.73
0.878386,-0.186803,-0.27261,-0.345292,1.52,2.1,1.42,1.67,1.19,1.12,2.3,1.79,1.53,1.73
0.870218,-0.189289,-0.278089,-0.35994,1.52,2.11,1.41,1.67,1.18,1.12,2.3,1.79,1.53,1.73
0.8623,-0.190375,-0.282219,-0.374898,1.52,2.11,1.41,1.67,1.18,1.11,2.3,1.79,1.53,1.73
0.85723,-0.190743,-0.284597,-0.384419,1.52,2.11,1.41,1.67,1.18,1.11,2.3,1.79,1.53,1.73
0.851285,-0.19085,-0.287401,-0.395336,1.52,2.11,1.41,1.67,1.18,1.11,2.3,1.8,1.54,1.73
0.84434,-0.190224,-0.291423,-0.407403,1.52,2.11,1.41,1.67,1.18,1.11,2.3,1.79,1.53,1.73
0.836404,-0.190033,-0.295204,-0.420916,1.52,2.11,1.41,1.67,1.19,1.12,2.3,1.79,1.53,1.73
0.833036,-0.190133,-0.296944,-0.426292,1.52,2.11,1.42,1.67,1.19,1.12,2.3,1.8,1.53,1.73
0.826779,-0.190373,-0.299739,-0.436292,1.52,2.11,1.42,1.67,1.2,1.12,2.3,1.8,1.53,1.74
0.821957,-0.190388,-0.301524,-0.444098,1.52,2.11,1.42,1.67,1.21,1.12,2.3,1.8,1.53,1.74
0.816446,-0.189994,-0.303748,-0.45283,1.53,2.1,1.42,1.67,1.22,1.13,2.3,1.8,1.53,1.75
0.811103,-0.189033,-0.306528,-0.460889,1.53,2.1,1.42,1.67,1.23,1.13,2.3,1.8,1.53,1.75
0.807972,-0.188351,-0.308348,-0.465432,1.53,2.1,1.43,1.67,1.23,1.13,2.3,1.8,1.53,1.75
0.804669,-0.187346,-0.310885,-0.46985,1.54,2.1,1.44,1.68,1.24,1.14,2.29,1.8,1.53,1.75
0.801729,-0.186856,-0.313782,-0.473135,1.54,2.09,1.44,1.68,1.25,1.14,2.29,1.8,1.52,1.76
0.801808,-0.186184,-0.314595,-0.472726,1.54,2.09,1.45,1.68,1.26,1.14,2.29,1.81,1.52,1.76
0.802507,-0.185889,-0.315981,-0.470726,1.56,2.09,1.45,1.68,1.27,1.15,2.28,1.81,1.52,1.76
0.804053,-0.186222,-0.316332,-0.467712,1.56,2.09,1.46,1.68,1.28,1.15,2.28,1.81,1.52,1.76
0.807271,-0.187129,-0.315921,-0.46205,1.56,2.09,1.46,1.68,1.28,1.15,2.28,1.81,1.51,1.77
0.811542,-0.186788,-0.314974,-0.455304,1.56,2.08,1.46,1.68,1.29,1.15,2.27,1.81,1.51,1.77
0.817852,-0.187083,-0.313055,-0.4451,1.57,2.08,1.47,1.68,1.3,1.16,2.27,1.81,1.51,1.77
0.823452,-0.187842,-0.3102,-0.436369,1.57,2.08,1.47,1.68,1.31,1.16,2.26,1.81,1.51,1.77
0.830451,-0.188129,-0.305554,-0.426141,1.57,2.08,1.47,1.68,1.32,1.16,2.26,1.81,1.51,1.78
0.837526,-0.188621,-0.300611,-0.415459,1.57,2.08,1.48,1.68,1.33,1.16,2.26,1.82,1.5,1.78
0.846862,-0.189264,-0.294189,-0.400571,1.58,2.08,1.48,1.68,1.34,1.16,2.25,1.82,1.5,1.78
0.854591,-0.189672,-0.288686,-0.38776,1.58,2.07,1.49,1.68,1.34,1.16,2.25,1.82,1.5,1.78
0.864374,-0.188927,-0.282176,-0.370865,1.58,2.07,1.49,1.68,1.35,1.16,2.24,1.82,1.5,1.78
0.86927,-0.191034,-0.279187,-0.360458,1.59,2.07,1.49,1.68,1.35,1.16,2.23,1.82,1.5,1.78
0.876992,-0.191476,-0.273499,-0.345572,1.59,2.07,1.5,1.68,1.36,1.16,2.23,1.82,1.5,1.79
0.882985,-0.190703,-0.268574,-0.334422,1.59,2.07,1.5,1.68,1.36,1.16,2.23,1.82,1.49,1.79
0.889065,-0.189444,-0.263706,-0.322698,1.59,2.06,1.5,1.67,1.36,1.17,2.23,1.82,1.49,1.79
0.894533,-0.188651,-0.259479,-0.311274,1.59,2.06,1.5,1.68,1.36,1.16,2.23,1.82,1.5,1.79
0.899877,-0.188435,-0.255252,-0.299266,1.59,2.05,1.49,1.68,1.36,1.16,2.23,1.82,1.5,1.79
0.904789,-0.186415,-0.250872,-0.289258,1.59,2.04,1.5,1.67,1.36,1.16,2.23,1.82,1.5,1.79
0.910133,-0.183943,-0.245774,-0.278241,1.59,2.03,1.5,1.68,1.36,1.16,2.23,1.82,1.5,1.79
0.916377,-0.181468,-0.239908,-0.264133,1.58,2.03,1.5,1.68,1.36,1.16,2.23,1.82,1.5,1.79
0.921816,-0.178497,-0.235239,-0.251112,1.58,2.03,1.5,1.67,1.37,1.16,2.23,1.82,1.5,1.79
0.928579,-0.173417,-0.230073,-0.233953,1.58,2.04,1.5,1.67,1.36,1.16,2.23,1.82,1.49,1.79
0.934627,-0.168853,-0.226302,-0.216213,1.58,2.03,1.5,1.67,1.37,1.16,2.23,1.82,1.5,1.79
0.938011,-0.16707,-0.224533,-0.204468,1.58,2.03,1.5,1.67,1.37,1.15,2.23,1.82,1.49,1.79
0.941921,-0.165,-0.222244,-0.190175,1.58,2.03,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.946489,-0.161906,-0.218265,-0.174086,1.57,2.03,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.950844,-0.15769,-0.213589,-0.159406,1.58,2.03,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.952653,-0.155706,-0.211934,-0.152615,1.57,2.03,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.955721,-0.155368,-0.208737,-0.137434,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.958303,-0.155538,-0.204503,-0.12507,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.960231,-0.154956,-0.200832,-0.116667,1.57,2.02,1.5,1.67,1.37,1.14,2.23,1.82,1.5,1.79
0.963516,-0.152944,-0.19398,-0.103035,1.56,2.02,1.5,1.67,1.37,1.14,2.23,1.82,1.5,1.79
0.964662,-0.152227,-0.191497,-0.097892,1.56,2.02,1.5,1.67,1.37,1.14,2.23,1.82,1.5,1.79
0.966569,-0.151743,-0.187223,-0.087561,1.56,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.968348,-0.151124,-0.183272,-0.076654,1.56,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.968844,-0.151204,-0.18224,-0.072581,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.969616,-0.152382,-0.180109,-0.064701,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.97038,-0.151544,-0.179152,-0.057464,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.970869,-0.150877,-0.178474,-0.05288,1.57,2.02,1.5,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.971276,-0.149761,-0.178812,-0.047129,1.58,2.03,1.51,1.67,1.37,1.15,2.23,1.82,1.5,1.79
0.971649,-0.148734,-0.178886,-0.042159,1.58,2.03,1.51,1.67,1.38,1.15,2.23,1.82,1.5,1.79
0.972024,-0.147435,-0.179171,-0.036466,1.58,2.03,1.51,1.67,1.38,1.16,2.23,1.82,1.5,1.79
0.972289,-0.146702,-0.179443,-0.030554,1.58,2.03,1.5,1.67,1.38,1.16,2.23,1.82,1.5,1.79
0.972093,-0.147412,-0.180626,-0.026046,1.58,2.04,1.51,1.67,1.38,1.15,2.23,1.82,1.51,1.79
0.971958,-0.146861,-0.181784,-0.026159,1.58,2.04,1.51,1.67,1.38,1.16,2.23,1.82,1.51,1.79
0.971307,-0.146986,-0.184709,-0.028984,1.58,2.04,1.5,1.67,1.38,1.16,2.23,1.82,1.51,1.79
0.970383,-0.148402,-0.186946,-0.037214,1.59,2.04,1.5,1.68,1.38,1.15,2.23,1.82,1.51,1.79
0.970257,-0.148185,-0.187201,-0.039978,1.58,2.05,1.5,1.67,1.38,1.16,2.23,1.82,1.51,1.79
0.969402,-0.149148,-0.18822,-0.050868,1.59,2.05,1.5,1.68,1.38,1.16,2.23,1.82,1.51,1.79
0.968689,-0.149846,-0.189169,-0.05834,1.59,2.05,1.5,1.68,1.37,1.15,2.23,1.82,1.51,1.79
0.967194,-0.150003,-0.192069,-0.071728,1.58,2.05,1.5,1.68,1.37,1.15,2.25,1.82,1.51,1.79
0.965315,-0.150046,-0.196049,-0.084957,1.58,2.05,1.5,1.68,1.37,1.15,2.24,1.81,1.51,1.79
0.963539,-0.150472,-0.199603,-0.095444,1.58,2.05,1.49,1.68,1.37,1.15,2.24,1.82,1.51,1.79
0.961689,-0.151837,-0.202564,-0.105207,1.58,2.05,1.49,1.68,1.37,1.15,2.26,1.82,1.52,1.79
0.958317,-0.15431,-0.206693,-0.122865,1.58,2.05,1.49,1.68,1.36,1.15,2.25,1.82,1.52,1.79
0.95586,-0.155837,-0.209877,-0.134156,1.58,2.05,1.49,1.68,1.36,1.15,2.25,1.81,1.52,1.79
0.952256,-0.157771,-0.214982,-0.148661,1.58,2.05,1.49,1.68,1.36,1.15,2.26,1.81,1.52,1.79
0.947604,-0.160504,-0.220955,-0.165722,1.58,2.05,1.48,1.68,1.35,1.15,2.25,1.81,1.52,1.79
0.944173,-0.161062,-0.225034,-0.178763,1.58,2.06,1.48,1.68,1.34,1.15,2.27,1.81,1.52,1.78
0.940702,-0.160498,-0.228367,-0.19279,1.57,2.06,1.48,1.68,1.34,1.15,2.27,1.81,1.52,1.78
0.938245,-0.161265,-0.230537,-0.201352,1.57,2.06,1.48,1.68,1.33,1.14,2.24,1.82,1.52,1.78
0.934221,-0.164007,-0.233382,-0.214165,1.57,2.06,1.47,1.68,1.32,1.14,2.27,1.81,1.52,1.78
0.929734,-0.165799,-0.235777,-0.22916,1.57,2.07,1.47,1.68,1.31,1.14,2.28,1.81,1.52,1.78
0.927854,-0.166268,-0.236932,-0.23517,1.57,2.07,1.46,1.68,1.3,1.14,2.28,1.81,1.53,1.77
0.924329,-0.166553,-0.239848,-0.24566,1.56,2.07,1.46,1.69,1.28,1.14,2.28,1.81,1.53,1.77
0.921185,-0.167001,-0.242235,-0.254659,1.56,2.07,1.46,1.69,1.28,1.13,2.28,1.81,1.53,1.77
0.916237,-0.169602,-0.244997,-0.267809,1.56,2.07,1.45,1.69,1.27,1.13,2.28,1.8,1.53,1.76
0.913169,-0.171181,-0.24709,-0.275256,1.55,2.08,1.45,1.69,1.25,1.13,2.28,1.8,1.53,1.76
0.908926,-0.173381,-0.250267,-0.284883,1.55,2.08,1.44,1.69,1.25,1.13,2.27,1.8,1.53,1.75
0.903551,-0.175971,-0.254155,-0.296707,1.55,2.08,1.44,1.69,1.24,1.13,2.29,1.8,1.53,1.75
0.898145,-0.177716,-0.257659,-0.308811,1.55,2.08,1.44,1.69,1.23,1.13,2.29,1.8,1.53,1.75
0.894453,-0.17864,-0.259965,-0.316954,1.54,2.09,1.43,1.69,1.22,1.12,2.29,1.79,1.53,1.74
0.887409,-0.180473,-0.264634,-0.331518,1.54,2.09,1.42,1.68,1.21,1.12,2.3,1.8,1.53,1.74
0.884263,-0.181139,-0.266489,-0.33801,1.53,2.09,1.42,1.68,1.2,1.12,2.29,1.79,1.54,1.73
0.878066,-0.182337,-0.269266,-0.35107,1.53,2.09,1.42,1.69,1.19,1.12,2.3,1.79,1.53,1.73
0.87309,-0.182711,-0.271089,-0.361721,1.52,2.1,1.41,1.69,1.18,1.11,2.3,1.79,1.53,1.73
0.868267,-0.182959,-0.272446,-0.372037,1.52,2.1,1.41,1.68,1.18,1.11,2.3,1.79,1.53,1.72
0.862324,-0.183338,-0.274127,-0.384238,1.51,2.1,1.41,1.68,1.17,1.11,2.3,1.79,1.53,1.72
0.854603,-0.183981,-0.277355,-0.398597,1.51,2.1,1.41,1.68,1.17,1.11,2.3,1.79,1.53,1.72
0.852822,-0.183836,-0.278218,-0.401863,1.51,2.1,1.41,1.68,1.17,1.11,2.3,1.79,1.54,1.73
0.845431,-0.18392,-0.281673,-0.414826,1.51,2.1,1.41,1.68,1.18,1.11,2.3,1.79,1.54,1.73
0.842452,-0.184126,-0.282951,-0.419893,1.51,2.1,1.41,1.68,1.18,1.11,2.3,1.79,1.53,1.73
0.835025,-0.18451,-0.285223,-0.432825,1.51,2.1,1.41,1.68,1.19,1.12,2.3,1.79,1.53,1.73
0.829991,-0.184251,-0.286651,-0.441586,1.52,2.1,1.41,1.69,1.19,1.11,2.3,1.79,1.54,1.73
0.826945,-0.183941,-0.287771,-0.446673,1.52,2.1,1.42,1.68,1.2,1.12,2.3,1.79,1.53,1.73
0.820814,-0.183538,-0.290402,-0.456339,1.52,2.1,1.42,1.69,1.2,1.12,2.3,1.79,1.53,1.73
0.814978,-0.183369,-0.293724,-0.464665,1.52,2.1,1.42,1.69,1.22,1.12,2.3,1.79,1.53,1.74
0.811627,-0.183059,-0.295493,-0.469505,1.52,2.1,1.42,1.69,1.22,1.13,2.3,1.79,1.53,1.74
0.807696,-0.182437,-0.29749,-0.475229,1.53,2.1,1.42,1.68,1.23,1.13,2.29,1.79,1.53,1.75
0.805311,-0.181747,-0.299971,-0.477974,1.53,2.1,1.43,1.69,1.24,1.13,2.29,1.79,1.53,1.75
0.804667,-0.181399,-0.300685,-0.478743,1.54,2.09,1.43,1.69,1.25,1.14,2.29,1.8,1.53,1.75
0.807769,-0.178231,-0.302223,-0.473713,1.54,2.09,1.44,1.69,1.25,1.14,2.29,1.8,1.52,1.76
0.810022,-0.178577,-0.3021,-0.469798,1.55,2.09,1.45,1.69,1.26,1.14,2.29,1.8,1.52,1.76
0.812076,-0.179165,-0.301455,-0.46643,1.55,2.08,1.45,1.69,1.27,1.15,2.28,1.81,1.52,1.76
0.815944,-0.179671,-0.299839,-0.46049,1.56,2.08,1.46,1.69,1.27,1.15,2.28,1.81,1.52,1.77
0.821259,-0.180064,-0.297774,-0.452153,1.56,2.08,1.46,1.69,1.29,1.15,2.27,1.81,1.51,1.77
0.824881,-0.180981,-0.296263,-0.446146,1.56,2.08,1.46,1.69,1.3,1.15,2.26,1.81,1.51,1.77
0.831636,-0.182058,-0.292724,-0.435372,1.57,2.08,1.46,1.69,1.31,1.15,2.26,1.81,1.51,1.77
0.838548,-0.184001,-0.28881,-0.423758,1.57,2.08,1.47,1.69,1.31,1.16,2.25,1.81,1.51,1.78
0.845238,-0.184352,-0.284748,-0.412924,1.58,2.07,1.47,1.69,1.33,1.16,2.25,1.81,1.51,1.78
0.850468,-0.18479,-0.281665,-0.404008,1.58,2.07,1.48,1.69,1.34,1.16,2.24,1.81,1.5,1.78
0.858313,-0.18558,-0.276943,-0.39008,1.58,2.07,1.48,1.69,1.34,1.16,2.24,1.82,1.5,1.78
0.864962,-0.184836,-0.273118,-0.378264,1.59,2.07,1.49,1.69,1.35,1.16,2.24,1.82,1.5,1.78
