Q1,Q2,Q3,Q4,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9
0.814889,0.031012,-0.571099,0.094028,1.58,1.81,1.51,1.57,1.36,1.14,2.02,1.81,1.46,1.79
0.815976,0.030905,-0.56965,0.093415,1.58,1.82,1.51,1.58,1.35,1.13,2.02,1.81,1.46,1.79
0.816925,0.030625,-0.568489,0.092285,1.58,1.82,1.5,1.59,1.35,1.14,2.03,1.81,1.47,1.78
0.820357,0.029075,-0.564463,0.086896,1.58,1.82,1.5,1.6,1.34,1.13,2.03,1.81,1.47,1.78
0.825034,0.026848,-0.558893,0.078972,1.59,1.82,1.49,1.61,1.34,1.14,2.04,1.81,1.47,1.78
0.828532,0.024973,-0.554644,0.072664,1.59,1.83,1.49,1.62,1.33,1.14,2.05,1.81,1.47,1.77
0.834603,0.021074,-0.547089,0.06073,1.58,1.84,1.49,1.64,1.33,1.14,2.06,1.81,1.47,1.77
0.840931,0.016063,-0.538984,0.045523,1.58,1.84,1.48,1.64,1.32,1.14,2.07,1.81,1.48,1.76
0.84678,0.008616,-0.531086,0.028927,1.58,1.85,1.48,1.66,1.32,1.14,2.08,1.81,1.48,1.76
0.851462,0.001049,-0.524201,0.014974,1.58,1.86,1.47,1.67,1.31,1.14,2.08,1.81,1.48,1.76
0.85614,-0.007211,-0.516694,0.000493,1.58,1.87,1.47,1.67,1.31,1.13,2.09,1.81,1.49,1.76
0.859832,-0.01434,-0.510257,-0.011052,1.58,1.87,1.47,1.68,1.31,1.13,2.1,1.81,1.49,1.76
0.865235,-0.025203,-0.499936,-0.028235,1.58,1.88,1.47,1.68,1.3,1.13,2.11,1.81,1.49,1.75
0.870972,-0.036069,-0.487754,-0.04694,1.58,1.88,1.47,1.69,1.29,1.13,2.11,1.81,1.49,1.75
0.873156,-0.04099,-0.482587,-0.055032,1.58,1.89,1.46,1.69,1.28,1.13,2.11,1.81,1.49,1.75
0.876774,-0.05327,-0.472385,-0.072681,1.58,1.89,1.46,1.7,1.27,1.13,2.12,1.81,1.5,1.75
0.879233,-0.067123,-0.462685,-0.091469,1.58,1.9,1.46,1.7,1.27,1.13,2.12,1.81,1.5,1.74
0.880064,-0.075771,-0.457104,-0.103929,1.58,1.9,1.45,1.7,1.26,1.13,2.13,1.81,1.5,1.74
0.880377,-0.088188,-0.449638,-0.122415,1.57,1.91,1.45,1.7,1.25,1.13,2.14,1.81,1.5,1.74
0.879915,-0.099509,-0.442801,-0.14062,1.57,1.92,1.45,1.71,1.24,1.13,2.14,1.81,1.5,1.74
0.879158,-0.108079,-0.437236,-0.155644,1.57,1.92,1.44,1.71,1.24,1.12,2.14,1.81,1.5,1.74
0.878372,-0.113683,-0.432993,-0.167499,1.57,1.93,1.44,1.71,1.23,1.12,2.15,1.81,1.51,1.74
0.87687,-0.12293,-0.426347,-0.184977,1.56,1.94,1.43,1.71,1.22,1.12,2.15,1.8,1.51,1.74
0.87524,-0.129502,-0.421025,-0.199805,1.57,1.95,1.43,1.72,1.22,1.12,2.16,1.8,1.51,1.74
0.872403,-0.138094,-0.415685,-0.21691,1.57,1.95,1.43,1.72,1.22,1.12,2.17,1.8,1.51,1.74
0.869373,-0.144671,-0.41289,-0.229746,1.56,1.96,1.43,1.72,1.21,1.12,2.16,1.81,1.51,1.73
0.866392,-0.151708,-0.41005,-0.241263,1.57,1.96,1.42,1.72,1.21,1.12,2.17,1.8,1.51,1.73
0.863721,-0.158381,-0.404683,-0.255211,1.56,1.97,1.42,1.72,1.21,1.12,2.17,1.8,1.51,1.74
0.861528,-0.164258,-0.398802,-0.267855,1.56,1.98,1.42,1.72,1.21,1.12,2.18,1.8,1.51,1.73
0.858987,-0.170683,-0.391943,-0.281763,1.56,1.98,1.42,1.72,1.21,1.12,2.18,1.8,1.51,1.73
0.855371,-0.179183,-0.382596,-0.299757,1.56,1.99,1.42,1.72,1.21,1.12,2.19,1.8,1.51,1.73
0.853133,-0.183227,-0.376524,-0.311163,1.56,1.99,1.42,1.73,1.21,1.12,2.19,1.8,1.52,1.73
0.849133,-0.190129,-0.366264,-0.32966,1.56,2.01,1.41,1.73,1.21,1.12,2.2,1.8,1.51,1.73
0.847439,-0.192642,-0.362065,-0.337115,1.56,2.02,1.41,1.73,1.21,1.12,2.21,1.8,1.52,1.73
0.844252,-0.196774,-0.354019,-0.350982,1.56,2.03,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.74
0.841164,-0.200907,-0.346525,-0.363319,1.56,2.03,1.41,1.73,1.21,1.12,2.21,1.8,1.52,1.73
0.83823,-0.204483,-0.340477,-0.373675,1.55,2.04,1.41,1.73,1.21,1.12,2.21,1.8,1.52,1.73
0.835201,-0.207605,-0.333793,-0.384606,1.55,2.05,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.831839,-0.210285,-0.325496,-0.397337,1.55,2.06,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.829166,-0.212393,-0.318714,-0.407178,1.55,2.06,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.826625,-0.213982,-0.312147,-0.416493,1.54,2.07,1.4,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.824095,-0.215341,-0.305451,-0.42567,1.54,2.08,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.820629,-0.217171,-0.29622,-0.437789,1.53,2.08,1.41,1.72,1.21,1.12,2.21,1.8,1.52,1.73
0.818437,-0.218599,-0.291093,-0.444567,1.53,2.09,1.41,1.72,1.22,1.12,2.21,1.8,1.52,1.73
0.815159,-0.22033,-0.283518,-0.454519,1.53,2.09,1.41,1.72,1.22,1.12,2.21,1.8,1.52,1.73
0.812882,-0.221607,-0.278459,-0.461057,1.53,2.09,1.41,1.72,1.22,1.12,2.25,1.8,1.52,1.73
0.810043,-0.222362,-0.270712,-0.470214,1.52,2.1,1.41,1.72,1.22,1.12,2.28,1.8,1.52,1.74
0.807831,-0.223824,-0.262828,-0.477738,1.52,2.1,1.41,1.72,1.21,1.12,2.29,1.8,1.52,1.73
0.803797,-0.226276,-0.251891,-0.489142,1.52,2.1,1.41,1.71,1.21,1.11,2.32,1.8,1.52,1.73
0.801127,-0.228105,-0.2434,-0.496911,1.51,2.11,1.4,1.71,1.21,1.11,2.32,1.8,1.53,1.73
0.798261,-0.229762,-0.23459,-0.504932,1.5,2.11,1.4,1.71,1.2,1.11,2.32,1.8,1.53,1.73
0.796223,-0.230438,-0.22736,-0.511111,1.51,2.11,1.4,1.71,1.21,1.11,2.32,1.8,1.52,1.73
0.793392,-0.231522,-0.217501,-0.51925,1.5,2.11,1.4,1.71,1.21,1.11,2.2,1.8,1.52,1.73
0.791043,-0.232328,-0.210219,-0.525436,1.5,2.11,1.4,1.71,1.21,1.11,2.3,1.8,1.53,1.73
0.78833,-0.2327,-0.202372,-0.532384,1.51,2.11,1.4,1.71,1.22,1.11,2.23,1.8,1.52,1.73
0.785711,-0.233842,-0.197562,-0.537537,1.51,2.11,1.4,1.71,1.22,1.11,2.29,1.8,1.52,1.74
0.783214,-0.233856,-0.193652,-0.542574,1.51,2.11,1.41,1.71,1.22,1.11,2.31,1.8,1.52,1.74
0.779267,-0.234293,-0.190193,-0.549251,1.51,2.11,1.41,1.71,1.22,1.11,2.3,1.8,1.52,1.74
0.77664,-0.234704,-0.188094,-0.553502,1.51,2.11,1.41,1.71,1.23,1.12,2.3,1.81,1.52,1.74
0.772591,-0.235859,-0.184366,-0.559895,1.51,2.11,1.41,1.71,1.23,1.12,2.3,1.8,1.52,1.74
0.76887,-0.235759,-0.183202,-0.565414,1.51,2.11,1.41,1.71,1.24,1.12,2.3,1.81,1.52,1.74
0.766573,-0.23511,-0.182206,-0.569113,1.52,2.11,1.41,1.71,1.24,1.12,2.31,1.81,1.52,1.74
0.767397,-0.23406,-0.181195,-0.568759,1.52,2.11,1.42,1.71,1.24,1.12,2.31,1.81,1.52,1.75
0.770008,-0.233769,-0.181255,-0.56532,1.52,2.11,1.42,1.7,1.24,1.12,2.31,1.81,1.52,1.74
0.772761,-0.234332,-0.182716,-0.560843,1.52,2.11,1.42,1.7,1.25,1.13,2.3,1.81,1.52,1.75
0.777518,-0.234956,-0.186162,-0.552816,1.52,2.1,1.42,1.7,1.25,1.13,2.31,1.81,1.52,1.75
0.780024,-0.23557,-0.188182,-0.548323,1.52,2.1,1.42,1.7,1.25,1.12,2.3,1.81,1.52,1.75
0.783302,-0.236159,-0.190901,-0.542424,1.53,2.1,1.43,1.7,1.25,1.13,2.31,1.81,1.52,1.75
0.787415,-0.236615,-0.194177,-0.535058,1.53,2.1,1.43,1.7,1.25,1.13,2.31,1.81,1.52,1.75
0.79089,-0.236692,-0.196477,-0.529024,1.53,2.1,1.43,1.7,1.25,1.13,2.3,1.82,1.52,1.75
0.793789,-0.237163,-0.199336,-0.523372,1.53,2.1,1.43,1.7,1.25,1.13,2.31,1.81,1.52,1.75
0.797754,-0.237526,-0.203031,-0.515702,1.54,2.1,1.44,1.7,1.26,1.13,2.3,1.82,1.52,1.75
0.800451,-0.237672,-0.205119,-0.510605,1.54,2.1,1.44,1.7,1.26,1.13,2.3,1.82,1.51,1.76
0.80255,-0.23746,-0.206646,-0.506777,1.54,2.1,1.44,1.69,1.26,1.14,2.3,1.82,1.51,1.76
0.804971,-0.237434,-0.209033,-0.501948,1.54,2.1,1.44,1.69,1.26,1.13,2.3,1.82,1.51,1.76
0.807673,-0.237599,-0.212328,-0.496112,1.54,2.1,1.44,1.69,1.26,1.14,2.3,1.82,1.51,1.76
0.810008,-0.237221,-0.214896,-0.491359,1.55,2.1,1.44,1.69,1.26,1.14,2.29,1.82,1.51,1.76
0.81295,-0.236794,-0.217517,-0.485518,1.55,2.09,1.44,1.69,1.26,1.14,2.29,1.82,1.51,1.76
0.816043,-0.23602,-0.219935,-0.479579,1.55,2.09,1.45,1.69,1.27,1.14,2.29,1.82,1.51,1.76
0.819168,-0.235054,-0.223411,-0.473077,1.55,2.09,1.45,1.68,1.27,1.14,2.29,1.83,1.5,1.76
0.821279,-0.234588,-0.226714,-0.468049,1.56,2.09,1.45,1.68,1.27,1.14,2.29,1.83,1.5,1.76
0.824035,-0.233886,-0.228627,-0.462594,1.56,2.09,1.45,1.69,1.28,1.14,2.28,1.82,1.51,1.76
0.82741,-0.23284,-0.230533,-0.456106,1.56,2.08,1.45,1.69,1.28,1.14,2.28,1.83,1.51,1.76
0.829782,-0.232031,-0.232687,-0.451088,1.56,2.09,1.46,1.68,1.28,1.15,2.28,1.83,1.5,1.76
0.832317,-0.231557,-0.236415,-0.444678,1.56,2.08,1.45,1.69,1.28,1.15,2.28,1.83,1.5,1.76
0.833441,-0.231155,-0.238284,-0.441774,1.57,2.08,1.46,1.69,1.28,1.15,2.27,1.83,1.5,1.76
0.835826,-0.230305,-0.242042,-0.435626,1.56,2.08,1.46,1.69,1.29,1.15,2.27,1.83,1.51,1.76
0.83766,-0.229283,-0.245766,-0.430528,1.56,2.08,1.46,1.68,1.29,1.15,2.27,1.83,1.5,1.77
0.839413,-0.228167,-0.250209,-0.425113,1.57,2.08,1.46,1.69,1.29,1.15,2.27,1.83,1.5,1.77
0.842031,-0.225675,-0.25567,-0.417955,1.57,2.08,1.46,1.69,1.29,1.15,2.26,1.83,1.5,1.77
0.844453,-0.223722,-0.260392,-0.41115,1.57,2.08,1.46,1.68,1.3,1.15,2.26,1.83,1.5,1.76
0.846582,-0.222521,-0.265176,-0.404308,1.57,2.08,1.46,1.69,1.3,1.15,2.26,1.83,1.5,1.77
0.847801,-0.222022,-0.270604,-0.398389,1.58,2.08,1.47,1.68,1.3,1.16,2.26,1.84,1.5,1.77
0.849217,-0.22036,-0.274921,-0.393307,1.58,2.08,1.47,1.69,1.3,1.16,2.26,1.84,1.5,1.77
0.850293,-0.219292,-0.277387,-0.389833,1.58,2.07,1.47,1.69,1.3,1.15,2.25,1.84,1.5,1.77
0.851602,-0.217893,-0.2802,-0.385726,1.58,2.07,1.47,1.69,1.3,1.16,2.25,1.83,1.5,1.77
0.852762,-0.216299,-0.284587,-0.380818,1.58,2.08,1.47,1.68,1.3,1.16,2.25,1.84,1.5,1.77
0.853417,-0.214859,-0.288602,-0.377126,1.58,2.07,1.47,1.68,1.3,1.16,2.25,1.84,1.5,1.77
0.854043,-0.21342,-0.294781,-0.371707,1.58,2.07,1.47,1.68,1.31,1.16,2.24,1.84,1.5,1.77
0.854921,-0.212162,-0.29739,-0.368317,1.58,2.07,1.48,1.68,1.31,1.16,2.24,1.84,1.5,1.77
0.856226,-0.210445,-0.299704,-0.364373,1.58,2.06,1.48,1.68,1.31,1.16,2.23,1.84,1.49,1.77
0.858128,-0.208156,-0.302153,-0.359152,1.59,2.06,1.48,1.68,1.31,1.16,2.23,1.84,1.49,1.78
0.860066,-0.206319,-0.304672,-0.353403,1.59,2.06,1.48,1.68,1.32,1.16,2.2,1.84,1.49,1.78
0.861139,-0.205144,-0.306046,-0.350275,1.59,2.05,1.49,1.67,1.32,1.16,2.21,1.84,1.49,1.78
0.863151,-0.202372,-0.309347,-0.343978,1.59,2.05,1.49,1.67,1.32,1.16,2.19,1.84,1.49,1.78
0.864277,-0.201048,-0.31341,-0.3382,1.59,2.05,1.49,1.67,1.32,1.16,2.19,1.84,1.49,1.78
0.865175,-0.200152,-0.317979,-0.332114,1.59,2.04,1.49,1.67,1.33,1.16,2.19,1.84,1.49,1.78
0.866735,-0.198118,-0.322615,-0.324715,1.59,2.04,1.5,1.67,1.33,1.16,2.19,1.84,1.49,1.78
0.868254,-0.195949,-0.3259,-0.318635,1.6,2.04,1.5,1.66,1.33,1.16,2.19,1.84,1.49,1.78
0.870181,-0.192818,-0.329813,-0.311176,1.6,2.03,1.5,1.66,1.34,1.16,2.17,1.84,1.49,1.78
0.871731,-0.189931,-0.333368,-0.304759,1.6,2.03,1.5,1.66,1.34,1.17,2.16,1.84,1.48,1.78
0.873554,-0.18684,-0.336753,-0.297642,1.6,2.03,1.5,1.66,1.34,1.16,2.16,1.85,1.48,1.78
0.876132,-0.18194,-0.340302,-0.288938,1.6,2.02,1.5,1.66,1.34,1.16,2.1,1.84,1.48,1.79
0.878841,-0.176394,-0.343245,-0.280546,1.6,2.02,1.5,1.65,1.34,1.16,2.14,1.84,1.47,1.78
0.881344,-0.172108,-0.345803,-0.272088,1.6,2.02,1.51,1.65,1.34,1.16,2.13,1.84,1.48,1.79
0.883778,-0.167178,-0.348378,-0.263859,1.6,2.01,1.51,1.65,1.34,1.16,2.13,1.85,1.47,1.79
0.886138,-0.161298,-0.352766,-0.25357,1.61,2.01,1.51,1.65,1.34,1.16,2.1,1.85,1.47,1.79
0.887406,-0.157898,-0.356612,-0.245777,1.61,2.01,1.51,1.64,1.34,1.16,2.12,1.84,1.47,1.79
0.888611,-0.153859,-0.35989,-0.239118,1.61,2,1.51,1.64,1.34,1.16,2.11,1.85,1.47,1.79
0.889668,-0.149876,-0.36296,-0.232997,1.6,2,1.51,1.64,1.35,1.16,2.11,1.85,1.47,1.79
0.890935,-0.145262,-0.367728,-0.223403,1.61,1.99,1.51,1.64,1.35,1.16,2.1,1.84,1.47,1.79
0.891183,-0.143804,-0.36913,-0.221037,1.61,1.99,1.51,1.63,1.35,1.16,2.1,1.84,1.47,1.79
0.89202,-0.138957,-0.374437,-0.211634,1.6,1.99,1.51,1.63,1.34,1.16,2.09,1.84,1.47,1.79
0.892666,-0.135111,-0.37742,-0.206026,1.61,1.98,1.51,1.63,1.34,1.16,2.09,1.84,1.46,1.79
0.893657,-0.128852,-0.382509,-0.196114,1.61,1.98,1.52,1.62,1.34,1.16,2.08,1.84,1.46,1.79
0.894126,-0.125773,-0.385319,-0.190392,1.61,1.98,1.51,1.62,1.34,1.16,2.08,1.84,1.46,1.8
0.894678,-0.119966,-0.389986,-0.181851,1.61,1.98,1.52,1.62,1.34,1.16,2.08,1.85,1.46,1.79
0.894868,-0.115456,-0.393861,-0.175372,1.61,1.98,1.51,1.62,1.34,1.16,2.08,1.84,1.46,1.79
0.89463,-0.109602,-0.399452,-0.167518,1.61,1.97,1.51,1.62,1.35,1.16,2.07,1.84,1.46,1.79
0.894401,-0.107673,-0.401854,-0.164214,1.61,1.97,1.52,1.62,1.34,1.16,2.07,1.84,1.46,1.8
0.894122,-0.103431,-0.406257,-0.157491,1.61,1.97,1.52,1.61,1.34,1.16,2.07,1.84,1.46,1.79
0.893856,-0.098762,-0.409905,-0.152463,1.61,1.96,1.51,1.61,1.35,1.16,2.06,1.84,1.46,1.8
0.893082,-0.093343,-0.41591,-0.143914,1.61,1.96,1.51,1.61,1.34,1.16,2.06,1.84,1.46,1.8
0.892894,-0.090539,-0.418068,-0.140581,1.61,1.96,1.52,1.6,1.35,1.16,2.06,1.84,1.46,1.8
0.892721,-0.085649,-0.421468,-0.134456,1.61,1.96,1.52,1.6,1.35,1.16,2.06,1.84,1.46,1.8
0.89238,-0.081545,-0.424815,-0.128609,1.61,1.96,1.51,1.6,1.35,1.16,2.05,1.84,1.46,1.8
0.891435,-0.078265,-0.429241,-0.122353,1.61,1.96,1.51,1.6,1.35,1.16,2.05,1.84,1.46,1.8
0.891049,-0.076843,-0.431112,-0.119453,1.61,1.95,1.51,1.59,1.35,1.15,2.05,1.84,1.46,1.8
0.890336,-0.074262,-0.434375,-0.114479,1.61,1.96,1.52,1.6,1.35,1.16,2.05,1.84,1.46,1.8
0.889698,-0.072103,-0.43706,-0.110531,1.61,1.95,1.52,1.59,1.35,1.15,2.04,1.84,1.46,1.8
0.888546,-0.069404,-0.441443,-0.103907,1.61,1.95,1.52,1.59,1.35,1.15,2.04,1.84,1.46,1.8
0.888163,-0.068224,-0.442974,-0.101421,1.6,1.94,1.51,1.59,1.35,1.15,2.04,1.84,1.46,1.8
0.887338,-0.065734,-0.446042,-0.096732,1.6,1.94,1.52,1.58,1.35,1.15,2.03,1.84,1.46,1.8
0.886592,-0.064237,-0.448407,-0.093597,1.6,1.94,1.52,1.59,1.35,1.15,2.03,1.84,1.46,1.8
0.884931,-0.061642,-0.453426,-0.086615,1.6,1.94,1.52,1.58,1.35,1.15,2.03,1.84,1.46,1.81
0.884227,-0.060614,-0.455424,-0.084012,1.6,1.93,1.51,1.58,1.35,1.15,2.02,1.84,1.45,1.8
0.88315,-0.058013,-0.458663,-0.079429,1.6,1.93,1.51,1.57,1.35,1.15,2.02,1.84,1.45,1.81
0.882698,-0.056,-0.460252,-0.076651,1.6,1.93,1.51,1.57,1.35,1.14,2.02,1.84,1.45,1.81
0.881734,-0.053481,-0.463047,-0.072608,1.6,1.93,1.51,1.57,1.35,1.15,2.02,1.84,1.45,1.81
0.880727,-0.052099,-0.465783,-0.068205,1.6,1.93,1.51,1.57,1.34,1.15,2.02,1.84,1.45,1.8
0.880324,-0.051188,-0.466987,-0.065818,1.6,1.93,1.51,1.57,1.35,1.15,2.02,1.84,1.45,1.81
0.879263,-0.049322,-0.469743,-0.061693,1.6,1.92,1.51,1.57,1.35,1.15,2.03,1.83,1.46,1.8
0.878441,-0.048155,-0.471724,-0.059155,1.6,1.93,1.52,1.58,1.35,1.15,2.04,1.84,1.46,1.8
0.877581,-0.046227,-0.473961,-0.055455,1.6,1.93,1.52,1.58,1.34,1.15,2.05,1.84,1.46,1.8
0.877099,-0.044547,-0.475298,-0.052956,1.6,1.93,1.52,1.58,1.35,1.15,2.06,1.84,1.46,1.8
0.876444,-0.043108,-0.476909,-0.050452,1.6,1.93,1.52,1.6,1.35,1.15,2.07,1.84,1.46,1.8
0.875965,-0.041754,-0.478113,-0.048471,1.6,1.93,1.51,1.6,1.34,1.15,2.07,1.83,1.46,1.8
0.875847,-0.039776,-0.478668,-0.046756,1.6,1.94,1.52,1.6,1.34,1.15,2.08,1.84,1.46,1.8
0.875732,-0.037982,-0.479084,-0.046152,1.6,1.94,1.52,1.61,1.34,1.15,2.07,1.84,1.46,1.8
0.875991,-0.037886,-0.47852,-0.047155,1.6,1.94,1.51,1.61,1.34,1.15,2.08,1.84,1.47,1.8
0.876909,-0.039495,-0.476363,-0.050487,1.6,1.94,1.51,1.62,1.34,1.15,2.07,1.84,1.47,1.79
0.877537,-0.040449,-0.474881,-0.052734,1.6,1.94,1.51,1.62,1.34,1.15,2.09,1.84,1.47,1.79
0.879211,-0.043621,-0.470845,-0.058221,1.6,1.93,1.51,1.63,1.34,1.15,2.08,1.83,1.47,1.79
0.881331,-0.047617,-0.465469,-0.065778,1.6,1.93,1.5,1.63,1.34,1.15,2.08,1.84,1.47,1.79
0.882935,-0.052098,-0.460688,-0.074011,1.6,1.94,1.51,1.63,1.34,1.15,2.09,1.83,1.48,1.79
0.884409,-0.058161,-0.455419,-0.083857,1.6,1.94,1.5,1.64,1.33,1.15,2.09,1.83,1.48,1.78
0.885474,-0.066023,-0.449709,-0.096641,1.6,1.94,1.5,1.65,1.33,1.15,2.1,1.83,1.48,1.78
0.886306,-0.073099,-0.44416,-0.108813,1.6,1.94,1.5,1.65,1.33,1.15,2.1,1.83,1.48,1.78
0.886916,-0.07817,-0.439456,-0.118945,1.6,1.94,1.5,1.65,1.33,1.15,2.1,1.83,1.48,1.78
0.887255,-0.08286,-0.435257,-0.128311,1.59,1.94,1.49,1.66,1.32,1.15,2.11,1.83,1.48,1.78
0.887285,-0.086954,-0.432237,-0.135408,1.6,1.95,1.49,1.66,1.32,1.15,2.12,1.83,1.49,1.78
0.887222,-0.093206,-0.427865,-0.145194,1.6,1.96,1.49,1.67,1.32,1.15,2.13,1.83,1.49,1.78
0.886878,-0.100674,-0.423165,-0.155707,1.6,1.96,1.49,1.67,1.32,1.15,2.14,1.83,1.49,1.78
0.886561,-0.105672,-0.419603,-0.163633,1.59,1.97,1.48,1.67,1.32,1.15,2.15,1.83,1.49,1.77
0.886015,-0.112194,-0.415199,-0.173207,1.59,1.97,1.48,1.67,1.32,1.15,2.15,1.83,1.49,1.78
0.885404,-0.118656,-0.409971,-0.184128,1.6,1.97,1.48,1.68,1.31,1.15,2.15,1.83,1.49,1.77
0.884353,-0.125573,-0.403721,-0.197893,1.59,1.98,1.48,1.68,1.31,1.15,2.16,1.83,1.5,1.77
0.883578,-0.129854,-0.400191,-0.205609,1.59,1.98,1.48,1.68,1.31,1.15,2.16,1.83,1.5,1.77
0.882431,-0.135451,-0.395996,-0.21484,1.59,1.98,1.47,1.68,1.31,1.15,2.16,1.83,1.5,1.77
0.881238,-0.14075,-0.391607,-0.224172,1.59,1.98,1.47,1.68,1.31,1.15,2.16,1.83,1.5,1.77
0.879441,-0.147256,-0.386471,-0.235667,1.59,1.98,1.48,1.68,1.31,1.15,2.17,1.83,1.5,1.77
0.877734,-0.153107,-0.381937,-0.245491,1.59,1.99,1.47,1.69,1.31,1.15,2.18,1.83,1.5,1.77
0.875074,-0.160227,-0.378248,-0.255931,1.59,1.99,1.47,1.69,1.3,1.15,2.18,1.83,1.5,1.77
0.870873,-0.1691,-0.375465,-0.268349,1.59,1.99,1.47,1.7,1.3,1.15,2.18,1.83,1.5,1.77
0.867993,-0.174669,-0.37275,-0.277736,1.59,1.99,1.47,1.69,1.3,1.14,2.19,1.83,1.5,1.77
0.866397,-0.177136,-0.369373,-0.285557,1.58,2,1.46,1.69,1.3,1.15,2.2,1.83,1.51,1.77
0.865192,-0.17993,-0.364446,-0.293677,1.58,2,1.46,1.69,1.29,1.14,2.2,1.83,1.51,1.76
0.864442,-0.181944,-0.361127,-0.298702,1.58,2.01,1.46,1.69,1.28,1.14,2.21,1.83,1.5,1.76
0.862723,-0.186061,-0.355032,-0.308289,1.58,2.01,1.46,1.69,1.28,1.14,2.21,1.83,1.51,1.76
0.862343,-0.187065,-0.353508,-0.310488,1.58,2.02,1.46,1.69,1.28,1.14,2.22,1.83,1.51,1.76
0.861201,-0.190199,-0.347694,-0.318225,1.58,2.02,1.46,1.7,1.27,1.14,2.22,1.83,1.51,1.76
0.860316,-0.192731,-0.343296,-0.323818,1.57,2.02,1.46,1.7,1.27,1.14,2.22,1.82,1.51,1.76
0.859332,-0.195252,-0.338716,-0.329692,1.57,2.02,1.45,1.7,1.27,1.14,2.22,1.82,1.51,1.76
0.858124,-0.198007,-0.334182,-0.335766,1.57,2.03,1.45,1.7,1.26,1.14,2.23,1.82,1.51,1.76
0.856772,-0.20052,-0.329783,-0.34202,1.57,2.03,1.45,1.7,1.26,1.14,2.23,1.82,1.51,1.76
0.854866,-0.20286,-0.325091,-0.34981,1.57,2.03,1.45,1.71,1.26,1.13,2.24,1.82,1.51,1.76
0.852672,-0.205498,-0.322224,-0.35622,1.57,2.04,1.44,1.7,1.25,1.14,2.24,1.82,1.51,1.76
0.849406,-0.208724,-0.319501,-0.364504,1.57,2.04,1.44,1.7,1.25,1.13,2.24,1.82,1.51,1.76
0.846236,-0.211353,-0.317401,-0.372117,1.56,2.04,1.44,1.7,1.25,1.13,2.25,1.82,1.51,1.76
0.843268,-0.213192,-0.315396,-0.379438,1.56,2.04,1.44,1.7,1.25,1.13,2.25,1.82,1.52,1.75
0.839857,-0.214605,-0.313511,-0.387681,1.56,2.05,1.43,1.7,1.25,1.13,2.25,1.82,1.52,1.75
0.837294,-0.215267,-0.311508,-0.394413,1.55,2.05,1.43,1.71,1.25,1.13,2.26,1.82,1.52,1.75
0.834845,-0.215608,-0.309717,-0.400777,1.55,2.05,1.43,1.7,1.25,1.13,2.26,1.82,1.52,1.75
0.831935,-0.216944,-0.307943,-0.407419,1.55,2.05,1.43,1.71,1.25,1.13,2.26,1.81,1.52,1.75
0.828745,-0.218284,-0.304533,-0.415684,1.55,2.06,1.43,1.71,1.25,1.13,2.27,1.81,1.52,1.76
0.826978,-0.219329,-0.302004,-0.420471,1.55,2.06,1.43,1.71,1.24,1.13,2.27,1.82,1.52,1.75
0.82472,-0.220705,-0.297456,-0.427372,1.54,2.06,1.42,1.71,1.25,1.12,2.27,1.81,1.52,1.75
0.822262,-0.221948,-0.29269,-0.434691,1.54,2.06,1.42,1.71,1.24,1.12,2.27,1.81,1.52,1.75
0.81915,-0.22297,-0.287707,-0.443286,1.54,2.07,1.42,1.71,1.24,1.12,2.28,1.81,1.52,1.75
0.817361,-0.223518,-0.285115,-0.447963,1.53,2.07,1.42,1.71,1.24,1.12,2.28,1.81,1.52,1.75
0.813154,-0.224498,-0.279199,-0.458725,1.53,2.07,1.42,1.71,1.23,1.12,2.28,1.81,1.52,1.75
0.81015,-0.225227,-0.274315,-0.466564,1.53,2.07,1.42,1.71,1.23,1.12,2.28,1.81,1.52,1.75
0.805897,-0.225082,-0.267814,-0.477645,1.53,2.08,1.41,1.71,1.22,1.12,2.29,1.81,1.52,1.74
0.804046,-0.224971,-0.265157,-0.482276,1.52,2.08,1.42,1.71,1.22,1.11,2.29,1.81,1.52,1.74
0.800454,-0.224034,-0.261394,-0.490667,1.52,2.08,1.41,1.71,1.22,1.12,2.28,1.81,1.53,1.75
0.797171,-0.223178,-0.258553,-0.497856,1.52,2.08,1.41,1.71,1.22,1.11,2.28,1.81,1.53,1.74
0.79287,-0.223142,-0.253144,-0.507427,1.52,2.08,1.41,1.71,1.21,1.11,2.28,1.8,1.52,1.74
0.791308,-0.223084,-0.250688,-0.511098,1.52,2.08,1.41,1.71,1.21,1.11,2.29,1.8,1.53,1.75
0.788571,-0.223265,-0.246253,-0.517367,1.52,2.08,1.41,1.71,1.22,1.11,2.28,1.8,1.52,1.74
0.786618,-0.223115,-0.241907,-0.522429,1.52,2.08,1.41,1.71,1.21,1.11,2.29,1.8,1.53,1.74
0.783897,-0.223703,-0.237093,-0.52844,1.52,2.08,1.41,1.71,1.22,1.11,2.29,1.81,1.52,1.74
