Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
15,17,7,44.281,5127.46,0.326269,0.67585,0.044014,0.659422,-0.90965,0.37284,-0.08306,5124.24,0.126779,-0.712068,0.191044,-0.663617,-0.97749,0.06149,0.07903,2.4,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.79,3.9,3.87,3.69,1924,8.016667,61664.282667,53.223221,937.158936,-194.278214,1.77187787527493,2.49208759582415,2.17835015161024,-1.251347,798.864929,163.428024,112.275635,1172.619507,-25.496161,"LATERAL"
16,17,7,44.286,5127.48,0.326368,0.675845,0.044078,0.659375,-0.9112,0.37151,-0.08418,5124.26,0.127092,-0.712023,0.190965,-0.663629,-0.97327,0.06036,0.08055,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1925,8.020833,61664.286833,53.233006,937.169189,-194.229446,1.77188112359087,2.49207831376749,2.17835833365696,-1.240441,798.867371,163.453384,112.287849,1172.634033,-25.441154,"LATERAL"
17,17,7,44.338,5127.5,0.326305,0.675841,0.044332,0.659392,-0.91023,0.37061,-0.08531,5124.28,0.127197,-0.711997,0.191074,-0.663605,-0.97593,0.05978,0.08095,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1938,8.075,61664.341,53.317066,937.232239,-193.935013,1.77168518463179,2.49191272621666,2.17861025439691,-1.198113,798.843384,163.611237,112.316246,1172.671875,-25.082411,"LATERAL"
18,17,7,44.343,5127.52,0.326422,0.675834,0.044463,0.659333,-0.90965,0.37062,-0.08559,5124.3,0.127409,-0.711983,0.191095,-0.663574,-0.97811,0.06374,0.08261,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.79,3.9,3.87,3.69,1939,8.079167,61664.345167,53.326786,937.228699,-193.917587,1.77166727008683,2.49192105035641,2.17860917282497,-1.198148,798.840393,163.623962,112.321259,1172.671753,-25.063864,"LATERAL"
19,17,7,44.361,5127.54,0.326574,0.675817,0.044609,0.659265,-0.91005,0.3702,-0.08306,5124.32,0.127514,-0.711903,0.191195,-0.66361,-0.97981,0.06571,0.08027,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.89,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1943,8.095833,61664.361833,53.358402,937.240356,-193.86235,1.77153625196204,2.49189963336601,2.17868580145259,-1.199072,798.824341,163.646454,112.315247,1172.680908,-24.989075,"LATERAL"
20,17,7,44.386,5127.56,0.326596,0.675789,0.044905,0.659263,-0.9092,0.36937,-0.08454,5124.34,0.127665,-0.711807,0.191345,-0.663641,-0.98246,0.06538,0.07961,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1949,8.120833,61664.386833,53.426525,937.2677,-193.792786,1.77127995735311,2.49190704816806,2.17878493092983,-1.214587,798.811707,163.659897,112.309296,1172.710327,-24.894915,"LATERAL"
21,17,7,44.39,5127.58,0.326726,0.675757,0.045033,0.659223,-0.90998,0.36925,-0.08585,5124.36,0.12791,-0.711709,0.191465,-0.663665,-0.98413,0.06477,0.082,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1950,8.125,61664.391,53.43824,937.274719,-193.786438,1.77124746251277,2.49191921598138,2.17878595443546,-1.217752,798.811096,163.662582,112.309296,1172.710327,-24.894915,"LATERAL"
22,17,7,44.439,5127.6,0.32646,0.67585,0.045575,0.659222,-0.91073,0.36555,-0.08559,5124.38,0.128075,-0.711658,0.191618,-0.663643,-0.98404,0.06477,0.08252,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1962,8.175,61664.441,53.556114,937.372131,-193.774857,1.7709512536966,2.49171497272174,2.17911894829553,-1.246514,798.813599,163.644516,112.344917,1172.785522,-24.792253,"LATERAL"
23,17,7,44.444,5127.62,0.326525,0.675859,0.045583,0.65918,-0.91272,0.3623,-0.08595,5124.4,0.128098,-0.711733,0.191667,-0.663545,-0.98209,0.06817,0.08271,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,1963,8.179167,61664.445167,53.567547,937.386658,-193.783356,1.77092795109713,2.49167426204529,2.17917044893589,-1.249599,798.810425,163.643723,112.349831,1172.793701,-24.787584,"LATERAL"
24,17,7,44.463,5127.64,0.326574,0.675894,0.045559,0.659121,-0.91302,0.36497,-0.08459,5124.42,0.128147,-0.711711,0.191774,-0.663527,-0.97831,0.06771,0.08599,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.88,3.69,1968,8.2,61664.466,53.576797,937.407043,-193.794373,1.77092724191993,2.49164994540171,2.17919572217327,-1.254047,798.812622,163.622894,112.359505,1172.812256,-24.790659,"LATERAL"
25,17,7,44.468,5127.66,0.326255,0.675943,0.045956,0.659201,-0.91342,0.36619,-0.08344,5124.44,0.128148,-0.711693,0.191857,-0.663522,-0.97583,0.06426,0.08752,2.39,2.5,2.46,2.93,2.98,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,1969,8.204167,61664.470167,53.576797,937.407043,-193.794373,1.77092724191993,2.49164994540171,2.17919572217327,-1.254047,798.812622,163.622894,112.359505,1172.812256,-24.790659,"LATERAL"
26,17,7,44.502,5127.68,0.326354,0.675949,0.045946,0.659147,-0.9118,0.3663,-0.08541,5124.46,0.127999,-0.711892,0.19171,-0.66338,-0.97456,0.0643,0.08922,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,1977,8.2375,61664.5035,53.507431,937.398193,-193.816238,1.77120434923645,2.49168495004834,2.1790445659033,-1.245092,798.823181,163.601944,112.369621,1172.806396,-24.851551,"LATERAL"
27,17,7,44.507,5127.7,0.326158,0.676071,0.046318,0.659094,-0.91108,0.36665,-0.08105,5124.48,0.127843,-0.711897,0.191691,-0.66341,-0.97566,0.0628,0.08754,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.98,3.94,4.01,3.78,3.9,3.87,3.69,1978,8.241667,61664.507667,53.477287,937.381714,-193.826721,1.77129520444634,2.49169445111107,2.17899699987843,-1.240314,798.816162,163.592941,112.366142,1172.792969,-24.872606,"LATERAL"
28,17,7,44.557,5127.72,0.32625,0.67607,0.046276,0.659051,-0.91408,0.36715,-0.08316,5124.5,0.127663,-0.711914,0.191545,-0.663469,-0.97902,0.06243,0.085,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.79,3.9,3.87,3.69,1990,8.291667,61664.557667,53.246132,937.304504,-193.832718,1.77203847571089,2.49190793390259,2.17846769565173,-1.204863,798.832214,163.537308,112.348679,1172.747314,-25.011829,"LATERAL"
29,17,7,44.562,5127.74,0.326406,0.676048,0.046234,0.659,-0.91197,0.36869,-0.08121,5124.52,0.127434,-0.711895,0.191445,-0.663562,-0.98029,0.06363,0.08473,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,1992,8.3,61664.566,53.201828,937.291321,-193.828568,1.77224236304847,2.49192460081976,2.17836533462904,-1.200277,798.839294,163.531036,112.361252,1172.728394,-25.038778,"LATERAL"
30,17,7,44.582,5127.76,0.326481,0.676046,0.046339,0.658957,-0.90925,0.36843,-0.08261,5124.54,0.127155,-0.711957,0.191342,-0.663579,-0.98101,0.06053,0.08334,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,1996,8.316667,61664.582667,53.13179,937.282532,-193.838974,1.77255893424898,2.49188893004839,2.17826948415121,-1.210465,798.845215,163.512329,112.38179,1172.70874,-25.075668,"LATERAL"
31,17,7,44.586,5127.78,0.326654,0.676051,0.046308,0.658869,-0.91063,0.36787,-0.08327,5124.56,0.126939,-0.712067,0.191149,-0.663558,-0.98003,0.0614,0.07955,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,1997,8.320833,61664.586833,53.121662,937.273926,-193.842438,1.77258638481404,2.49188870024681,2.17825822031608,-1.211502,798.843994,163.508194,112.38179,1172.70874,-25.075668,"LATERAL"
32,17,7,44.621,5127.8,0.326662,0.676075,0.046508,0.658826,-0.91176,0.36931,-0.08384,5124.58,0.126693,-0.712197,0.191071,-0.663488,-0.98258,0.05863,0.07427,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2006,8.358333,61664.624333,53.105007,937.199036,-193.920227,1.77304645243639,2.49190047179545,2.17805314630924,-1.269017,798.830566,163.447815,112.499115,1172.638794,-25.201214,"LATERAL"
33,17,7,44.626,5127.82,0.326833,0.676049,0.046498,0.658768,-0.9137,0.36722,-0.08241,5124.6,0.127023,-0.712243,0.19089,-0.663428,-0.97764,0.05741,0.07556,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.7,2007,8.3625,61664.6285,53.105007,937.199036,-193.920227,1.77304645243639,2.49190047179545,2.17805314630924,-1.269017,798.830566,163.447815,112.499115,1172.638794,-25.201214,"LATERAL"
34,17,7,44.677,5127.84,0.326989,0.676047,0.046492,0.658694,-0.90819,0.36768,-0.08836,5124.62,0.127189,-0.712301,0.191004,-0.663301,-0.97855,0.06025,0.07971,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2019,8.4125,61664.6785,53.114845,937.03064,-194.015259,1.77368170005164,2.4921034004614,2.17757731751252,-1.358657,798.858276,163.38298,112.686554,1172.481445,-25.42988,"LATERAL"
35,17,7,44.682,5127.86,0.326854,0.675929,0.046562,0.658877,-0.9071,0.36541,-0.08843,5124.64,0.12743,-0.712373,0.191183,-0.663126,-0.97785,0.06102,0.08676,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2020,8.416667,61664.682667,53.104919,937.020142,-194.013046,1.7737096450266,2.4921215862829,2.17754684393,-1.356344,798.858276,163.383179,112.686554,1172.481445,-25.42988,"LATERAL"
36,17,7,44.701,5127.88,0.326921,0.67592,0.046427,0.658862,-0.91305,0.36605,-0.08756,5124.66,0.127578,-0.712561,0.191068,-0.662928,-0.98608,0.05882,0.08695,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2025,8.4375,61664.7035,53.067257,936.986328,-194.000687,1.7740584795934,2.49217994862647,2.17733970512367,-1.343787,798.866089,163.385696,112.747665,1172.449219,-25.474167,"LATERAL"
37,17,7,44.706,5127.9,0.326865,0.675985,0.046499,0.658818,-0.913,0.36806,-0.0824,5124.68,0.127506,-0.712767,0.190888,-0.662772,-0.99015,0.05865,0.08433,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2026,8.441667,61664.707667,53.055668,936.9729,-193.994019,1.77416451254497,2.49222468666766,2.17724892509019,-1.337775,798.864441,163.393951,112.766205,1172.441528,-25.491169,"LATERAL"
38,17,7,44.741,5127.92,0.326917,0.67595,0.046333,0.65884,-0.90888,0.37306,-0.07987,5124.7,0.127509,-0.712888,0.190669,-0.662705,-0.9913,0.06198,0.08184,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2034,8.475,61664.741,53.000881,936.994629,-193.977295,1.77432321017104,2.49222451222134,2.17718204791507,-1.293117,798.883911,163.391708,112.75592,1172.45752,-25.494774,"LATERAL"
39,17,7,44.747,5127.94,0.32698,0.675904,0.046194,0.658866,-0.90705,0.37542,-0.0816,5124.72,0.127519,-0.712966,0.190571,-0.662647,-0.9887,0.06247,0.08517,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2036,8.483333,61664.749333,52.98875,937.004089,-193.986359,1.77429127755583,2.4922073592887,2.17721318546221,-1.284236,798.888367,163.392014,112.734253,1172.462769,-25.497093,"LATERAL"
40,17,7,44.797,5127.96,0.32693,0.675958,0.046298,0.658828,-0.90876,0.37184,-0.0786,5124.74,0.127574,-0.71298,0.190546,-0.662629,-0.98458,0.06414,0.08742,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.79,3.9,3.87,3.69,2048,8.533333,61664.799333,52.764931,937.021362,-193.997986,1.77445057728488,2.49219550645611,2.17715802322333,-1.180272,798.882874,163.470291,112.561325,1172.496704,-25.508682,"LATERAL"
41,17,7,44.802,5127.98,0.326967,0.675914,0.046191,0.658862,-0.91249,0.36815,-0.08189,5124.76,0.127541,-0.713062,0.19041,-0.662585,-0.97881,0.06445,0.09,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2049,8.5375,61664.8035,52.731232,937.014832,-193.992996,1.7744526835168,2.4922080870997,2.17714419355617,-1.172746,798.882507,163.482376,112.527153,1172.488159,-25.510103,"LATERAL"
42,17,7,44.822,5128,0.326794,0.675929,0.046295,0.658925,-0.91162,0.36822,-0.08308,5124.78,0.127421,-0.713,0.190309,-0.662705,-0.97314,0.06036,0.09338,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2054,8.558333,61664.824333,52.532593,936.974792,-193.952362,1.77480631002746,2.4922996024042,2.17690035517375,-1.143519,798.89093,163.543427,112.428726,1172.455933,-25.534826,"LATERAL"
43,17,7,44.826,5128.02,0.326851,0.675927,0.046229,0.658904,-0.90756,0.37174,-0.0836,5124.8,0.127286,-0.713025,0.190025,-0.662785,-0.9752,0.05687,0.09087,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.89,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2055,8.5625,61664.8285,52.532593,936.974792,-193.952362,1.77480631002746,2.4922996024042,2.17690035517375,-1.143519,798.89093,163.543427,112.428726,1172.455933,-25.534826,"LATERAL"
44,17,7,44.877,5128.04,0.326966,0.67593,0.046214,0.658845,-0.90789,0.37287,-0.08435,5124.82,0.127084,-0.712983,0.189848,-0.66292,-0.9786,0.06011,0.08878,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2067,8.6125,61664.8785,52.065536,936.908447,-193.888626,1.77607439470912,2.49224181417801,2.17642078995811,-1.082269,798.90033,163.65007,112.32328,1172.35791,-25.602892,"LATERAL"
45,17,7,44.882,5128.06,0.327044,0.675897,0.046361,0.65883,-0.90958,0.37162,-0.08646,5124.84,0.126816,-0.712976,0.189656,-0.663033,-0.98108,0.06571,0.08304,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.89,3.87,3.69,2068,8.616667,61664.882667,52.013924,936.911865,-193.887558,1.77634432358338,2.49213770183692,2.17641276086501,-1.080384,798.898193,163.65564,112.349174,1172.340332,-25.60548,"LATERAL"
46,17,7,44.901,5128.08,0.327258,0.675879,0.046452,0.658736,-0.91105,0.36949,-0.08358,5124.86,0.126652,-0.712964,0.189568,-0.663103,-0.98467,0.06508,0.07577,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2073,8.6375,61664.9035,51.955372,936.955383,-193.910614,1.77692253635386,2.49178925839511,2.17652419016207,-1.069662,798.888306,163.645386,112.457184,1172.318604,-25.603558,"LATERAL"
47,17,7,44.907,5128.1,0.327408,0.675814,0.046622,0.658715,-0.91033,0.36682,-0.08507,5124.88,0.126421,-0.713127,0.189552,-0.662976,-0.98394,0.05906,0.07071,2.39,2.5,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2074,8.641667,61664.907667,51.955372,936.955383,-193.910614,1.77692253635386,2.49178925839511,2.17652419016207,-1.069662,798.888306,163.645386,112.457184,1172.318604,-25.603558,"LATERAL"
48,17,7,44.957,5128.12,0.327659,0.675762,0.046682,0.658639,-0.91096,0.36684,-0.08379,5124.9,0.126433,-0.713215,0.189696,-0.662838,-0.9873,0.06048,0.06707,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2086,8.691667,61664.957667,52.187168,937.178406,-194.136139,1.77722125426915,2.49068060559546,2.17753722655836,-1.083988,798.900879,163.442734,112.778824,1172.356445,-25.573492,"LATERAL"
49,17,7,44.962,5128.14,0.3279,0.675692,0.046734,0.658588,-0.91023,0.36464,-0.08294,5124.92,0.126326,-0.713402,0.18988,-0.662605,-0.98811,0.061,0.06892,2.39,2.49,2.46,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2088,8.7,61664.966,52.249657,937.21637,-194.172638,1.77712073453996,2.49056576463263,2.17769843627516,-1.088828,798.911194,163.417572,112.811081,1172.369385,-25.574034,"LATERAL"
50,17,7,44.981,5128.16,0.327805,0.67567,0.046973,0.658641,-0.91284,0.35944,-0.08163,5124.94,0.126313,-0.713503,0.190137,-0.662425,-0.98403,0.06267,0.07336,2.39,2.49,2.46,2.93,2.99,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,2092,8.716667,61664.982667,52.395042,937.279724,-194.270554,1.77683564299777,2.49037918629088,2.17801234118375,-1.085181,798.922119,163.362549,112.872398,1172.393188,-25.600126,"LATERAL"
51,17,7,44.986,5128.18,0.327865,0.675641,0.04688,0.658647,-0.91628,0.36056,-0.08353,5124.96,0.126367,-0.713531,0.19037,-0.662317,-0.97785,0.06339,0.08254,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.69,2093,8.720833,61664.986833,52.421314,937.287292,-194.294159,1.7767433820943,2.49032773450256,2.17810469551166,-1.087402,798.925781,163.350876,112.872398,1172.393188,-25.600126,"LATERAL"
52,17,7,45.038,5128.2,0.327762,0.675661,0.046911,0.658676,-0.91384,0.36665,-0.0833,5124.98,0.126355,-0.713476,0.190595,-0.662315,-0.97545,0.06004,0.09378,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.88,3.7,2106,8.775,61665.041,52.483105,937.206604,-194.51828,1.77591986737769,2.49060336365145,2.17817225285663,-1.067997,798.949524,163.329681,112.700043,1172.378174,-25.79616,"LATERAL"
53,17,7,45.043,5128.22,0.327714,0.67565,0.046738,0.658723,-0.91023,0.37062,-0.08423,5125,0.126227,-0.713583,0.190592,-0.662224,-0.97074,0.06081,0.10313,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.98,3.94,4.02,3.78,3.9,3.87,3.7,2107,8.779167,61665.045167,52.437725,937.15741,-194.527405,1.77589928207417,2.49076515164472,2.178014595647,-1.066147,798.952942,163.352478,112.648567,1172.357422,-25.843946,"LATERAL"
54,17,7,45.061,5128.24,0.327673,0.675646,0.046562,0.65876,-0.9108,0.37374,-0.08534,5125.02,0.126206,-0.713459,0.190687,-0.662335,-0.96976,0.06177,0.10573,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.7,2111,8.795833,61665.061833,52.28447,937.042542,-194.526688,1.77608112776446,2.49099868148327,2.1776969451851,-1.037411,798.951477,163.40184,112.5569,1172.319336,-25.8953,"LATERAL"
55,17,7,45.066,5128.26,0.327606,0.675692,0.046497,0.658751,-0.90852,0.3727,-0.08552,5125.04,0.126073,-0.713392,0.190641,-0.662446,-0.97625,0.05992,0.09943,2.39,2.49,2.45,2.93,2.99,2.97,2.92,3.88,2.99,3.94,4.02,3.78,3.9,3.87,3.69,2112,8.8,61665.066,52.239582,937.011963,-194.525101,1.77606958785864,2.49111592443942,2.17758124781492,-1.029833,798.948669,163.414993,112.503685,1172.290283,-25.935764,"LATERAL"
