Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
2,17,20,31.794,5894.9,-0.371857,0.44038,-0.53867,0.61451,-0.9281,0.33214,-0.03195,5891.64,-0.098352,-0.76068,-0.038374,-0.640485,-0.97185,0.09044,0.15554,2.26,2.5,2.56,2.99,3.13,2.99,2.83,3.89,2.96,3.93,3.96,3.77,3.9,3.88,3.72,2008,8.366667,62431.797667,-3.190606,957.644897,-196.83725,1.87888377816075,2.44457280860907,2.17219845218712,16.053047,812.748779,154.77211,86.754578,1185.078613,-29.011559,"LATERAL"
3,17,20,31.804,5894.92,-0.371872,0.440355,-0.538621,0.614562,-0.92686,0.33287,-0.03135,5891.66,-0.098356,-0.760587,-0.038285,-0.6406,-0.97105,0.09405,0.15416,2.27,2.5,2.57,2.99,3.12,2.99,2.83,3.89,2.96,3.93,3.96,3.77,3.9,3.88,3.72,2010,8.375,62431.806,-3.184017,957.684204,-196.84494,1.87894702258531,2.44446645542428,2.17227148442551,16.051746,812.755737,154.764709,86.780342,1185.100952,-28.998964,"LATERAL"
4,17,20,31.81,5894.94,-0.371897,0.440316,-0.538565,0.614624,-0.92678,0.33123,-0.03162,5891.68,-0.098454,-0.760567,-0.038283,-0.640609,-0.97015,0.0919,0.15362,2.28,2.5,2.57,2.99,3.12,2.99,2.83,3.89,2.96,3.93,3.95,3.77,3.9,3.88,3.72,2011,8.379167,62431.810167,-3.178084,957.704712,-196.847229,1.87897440831903,2.44441897795419,2.17230460974072,16.052048,812.758362,154.766495,86.793198,1185.110352,-28.994677,"LATERAL"
5,17,20,31.823,5894.96,-0.371934,0.440272,-0.538523,0.614669,-0.92775,0.33161,-0.03214,5891.7,-0.098319,-0.76058,-0.038418,-0.640606,-0.97011,0.09229,0.15526,2.29,2.5,2.57,2.98,3.1,2.99,2.83,3.9,2.95,3.93,3.96,3.77,3.9,3.88,3.72,2015,8.395833,62431.826833,-3.16181,957.785156,-196.863312,1.87906959272339,2.44417557536408,2.17250242766643,16.059517,812.761475,154.762024,86.836655,1185.145142,-28.961863,"LATERAL"
6,17,20,31.828,5894.98,-0.371997,0.440203,-0.538473,0.614725,-0.92671,0.33236,-0.03148,5891.72,-0.098264,-0.760604,-0.038245,-0.640596,-0.97126,0.08641,0.15885,2.3,2.5,2.57,2.98,3.09,2.99,2.84,3.9,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2016,8.4,62431.831,-3.158917,957.805542,-196.865326,1.87910368268396,2.44410792657396,2.17255267208206,16.058647,812.765198,154.76445,86.847954,1185.149536,-28.953884,"LATERAL"
7,17,20,31.834,5895,-0.372043,0.440213,-0.538476,0.614688,-0.92759,0.33268,-0.03261,5891.74,-0.098319,-0.760619,-0.038213,-0.640572,-0.9726,0.09269,0.15555,2.32,2.49,2.57,2.97,3.08,2.99,2.84,3.89,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2017,8.404167,62431.835167,-3.157362,957.825684,-196.866806,1.87912849892186,2.44403382374119,2.1726154689708,16.05481,812.768494,154.766434,86.856216,1185.154785,-28.940582,"LATERAL"
8,17,20,31.839,5895.02,-0.372098,0.440151,-0.538429,0.614739,-0.92735,0.33025,-0.03216,5891.76,-0.098036,-0.760358,-0.037907,-0.640943,-0.97206,0.09649,0.15316,2.33,2.49,2.57,2.96,3.06,2.99,2.84,3.9,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2018,8.408333,62431.839333,-3.154115,957.844116,-196.865143,1.8791601389545,2.44399301732232,2.17263891098868,16.054008,812.767395,154.768051,86.868294,1185.165161,-28.933395,"LATERAL"
9,17,20,31.845,5895.04,-0.372139,0.440095,-0.538363,0.614812,-0.92759,0.33097,-0.03413,5891.78,-0.098026,-0.76033,-0.037779,-0.640985,-0.97161,0.09021,0.15742,2.33,2.49,2.58,2.96,3.05,2.99,2.84,3.9,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2020,8.416667,62431.847667,-3.146435,957.877502,-196.862045,1.87919927505096,2.44388499673912,2.17272861010398,16.051868,812.765137,154.775772,86.885155,1185.173218,-28.911873,"LATERAL"
10,17,20,31.85,5895.06,-0.37211,0.440076,-0.538299,0.614899,-0.92782,0.33381,-0.03364,5891.8,-0.097939,-0.760358,-0.037691,-0.64097,-0.97187,0.0899,0.16071,2.34,2.48,2.58,2.95,3.02,2.99,2.84,3.9,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2021,8.420833,62431.851833,-3.145093,957.893127,-196.858337,1.87923312343206,2.44384770110416,2.17274697640849,16.052608,812.766541,154.775665,86.895203,1185.179565,-28.905279,"LATERAL"
11,17,20,31.862,5895.08,-0.372146,0.440017,-0.538245,0.614966,-0.92517,0.33329,-0.03083,5891.82,-0.097893,-0.760376,-0.037548,-0.640965,-0.97128,0.09373,0.1618,2.35,2.48,2.57,2.95,3.01,2.99,2.84,3.9,2.95,3.94,3.96,3.77,3.9,3.88,3.72,2024,8.433333,62431.864333,-3.140638,957.936646,-196.849167,1.87931181164259,2.44373196375969,2.1728202947001,16.053112,812.764282,154.777847,86.920647,1185.197876,-28.880514,"LATERAL"
