      Sample        Hour      Minute         Sec       Stamp       Quat1       Quat2       Quat3       Quat4        AccX        AccY        AccZ      Stamp2     Quat2_1     Quat2_2     Quat2_3     Quat2_4      Acc2_X      Acc2_Y      Acc2_Z          A0          A1          A2          A3          A4          A5          A6          A7          A8          A9         A10         A11         A12         A13         A14
          34          17          20      32.300     5895.54   -0.372688    0.440182   -0.537543    0.615135    -0.93105     0.33487    -0.03097     5892.28   -0.099988   -0.763184   -0.038114   -0.637260    -0.98329     0.08170     0.13255        2.32        2.49        2.56        2.95        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.72
          35          17          20      32.359     5895.56   -0.372638    0.440251   -0.537376    0.615262    -0.93277     0.33275    -0.02827     5892.30   -0.099582   -0.763414   -0.037977   -0.637056    -0.97295     0.08543     0.13904        2.32        2.49        2.56        2.95        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.72
          36          17          20      32.364     5895.58   -0.372725    0.440175   -0.537123    0.615484    -0.93563     0.32825    -0.02917     5892.32   -0.099072   -0.763619   -0.037725   -0.636905    -0.96308     0.09014     0.15236        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          37          17          20      32.369     5895.60   -0.372853    0.440106   -0.536926    0.615628    -0.93263     0.32575    -0.03102     5892.34   -0.098521   -0.763766   -0.037407   -0.636833    -0.95867     0.09621     0.16596        2.32        2.49        2.56        2.95        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          38          17          20      32.395     5895.62   -0.373028    0.439960   -0.536761    0.615770    -0.92592     0.32811    -0.03203     5892.36   -0.097961   -0.763943   -0.037168   -0.636721    -0.96305     0.09091     0.17672        2.33        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.72
          39          17          20      32.400     5895.64   -0.373273    0.439786   -0.536644    0.615848    -0.92419     0.33039    -0.03767     5892.38   -0.097320   -0.764093   -0.036820   -0.636660    -0.96788     0.08939     0.18623        2.33        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          40          17          20      32.458     5895.66   -0.373537    0.439592   -0.536608    0.615857    -0.92603     0.32962    -0.04103     5892.40   -0.096690   -0.764364   -0.036569   -0.636445    -0.97076     0.09502     0.18780        2.33        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          41          17          20      32.463     5895.68   -0.373775    0.439389   -0.536617    0.615850    -0.92559     0.32718    -0.04503     5892.42   -0.096085   -0.764582   -0.036308   -0.636289    -0.97735     0.09560     0.18068        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          42          17          20      32.468     5895.70   -0.373936    0.439194   -0.536650    0.615863    -0.92623     0.33092    -0.04503     5892.44   -0.095542   -0.764693   -0.036079   -0.636251    -0.98220     0.08979     0.17875        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          43          17          20      32.494     5895.72   -0.374112    0.439004   -0.536669    0.615874    -0.92475     0.33303    -0.04429     5892.46   -0.094995   -0.764803   -0.036057   -0.636201    -0.98010     0.08738     0.18391        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          44          17          20      32.499     5895.74   -0.374258    0.438824   -0.536705    0.615883    -0.92489     0.33357    -0.04464     5892.48   -0.094554   -0.764899   -0.036044   -0.636153    -0.97503     0.08787     0.18223        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          45          17          20      32.555     5895.76   -0.374345    0.438693   -0.536712    0.615918    -0.92637     0.33282    -0.04194     5892.50   -0.094205   -0.765080   -0.036109   -0.635983    -0.97227     0.09087     0.17526        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.77        3.90        3.88        3.71
          46          17          20      32.560     5895.78   -0.374432    0.438613   -0.536699    0.615933    -0.92698     0.33241    -0.03969     5892.52   -0.093982   -0.765268   -0.036095   -0.635791    -0.97138     0.09239     0.17043        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          47          17          20      32.577     5895.80   -0.374379    0.438621   -0.536713    0.615947    -0.92447     0.33221    -0.03931     5892.54   -0.093855   -0.765419   -0.036005   -0.635632    -0.97048     0.09242     0.16847        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.91        3.88        3.72
          48          17          20      32.582     5895.82   -0.374414    0.438593   -0.536666    0.615987    -0.92690     0.32840    -0.03673     5892.56   -0.093685   -0.765532   -0.035791   -0.635533    -0.96938     0.09005     0.16647        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          49          17          20      32.615     5895.84   -0.374420    0.438608   -0.536587    0.616041    -0.92875     0.32601    -0.03819     5892.58   -0.093638   -0.765618   -0.035562   -0.635449    -0.96777     0.08881     0.16666        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          50          17          20      32.620     5895.86   -0.374462    0.438738   -0.536566    0.615942    -0.92869     0.32671    -0.03939     5892.60   -0.093611   -0.765694   -0.035406   -0.635371    -0.96259     0.08915     0.17083        2.32        2.49        2.56        2.96        2.90        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          51          17          20      32.655     5895.88   -0.374500    0.438768   -0.536546    0.615914    -0.92620     0.32826    -0.04177     5892.62   -0.093651   -0.765724   -0.035123   -0.635344    -0.95958     0.09035     0.17672        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          52          17          20      32.660     5895.90   -0.374560    0.438786   -0.536562    0.615852    -0.92554     0.32921    -0.04238     5892.64   -0.093716   -0.765738   -0.034827   -0.635334    -0.96357     0.09084     0.17943        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          53          17          20      32.719     5895.92   -0.374643    0.438806   -0.536591    0.615762    -0.92678     0.32891    -0.04074     5892.66   -0.093957   -0.765780   -0.034709   -0.635255    -0.96695     0.09229     0.18124        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          54          17          20      32.724     5895.94   -0.374717    0.438814   -0.536643    0.615665    -0.92775     0.33055    -0.04142     5892.68   -0.094348   -0.765726   -0.034583   -0.635268    -0.96753     0.09286     0.18100        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          55          17          20      32.728     5895.96   -0.374760    0.438781   -0.536713    0.615602    -0.92714     0.33255    -0.04046     5892.70   -0.094778   -0.765686   -0.034646   -0.635249    -0.96652     0.08763     0.17901        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          56          17          20      32.773     5895.98   -0.374852    0.438758   -0.536808    0.615479    -0.92669     0.33388    -0.03981     5892.72   -0.095175   -0.765662   -0.034588   -0.635222    -0.96760     0.08510     0.17782        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          57          17          20      32.779     5896.00   -0.374839    0.438734   -0.536950    0.615381    -0.92578     0.33367    -0.03885     5892.74   -0.095542   -0.765650   -0.034569   -0.635183    -0.96910     0.08630     0.17542        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.70
          58          17          20      32.799     5896.02   -0.374924    0.438724   -0.537034    0.615262    -0.92871     0.33329    -0.03768     5892.76   -0.095892   -0.765605   -0.034745   -0.635174    -0.96887     0.09127     0.17006        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          59          17          20      32.804     5896.04   -0.374998    0.438734   -0.537103    0.615150    -0.92880     0.33126    -0.03601     5892.78   -0.096167   -0.765579   -0.034894   -0.635156    -0.96997     0.09091     0.16769        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          60          17          20      32.855     5896.06   -0.375017    0.438798   -0.537172    0.615032    -0.92911     0.32942    -0.03765     5892.80   -0.096049   -0.765581   -0.035166   -0.635156    -0.96877     0.08936     0.17132        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          61          17          20      32.860     5896.08   -0.374994    0.438900   -0.537191    0.614957    -0.92625     0.33179    -0.03638     5892.82   -0.096027   -0.765659   -0.035293   -0.635059    -0.96683     0.09242     0.17126        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          62          17          20      32.877     5896.10   -0.374923    0.439037   -0.537220    0.614877    -0.92564     0.33057    -0.03638     5892.84   -0.095998   -0.765734   -0.035433   -0.634965    -0.96906     0.09103     0.16806        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.91        3.88        3.71
          63          17          20      32.882     5896.12   -0.374860    0.439132   -0.537175    0.614888    -0.92948     0.32835    -0.03409     5892.86   -0.095837   -0.765733   -0.035584   -0.634981    -0.97103     0.09262     0.16717        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          64          17          20      32.938     5896.14   -0.374817    0.439206   -0.537154    0.614879    -0.93354     0.32783    -0.03416     5892.88   -0.095736   -0.765768   -0.035741   -0.634947    -0.96715     0.09094     0.16994        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          65          17          20      32.944     5896.16   -0.374862    0.439320   -0.537188    0.614740    -0.93119     0.32769    -0.03493     5892.90   -0.095486   -0.765704   -0.035863   -0.635054    -0.96514     0.09413     0.16985        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          66          17          20      32.949     5896.18   -0.374859    0.439394   -0.537206    0.614673    -0.92923     0.32874    -0.03488     5892.92   -0.095421   -0.765717   -0.035955   -0.635043    -0.96476     0.09401     0.16957        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.70
          67          17          20      32.995     5896.20   -0.374727    0.439562   -0.537303    0.614549    -0.93009     0.32818    -0.03507     5892.94   -0.095412   -0.765725   -0.036003   -0.635032    -0.96687     0.09396     0.16833        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          68          17          20      33.000     5896.22   -0.374718    0.439635   -0.537311    0.614496    -0.92782     0.32865    -0.03282     5892.96   -0.094918   -0.765605   -0.036431   -0.635227    -0.96734     0.09145     0.16942        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.70
          69          17          20      33.018     5896.24   -0.374696    0.439682   -0.537330    0.614458    -0.92807     0.32846    -0.03465     5892.98   -0.094965   -0.765586   -0.036440   -0.635242    -0.96566     0.09187     0.16917        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.90        3.88        3.71
          70          17          20      33.023     5896.26   -0.374520    0.439917   -0.537575    0.614183    -0.92718     0.32833    -0.03387     5893.00   -0.094918   -0.765519   -0.036402   -0.635332    -0.96840     0.09225     0.16854        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.78        3.91        3.88        3.70
          71          17          20      33.078     5896.28   -0.374539    0.439906   -0.537615    0.614144    -0.92859     0.32893    -0.03774     5893.02   -0.094966   -0.765477   -0.036347   -0.635378    -0.96791     0.09098     0.17011        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.90        3.88        3.71
          72          17          20      33.083     5896.30   -0.374125    0.439993   -0.537844    0.614134    -0.92939     0.33018    -0.03673     5893.04   -0.095048   -0.765450   -0.036273   -0.635402    -0.96474     0.08972     0.17214        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          73          17          20      33.088     5896.32   -0.374116    0.440002   -0.537868    0.614112    -0.92960     0.32957    -0.03441     5893.06   -0.095018   -0.765420   -0.036382   -0.635436    -0.96636     0.08956     0.17222        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.91        3.88        3.70
          74          17          20      33.135     5896.34   -0.374121    0.440003   -0.537903    0.614078    -0.92810     0.32990    -0.03254     5893.08   -0.095060   -0.765413   -0.036332   -0.635442    -0.96784     0.09147     0.17147        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.78        3.91        3.88        3.71
          75          17          20      33.140     5896.36   -0.373986    0.440138   -0.538097    0.613893    -0.92770     0.32872    -0.03458     5893.10   -0.094528   -0.765273   -0.036642   -0.635672    -0.96638     0.09004     0.17050        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.91        3.88        3.70
          76          17          20      33.156     5896.38   -0.373973    0.440141   -0.538125    0.613874    -0.92824     0.32858    -0.03294     5893.12   -0.094520   -0.765309   -0.036625   -0.635630    -0.96690     0.08684     0.16858        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.91        3.88        3.70
          77          17          20      33.174     5896.40   -0.373957    0.440185   -0.538142    0.613838    -0.92951     0.32936    -0.03469     5893.14   -0.094477   -0.765363   -0.036624   -0.635573    -0.96783     0.08735     0.16799        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.91        3.88        3.70
          78          17          20      33.183     5896.42   -0.373928    0.440190   -0.538136    0.613858    -0.93004     0.32935    -0.03233     5893.16   -0.094257   -0.765384   -0.036683   -0.635576    -0.97035     0.08773     0.16875        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          79          17          20      33.215     5896.44   -0.373943    0.440165   -0.538151    0.613853    -0.92810     0.32919    -0.03388     5893.18   -0.094117   -0.765463   -0.036713   -0.635500    -0.96859     0.08557     0.16959        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.91        3.88        3.71
          80          17          20      33.220     5896.46   -0.373897    0.440256   -0.538257    0.613723    -0.93047     0.32968    -0.03343     5893.20   -0.093907   -0.765573   -0.036801   -0.635394    -0.96558     0.08726     0.17188        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          81          17          20      33.279     5896.48   -0.373895    0.440238   -0.538247    0.613745    -0.92840     0.32952    -0.03401     5893.22   -0.093734   -0.765670   -0.036842   -0.635300    -0.96613     0.08881     0.17114        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.91        3.88        3.70
          82          17          20      33.285     5896.50   -0.373784    0.440282   -0.538311    0.613725    -0.92861     0.32935    -0.03230     5893.24   -0.093570   -0.765778   -0.036926   -0.635189    -0.96666     0.08869     0.17109        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          83          17          20      33.289     5896.52   -0.373756    0.440272   -0.538293    0.613766    -0.92838     0.32868    -0.03256     5893.26   -0.093310   -0.765859   -0.037016   -0.635125    -0.96903     0.08595     0.16992        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.89        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          84          17          20      33.334     5896.54   -0.373737    0.440248   -0.538286    0.613800    -0.92857     0.33147    -0.03291     5893.28   -0.093075   -0.765970   -0.037052   -0.635023    -0.97032     0.08405     0.17228        2.32        2.49        2.56        2.96        2.91        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.90        3.88        3.70
          85          17          20      33.339     5896.56   -0.373631    0.440216   -0.538312    0.613865    -0.92819     0.33177    -0.03498     5893.30   -0.092783   -0.766051   -0.037079   -0.634966    -0.96967     0.08716     0.17207        2.32        2.49        2.56        2.96        2.92        2.99        2.84        3.90        2.96        3.94        3.96        3.79        3.90        3.88        3.70
