Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
12,17,9,36.032,5239.16,0.554861,0.598203,0.295293,0.497076,-0.90771,0.36729,-0.11457,5235.94,0.152525,-0.706483,0.20871,-0.658831,-0.98125,0.0494,0.08458,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1896,7.9,61776.035,85.349617,942.60437,-203.606186,1.78515107104444,2.42908406654614,2.23719401868832,8.299246,803.417969,161.148895,150.888672,1175.754517,-13.148817,"LATERAL"
13,17,9,36.04,5239.18,0.554867,0.598261,0.295309,0.496991,-0.90768,0.36898,-0.1152,5235.96,0.152509,-0.706495,0.208518,-0.658883,-0.97991,0.05099,0.08452,2.35,2.44,2.52,2.92,2.95,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1898,7.908333,61776.043333,85.305107,942.572021,-203.619904,1.7852689242985,2.42908526569927,2.23714237183764,8.295792,803.399231,161.13649,150.888672,1175.754517,-13.148817,"LATERAL"
14,17,9,36.045,5239.2,0.554836,0.598346,0.295352,0.496897,-0.90914,0.3693,-0.11448,5235.98,0.152452,-0.706484,0.208374,-0.658953,-0.98057,0.05268,0.08301,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.89,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1899,7.9125,61776.0475,85.282433,942.558655,-203.626923,1.7853305998695,2.42907919429506,2.23712215326363,8.293879,803.400513,161.135208,150.888672,1175.754517,-13.148817,"LATERAL"
15,17,9,36.053,5239.22,0.554858,0.598403,0.295397,0.496776,-0.9074,0.36827,-0.1159,5236,0.152529,-0.706508,0.208133,-0.658986,-0.9808,0.05054,0.08093,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1901,7.920833,61776.055833,85.236168,942.522644,-203.640457,1.78545208829124,2.42908715831218,2.23706202023452,8.283316,803.386108,161.129211,150.888672,1175.754517,-13.148817,"LATERAL"
16,17,9,36.061,5239.24,0.554876,0.598451,0.295408,0.496692,-0.90761,0.36938,-0.11647,5236.02,0.152495,-0.706495,0.207996,-0.65905,-0.98118,0.04862,0.08076,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1903,7.929167,61776.064167,85.197411,942.485901,-203.648514,1.78555174682795,2.4291153733069,2.23699059420316,8.266664,803.385437,161.123535,150.888672,1175.754517,-13.148817,"LATERAL"
17,17,9,36.066,5239.26,0.554935,0.598515,0.295386,0.496562,-0.90628,0.37062,-0.11541,5236.04,0.152499,-0.706491,0.207909,-0.659081,-0.98202,0.05003,0.08018,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1904,7.933333,61776.068333,85.175896,942.47052,-203.652695,1.78560987212642,2.42912106712958,2.23695988401307,8.263433,803.384155,161.122314,150.888672,1175.754517,-13.148817,"LATERAL"
18,17,9,36.104,5239.28,0.554939,0.598578,0.29538,0.496486,-0.90738,0.37106,-0.11272,5236.06,0.152603,-0.706481,0.207777,-0.659109,-0.98518,0.05071,0.07919,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.02,3.78,3.89,3.87,3.67,1913,7.970833,61776.105833,84.985161,942.352051,-203.70314,1.78612858815321,2.42910238895871,2.23675628614088,8.212159,803.352783,161.096848,150.888672,1175.754517,-13.148817,"LATERAL"
19,17,9,36.11,5239.3,0.554925,0.598619,0.295405,0.496437,-0.90703,0.36762,-0.1136,5236.08,0.152543,-0.70647,0.207647,-0.659176,-0.98561,0.05064,0.07826,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1914,7.975,61776.11,84.962128,942.343018,-203.709961,1.78619370178181,2.42908724574344,2.23674372481427,8.205116,803.34436,161.092438,150.888672,1175.754517,-13.148817,"LATERAL"
20,17,9,36.141,5239.32,0.554945,0.598679,0.295379,0.496357,-0.90662,0.36707,-0.11394,5236.1,0.152608,-0.706439,0.207491,-0.659243,-0.9861,0.04893,0.07931,2.35,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1922,8.008333,61776.143333,84.802422,942.295288,-203.763641,1.78665021093304,2.42893578959308,2.23670155516898,8.160846,803.319397,161.054443,150.888672,1175.754517,-13.148817,"LATERAL"
21,17,9,36.146,5239.34,0.554976,0.59872,0.295382,0.496271,-0.90672,0.36975,-0.11363,5236.12,0.152625,-0.706438,0.207461,-0.659251,-0.98289,0.05064,0.07739,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,1923,8.0125,61776.1475,84.783043,942.281494,-203.763779,1.78670407949021,2.4289491312512,2.23666476610601,8.154104,803.316772,161.051224,150.888672,1175.754517,-13.148817,"LATERAL"
22,17,9,36.18,5239.36,0.554978,0.59876,0.295375,0.496225,-0.9082,0.36963,-0.11344,5236.14,0.152571,-0.706414,0.207425,-0.6593,-0.98396,0.04844,0.07816,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.66,1931,8.045833,61776.180833,84.627136,942.228943,-203.812592,1.78714776562043,2.42882207204181,2.23660285282902,8.106981,803.279175,161.026596,150.888672,1175.754517,-13.148817,"LATERAL"
23,17,9,36.185,5239.38,0.554974,0.598775,0.29539,0.496203,-0.90859,0.36935,-0.11433,5236.16,0.152493,-0.706331,0.207336,-0.659435,-0.98356,0.05493,0.07375,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.02,3.78,3.89,3.87,3.67,1932,8.05,61776.185,84.612694,942.224854,-203.825195,1.78718571483199,2.42878993750636,2.23661920001483,8.107804,803.275757,161.026062,150.888672,1175.754517,-13.148817,"LATERAL"
24,17,9,36.223,5239.4,0.554959,0.598706,0.295453,0.496266,-0.90726,0.36879,-0.1121,5236.18,0.152432,-0.7063,0.20727,-0.659503,-0.97942,0.04986,0.07492,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1942,8.091667,61776.226667,84.508369,942.152344,-203.932098,1.78742959178459,2.42861218793214,2.23669490233228,8.060332,803.266357,160.996872,150.888672,1175.754517,-13.148817,"LATERAL"
25,17,9,36.228,5239.42,0.554976,0.598694,0.295492,0.496237,-0.9073,0.37055,-0.11278,5236.2,0.152661,-0.706213,0.207311,-0.65953,-0.9804,0.04473,0.07814,2.36,2.44,2.52,2.92,2.95,2.98,2.89,3.9,2.98,3.94,4.02,3.78,3.89,3.87,3.67,1943,8.095833,61776.230833,84.499802,942.144104,-203.940353,1.78744860681301,2.42860364870507,2.23669538224811,8.059234,803.258301,160.998413,150.888672,1175.754517,-13.148817,"LATERAL"
26,17,9,36.259,5239.44,0.554954,0.598702,0.295492,0.496252,-0.90449,0.37205,-0.11475,5236.22,0.152737,-0.706177,0.207399,-0.659524,-0.98519,0.04769,0.07732,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,1950,8.125,61776.26,84.430023,942.117981,-203.988678,1.78763386528002,2.42849103529726,2.23672998593192,8.037103,803.260315,160.975357,150.888672,1175.754517,-13.148817,"LATERAL"
27,17,9,36.282,5239.46,0.554935,0.598874,0.295414,0.496112,-0.907,0.37296,-0.11229,5236.24,0.152682,-0.706195,0.207383,-0.659522,-0.98603,0.04939,0.07825,2.36,2.44,2.52,2.92,2.96,2.98,2.89,3.9,2.98,3.94,4.03,3.78,3.89,3.87,3.67,1956,8.15,61776.285,84.365829,942.106873,-203.993286,1.78782877235,2.42845219589342,2.23668521175223,8.027219,803.25531,160.965515,150.888672,1175.754517,-13.148817,"LATERAL"
28,17,9,36.287,5239.48,0.554942,0.598853,0.295401,0.496138,-0.91021,0.37188,-0.11279,5236.26,0.152874,-0.706139,0.207223,-0.659587,-0.98882,0.04567,0.0754,2.36,2.43,2.51,2.92,2.95,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.66,1957,8.154167,61776.289167,84.354599,942.105347,-203.994675,1.78786283404834,2.42844316674099,2.23667966292352,8.025877,803.252258,160.962433,150.888672,1175.754517,-13.148817,"LATERAL"
29,17,9,36.321,5239.5,0.554956,0.598873,0.295363,0.496121,-0.90812,0.37106,-0.11253,5236.28,0.152823,-0.706132,0.207162,-0.659626,-0.98443,0.04712,0.07961,2.36,2.43,2.51,2.92,2.95,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,1965,8.1875,61776.3225,84.272346,942.119995,-204.010651,1.78812368173353,2.42830890368364,2.23670342426372,8.040907,803.248413,160.964203,150.888672,1175.754517,-13.148817,"LATERAL"
30,17,9,36.326,5239.52,0.55494,0.598837,0.295345,0.496192,-0.90623,0.37076,-0.1114,5236.3,0.152868,-0.706298,0.20688,-0.659526,-0.97991,0.04644,0.08093,2.37,2.42,2.51,2.92,2.94,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.66,1966,8.191667,61776.326667,84.261566,942.122681,-204.015274,1.78815716332237,2.42828383615579,2.23671444476552,8.044953,803.247498,160.965057,150.888672,1175.754517,-13.148817,"LATERAL"
31,17,9,36.361,5239.54,0.554934,0.598794,0.295355,0.496245,-0.90622,0.37116,-0.11305,5236.32,0.15283,-0.70629,0.206916,-0.659532,-0.97736,0.04703,0.07921,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.86,3.67,1975,8.229167,61776.364167,84.164101,942.078064,-203.962585,1.78846432969867,2.42842138381053,2.23644109070027,8.014842,803.22644,160.998825,150.888672,1175.754517,-13.148817,"LATERAL"
32,17,9,36.366,5239.56,0.554949,0.598878,0.295278,0.496173,-0.90574,0.37273,-0.11033,5236.34,0.15275,-0.706276,0.206935,-0.65956,-0.97951,0.04571,0.07748,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.98,3.95,4.03,3.78,3.89,3.87,3.66,1976,8.233333,61776.368333,84.157227,942.074219,-203.960724,1.78848479324416,2.42842827093627,2.23642519123867,8.009763,803.219543,161.008087,150.888672,1175.754517,-13.148817,"LATERAL"
33,17,9,36.402,5239.58,0.554902,0.598849,0.295307,0.496243,-0.90606,0.37282,-0.1129,5236.36,0.152942,-0.70618,0.206864,-0.65964,-0.98284,0.04618,0.07612,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,1985,8.270833,61776.405833,84.054283,942.043884,-203.90358,1.78881892741435,2.42854126527629,2.23616490489381,7.974123,803.197388,161.034897,150.888672,1175.754517,-13.148817,"LATERAL"
34,17,9,36.408,5239.6,0.55489,0.598812,0.295326,0.49629,-0.90513,0.37198,-0.11321,5236.38,0.152917,-0.706127,0.206887,-0.659696,-0.9826,0.04654,0.07884,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.67,1986,8.275,61776.41,84.041885,942.036987,-203.887344,1.78886154808416,2.428583338042,2.23610350768061,7.964172,803.198303,161.043488,150.888672,1175.754517,-13.148817,"LATERAL"
35,17,9,36.44,5239.62,0.554866,0.598786,0.295374,0.49632,-0.90498,0.37052,-0.11543,5236.4,0.152988,-0.706161,0.206748,-0.659686,-0.98331,0.04834,0.08041,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,1994,8.308333,61776.443333,83.963432,941.993896,-203.778702,1.78913415980024,2.42886196940643,2.2357009811786,7.924204,803.16217,161.092667,150.888672,1175.754517,-13.148817,"LATERAL"
36,17,9,36.462,5239.64,0.55483,0.598769,0.295407,0.496361,-0.90679,0.37081,-0.11579,5236.42,0.152945,-0.706173,0.206709,-0.659696,-0.98129,0.04789,0.07832,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.9,3.87,3.66,1999,8.329167,61776.464167,83.917122,941.971191,-203.743927,1.78928355316365,2.42895278410143,2.23554336133451,7.910746,803.123474,161.091782,150.888672,1175.754517,-13.148817,"LATERAL"
37,17,9,36.467,5239.66,0.554792,0.598804,0.295391,0.496371,-0.90609,0.37172,-0.11229,5236.44,0.152886,-0.706205,0.206672,-0.659687,-0.98099,0.04696,0.07839,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.89,2.99,3.94,4.03,3.78,3.89,3.87,3.67,2000,8.333333,61776.468333,83.911407,941.969543,-203.735611,1.78930440035886,2.4289708447575,2.23551587206589,7.904953,803.121643,161.094238,150.888672,1175.754517,-13.148817,"LATERAL"
38,17,9,36.5,5239.68,0.554731,0.598792,0.295419,0.496436,-0.90529,0.37149,-0.11236,5236.46,0.152965,-0.706227,0.206666,-0.659647,-0.9827,0.04968,0.0779,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,2008,8.366667,61776.501667,83.843452,941.903076,-203.651016,1.78952044379738,2.42925170571853,2.2351354510165,7.850131,803.086365,161.124985,150.888672,1175.754517,-13.148817,"LATERAL"
39,17,9,36.522,5239.7,0.55463,0.598817,0.295448,0.496503,-0.9058,0.36907,-0.1125,5236.48,0.152983,-0.706252,0.206671,-0.659615,-0.97967,0.0494,0.07809,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.67,2013,8.3875,61776.5225,83.803764,941.847473,-203.60112,1.78963767242406,2.4294523055219,2.23487984970776,7.842383,803.058228,161.127762,150.888672,1175.754517,-13.148817,"LATERAL"
40,17,9,36.527,5239.72,0.554593,0.598784,0.295505,0.496549,-0.90688,0.36884,-0.11194,5236.5,0.15297,-0.706255,0.2067,-0.659605,-0.98064,0.05188,0.07844,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,2015,8.395833,61776.530833,83.791641,941.832153,-203.585739,1.78967444426024,2.42951037194205,2.23480461421784,7.836999,803.046265,161.124817,150.888672,1175.754517,-13.148817,"LATERAL"
41,17,9,36.562,5239.74,0.554517,0.598815,0.295533,0.496579,-0.90641,0.36888,-0.11114,5236.52,0.152905,-0.706291,0.206682,-0.659587,-0.98462,0.04987,0.0784,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,2023,8.429167,61776.564167,83.701157,941.781738,-203.510818,1.78996602006305,2.42971634116742,2.23446726233799,7.827865,803.025208,161.131866,150.888672,1175.754517,-13.148817,"LATERAL"
42,17,9,36.567,5239.76,0.554409,0.598887,0.29555,0.496603,-0.90752,0.37104,-0.10985,5236.54,0.152783,-0.706331,0.206612,-0.659595,-0.98628,0.0475,0.0806,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.89,2.99,3.94,4.02,3.78,3.89,3.87,3.67,2024,8.433333,61776.568333,83.686104,941.77655,-203.497498,1.79001664946336,2.42974580603848,2.2344150849676,7.819147,803.026489,161.136597,150.888672,1175.754517,-13.148817,"LATERAL"
43,17,9,36.599,5239.78,0.554328,0.598894,0.29556,0.496679,-0.90716,0.3712,-0.11067,5236.56,0.152672,-0.706457,0.20648,-0.659527,-0.98687,0.04987,0.08022,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.67,2032,8.466667,61776.601667,83.600525,941.780823,-203.429443,1.7903195362529,2.42982414437252,2.2342026457353,7.818817,803.021973,161.129669,150.888672,1175.754517,-13.148817,"LATERAL"
44,17,9,36.622,5239.8,0.554293,0.598929,0.295522,0.4967,-0.90724,0.37048,-0.10992,5236.58,0.152568,-0.706537,0.206435,-0.65948,-0.98631,0.05207,0.07863,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.89,2.99,3.94,4.02,3.78,3.89,3.87,3.67,2037,8.4875,61776.6225,83.564217,941.797363,-203.396851,1.79045776631485,2.42983480481368,2.23413120806306,7.825055,803.010315,161.14122,150.888672,1175.754517,-13.148817,"LATERAL"
45,17,9,36.627,5239.82,0.554253,0.598892,0.295538,0.496779,-0.90831,0.37228,-0.10856,5236.6,0.152438,-0.706648,0.206364,-0.659412,-0.9834,0.0516,0.07758,2.37,2.41,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.67,2039,8.495833,61776.630833,83.555031,941.803284,-203.383011,1.79049618200239,2.4298467522962,2.23410218873132,7.821767,803.009949,161.142838,150.888672,1175.754517,-13.148817,"LATERAL"
46,17,9,36.661,5239.84,0.554231,0.598839,0.295569,0.496848,-0.90902,0.37249,-0.1118,5236.62,0.152289,-0.706717,0.206351,-0.659377,-0.98015,0.05144,0.079,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.67,2047,8.529167,61776.664167,83.483398,941.829956,-203.364334,1.79074538327052,2.42977490145851,2.23406612660877,7.831868,802.992981,161.144302,150.888672,1175.754517,-13.148817,"LATERAL"
47,17,9,36.666,5239.86,0.554171,0.598888,0.295605,0.496835,-0.90789,0.37034,-0.11047,5236.64,0.152107,-0.706782,0.206332,-0.659356,-0.98172,0.05057,0.08017,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.66,2048,8.533333,61776.668333,83.475349,941.834229,-203.356674,1.79077656370875,2.42977697265521,2.23405032986534,7.829485,802.992371,161.145721,150.888672,1175.754517,-13.148817,"LATERAL"
48,17,9,36.701,5239.88,0.554127,0.598846,0.295627,0.496923,-0.90529,0.37163,-0.11007,5236.66,0.151905,-0.706844,0.206313,-0.659341,-0.9826,0.05155,0.08017,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.66,2056,8.566667,61776.701667,83.414032,941.863586,-203.331558,1.79099755548864,2.42972268763956,2.23400862446617,7.84313,802.983215,161.150528,150.888672,1175.754517,-13.148817,"LATERAL"
49,17,9,36.706,5239.9,0.554056,0.59887,0.295664,0.49695,-0.90608,0.37036,-0.11021,5236.68,0.151693,-0.706914,0.206289,-0.659323,-0.98512,0.05031,0.08025,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.89,2.99,3.94,4.02,3.79,3.89,3.87,3.66,2058,8.575,61776.71,83.405647,941.876709,-203.329666,1.79103208796067,2.42969243399874,2.23402429482399,7.849051,802.981262,161.144608,150.888672,1175.754517,-13.148817,"LATERAL"
50,17,9,36.74,5239.92,0.554013,0.598822,0.295682,0.497045,-0.90686,0.36921,-0.11089,5236.7,0.151549,-0.707002,0.206255,-0.659272,-0.98471,0.04984,0.07924,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.66,2066,8.608333,61776.743333,83.386848,941.965515,-203.360229,1.79112657222719,2.42941858094005,2.23426195817455,7.864524,802.971436,161.130707,150.888672,1175.754517,-13.148817,"LATERAL"
51,17,9,36.745,5239.94,0.553971,0.598778,0.295712,0.497127,-0.90759,0.37066,-0.11009,5236.72,0.151385,-0.707086,0.206317,-0.659201,-0.98458,0.04871,0.07729,2.37,2.42,2.5,2.92,2.93,2.98,2.89,3.89,2.99,3.94,4.02,3.78,3.89,3.87,3.66,2067,8.6125,61776.7475,83.385658,941.977539,-203.362534,1.79113590257301,2.42938684084861,2.23429021470059,7.86498,802.968994,161.124069,150.888672,1175.754517,-13.148817,"LATERAL"
52,17,9,36.782,5239.96,0.553942,0.59882,0.29569,0.497123,-0.90758,0.37197,-0.11035,5236.74,0.151269,-0.707132,0.206383,-0.659157,-0.98352,0.0475,0.07858,2.38,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.66,2076,8.65,61776.785,83.396896,942.062439,-203.369705,1.79114379324069,2.42919980959022,2.23447741269168,7.857742,802.953064,161.10994,150.888672,1175.754517,-13.148817,"LATERAL"
53,17,9,36.787,5239.98,0.553933,0.59876,0.295696,0.497201,-0.90778,0.37068,-0.11227,5236.76,0.151383,-0.707144,0.206325,-0.659137,-0.98253,0.04691,0.07868,2.38,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.66,2077,8.654167,61776.789167,83.399971,942.065491,-203.359985,1.79114009431013,2.42921832075432,2.23446016786203,7.84992,802.956909,161.099915,150.888672,1175.754517,-13.148817,"LATERAL"
54,17,9,36.82,5240,0.553924,0.598722,0.295681,0.497266,-0.9071,0.36827,-0.1108,5236.78,0.151337,-0.707134,0.206384,-0.65914,-0.97977,0.04825,0.07814,2.38,2.42,2.5,2.92,2.93,2.98,2.89,3.9,2.99,3.94,4.02,3.78,3.89,3.87,3.66,2085,8.6875,61776.8225,83.416206,942.09259,-203.336365,1.7911142152373,2.42922882320606,2.23446083532881,7.826818,802.937622,161.101578,150.888672,1175.754517,-13.148817,"LATERAL"
55,17,9,36.84,5240.02,0.553909,0.598662,0.295717,0.497334,-0.9071,0.36931,-0.11309,5236.8,0.151517,-0.707065,0.206402,-0.659167,-0.98026,0.05024,0.07922,2.38,2.42,2.5,2.92,2.94,2.98,2.89,3.9,2.99,3.94,4.03,3.78,3.89,3.87,3.66,2090,8.708333,61776.843333,83.428535,942.105347,-203.331039,1.79108462911698,2.42922422410373,2.23447852521412,7.820807,802.922424,161.111084,150.888672,1175.754517,-13.148817,"LATERAL"
