,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,brazo,brazo,brazo,brazo,brazo,brazo,brazo,espalda,espalda,espalda,espalda,espalda,espalda,espalda,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker3,MarkerSet:referencia,MarkerSet:referencia,MarkerSet:referencia,Rigid Body 3:Marker1,Rigid Body 3:Marker1,Rigid Body 3:Marker1,Rigid Body 3:Marker3,Rigid Body 3:Marker3,Rigid Body 3:Marker3,Rigid Body 3:Marker2,Rigid Body 3:Marker2,Rigid Body 3:Marker2
,,"FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","FC05FBB11B1311E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","55A026F61B1511E85D0998737888968D","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000001","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000002","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E3573200000003","8392B20CF49E35717CBE065A00000000","8392B20CF49E35717CBE065A00000000","8392B20CF49E35717CBE065A00000000","8392B20CF49E3573400000001","8392B20CF49E3573400000001","8392B20CF49E3573400000001","8392B20CF49E3573400000003","8392B20CF49E3573400000003","8392B20CF49E3573400000003","8392B20CF49E3573400000002","8392B20CF49E3573400000002","8392B20CF49E3573400000002"
,,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
8,0.066667,-178.613434,-25.585972,-5.424925,39.705376,926.396362,53.383377,2.006337,,,,,,,,49.305294,923.366760,56.576477,31.584478,983.364502,63.815086,38.226337,872.457825,39.758587,-82.615410,1144.040527,78.131889,-250.402359,929.590088,243.415649,-257.446930,790.114441,240.251297,-252.330963,829.019043,239.095779
9,0.075000,-178.626495,-25.552212,-5.427429,39.719769,926.382324,53.458931,2.012248,,,,,,,,49.317875,923.353638,56.658329,31.591282,983.352478,63.873947,38.250122,872.440796,39.844547,-82.616737,1144.031128,78.150368,-250.417679,929.597229,243.419235,-257.461823,790.119141,240.265732,-252.320175,829.003113,239.093811
10,0.083333,-178.623810,-25.506132,-5.417024,39.718269,926.357971,53.520527,2.012562,,,,,,,,49.313259,923.327637,56.727695,31.591888,983.329956,63.927250,38.249641,872.416382,39.906658,-82.620850,1144.017090,78.165016,-250.424927,929.582275,243.420959,-257.457733,790.101746,240.268768,-252.333252,829.016357,239.121582
11,0.091667,-178.634735,-25.485659,-5.417124,39.730495,926.354370,53.584953,2.001292,,,,,,,,49.324318,923.324524,56.796127,31.600796,983.328369,63.977959,38.266354,872.410095,39.980801,-82.622101,1144.002563,78.184967,-250.444687,929.588684,243.430084,-257.458221,790.091858,240.276779,-252.340012,828.997620,239.127014
12,0.100000,-178.655350,-25.479221,-5.420470,39.739059,926.329407,53.643234,2.004993,,,,,,,,49.332672,923.301208,56.856510,31.605330,983.306519,64.016243,38.279163,872.380615,40.056973,-82.615295,1143.989014,78.196739,-250.464081,929.587524,243.441010,-257.461853,790.082581,240.285278,-252.349976,829.000488,239.139053
13,0.108333,-178.654938,-25.471289,-5.416761,39.745884,926.309998,53.696342,2.005751,,,,,,,,49.338863,923.281250,56.910995,31.614244,983.287842,64.067055,38.284519,872.361023,40.110996,-82.614685,1143.979736,78.208710,-250.470459,929.584106,243.449509,-257.469818,790.083069,240.296478,-252.346939,828.983032,239.149307
14,0.116667,-178.664124,-25.424881,-5.423400,39.751068,926.300903,53.742859,2.005668,,,,,,,,49.341694,923.273254,56.965637,31.606131,983.279114,64.100677,38.305359,872.350281,40.162292,-82.611626,1143.960205,78.217827,-250.478470,929.581665,243.459137,-257.472534,790.082825,240.316544,-252.357269,828.977722,239.162659
15,0.125000,-178.667587,-25.420610,-5.414519,39.759670,926.277710,53.783596,2.008961,,,,,,,,49.349636,923.249207,57.007442,31.622066,983.258423,64.133591,38.307281,872.325562,40.209778,-82.614655,1143.949097,78.234901,-250.484528,929.590515,243.464523,-257.472534,790.069702,240.312637,-252.352417,828.969788,239.164658
16,0.133333,-178.671860,-25.400152,-5.409212,39.765808,926.261108,53.822109,2.006512,,,,,,,,49.354351,923.232056,57.049706,31.629774,983.243774,64.162689,38.313278,872.307556,40.253952,-82.599434,1143.940552,78.244980,-250.495941,929.587830,243.473297,-257.479706,790.085144,240.328186,-252.361450,828.977966,239.180420
17,0.141667,-178.678574,-25.390545,-5.413411,39.769176,926.238525,53.851814,2.006439,,,,,,,,49.357361,923.210388,57.081295,31.627842,983.221558,64.186150,38.322304,872.283691,40.288025,-82.593727,1143.929565,78.253868,-250.499603,929.584229,243.483627,-257.470520,790.073303,240.321182,-252.357361,828.971863,239.188522
18,0.150000,-178.683914,-25.355211,-5.412295,39.778305,926.233582,53.881783,1.998541,,,,,,,,49.364403,923.205444,57.117477,31.632416,983.217896,64.205307,38.338070,872.277466,40.322590,-82.586525,1143.920288,78.261429,-250.504196,929.591248,243.489151,-257.479950,790.074585,240.344223,-252.367676,828.980774,239.196869
19,0.158333,-178.683838,-25.331945,-5.404330,39.785767,926.208130,53.907219,1.996891,,,,,,,,49.370148,923.178833,57.146954,31.643406,983.194153,64.224129,38.343716,872.251404,40.350594,-82.570274,1143.906494,78.259193,-250.508194,929.591614,243.503540,-257.469177,790.071289,240.343567,-252.357895,828.981384,239.202377
20,0.166667,-178.687393,-25.321590,-5.396924,39.792572,926.194763,53.929199,1.998569,,,,,,,,49.376015,923.164734,57.170994,31.655272,983.183044,64.237984,38.346409,872.236633,40.378643,-82.557411,1143.889404,78.270866,-250.502289,929.587830,243.503387,-257.473999,790.080566,240.349472,-252.359634,828.973755,239.212662
21,0.175000,-178.693314,-25.301767,-5.395258,39.798759,926.179321,53.946697,1.985822,,,,,,,,49.380978,923.149353,57.192150,31.659845,983.169006,64.246071,38.355431,872.219604,40.401886,-82.545441,1143.874023,78.260338,-250.495529,929.591309,243.510254,-257.468079,790.079895,240.365509,-252.351517,828.970337,239.212692
22,0.183333,-178.697906,-25.286196,-5.391950,39.803669,926.151123,53.963272,1.985135,,,,,,,,49.384830,923.120850,57.211639,31.665302,983.142334,64.254486,38.360851,872.190063,40.423721,-82.521370,1143.854980,78.254753,-250.483536,929.589722,243.517334,-257.457397,790.071350,240.364136,-252.350006,828.969299,239.229828
23,0.191667,-178.697617,-25.296213,-5.387871,39.812588,926.127502,53.971039,1.984252,,,,,,,,49.394138,923.096802,57.217789,31.679474,983.119507,64.262230,38.364128,872.166199,40.433109,-82.512016,1143.833618,78.250420,-250.474457,929.595703,243.534561,-257.452972,790.071960,240.368988,-252.348389,828.965698,239.240143
24,0.200000,-178.703674,-25.305727,-5.388107,39.822460,926.101929,53.970943,1.983222,,,,,,,,49.404572,923.071594,57.216419,31.690624,983.094910,64.257561,38.372158,872.139221,40.438877,-82.494148,1143.817017,78.237434,-250.463669,929.586182,243.541809,-257.448730,790.065186,240.379150,-252.338028,828.955872,239.247025
25,0.208333,-178.712967,-25.323370,-5.392882,39.826851,926.074707,53.976936,1.976397,,,,,,,,49.410210,923.045593,57.219868,31.693478,983.068359,64.258835,38.376846,872.110107,40.452137,-82.475861,1143.790161,78.216156,-250.437439,929.580688,243.542969,-257.442474,790.056091,240.388153,-252.320862,828.943176,239.247864
26,0.216667,-178.712814,-25.304394,-5.390058,39.839108,926.041321,53.972511,1.978417,,,,,,,,49.421234,923.011780,57.218658,31.705301,983.035583,64.250671,38.390762,872.076599,40.448231,-82.456848,1143.766235,78.201134,-250.429626,929.599731,243.553787,-257.430786,790.053772,240.388123,-252.311295,828.944580,239.263657
27,0.225000,-178.712540,-25.301043,-5.383388,39.845257,926.009644,53.966473,1.969811,,,,,,,,49.426880,922.979248,57.213295,31.716949,983.005249,64.241608,38.391922,872.044495,40.444542,-82.435196,1143.730957,78.160942,-250.403549,929.587097,243.549728,-257.409485,790.039307,240.396408,-252.300583,828.941772,239.269974
28,0.233333,-178.719727,-25.313314,-5.382989,39.851757,925.967407,53.953266,1.970321,,,,,,,,49.434074,922.937378,57.198425,31.725735,982.964294,64.222816,38.395447,872.000488,40.438576,-82.411415,1143.701660,78.139503,-250.388351,929.592651,243.557785,-257.399963,790.046326,240.398163,-252.289200,828.928284,239.274857
29,0.241667,-178.736877,-25.348948,-5.391764,39.852222,925.922974,53.931431,1.975415,,,,,,,,49.437000,922.895203,57.171364,31.723871,982.921082,64.192696,38.395763,871.952698,40.430248,-82.398125,1143.679077,78.102768,-250.372253,929.593445,243.562698,-257.390106,790.035522,240.392059,-252.274902,828.924805,239.264343
30,0.250000,-178.742310,-25.346153,-5.397524,39.846741,925.886658,53.906231,1.961085,,,,,,,,49.431629,922.859863,57.146809,31.712755,982.884521,64.164131,38.395813,871.915527,40.407780,-82.366608,1143.650757,78.064774,-250.344666,929.599854,243.556412,-257.374237,790.031311,240.392303,-252.268555,828.925659,239.261353
31,0.258333,-178.742981,-25.350428,-5.384458,39.844513,925.846191,53.876747,1.963947,,,,,,,,49.429035,922.817810,57.116898,31.722992,982.846863,64.129051,38.381489,871.873901,40.384312,-82.353416,1143.627319,78.036003,-250.329559,929.592163,243.541779,-257.363373,790.023926,240.394180,-252.255768,828.933960,239.271011
32,0.266667,-178.746078,-25.388674,-5.388301,39.835602,925.805115,53.840405,1.960455,,,,,,,,49.422508,922.777527,57.074249,31.716623,982.805359,64.096672,38.367653,871.832397,40.350323,-82.329384,1143.603271,77.990585,-250.308716,929.600830,243.547195,-257.349609,790.023315,240.389313,-252.238098,828.910217,239.263092
33,0.275000,-178.743164,-25.425978,-5.378570,39.825665,925.762024,53.800564,1.964213,,,,,,,,49.414265,922.733215,57.028202,31.721323,982.763672,64.060898,38.341377,871.789185,40.312622,-82.314659,1143.572876,77.960899,-250.281967,929.592957,243.540497,-257.338531,790.020264,240.397278,-252.229568,828.916016,239.271545
34,0.283333,-178.746140,-25.438433,-5.376821,39.825741,925.724915,53.765518,1.968318,,,,,,,,49.414978,922.696106,56.991261,31.724937,982.727417,64.023903,38.337288,871.751221,40.281406,-82.285324,1143.556519,77.915611,-250.254547,929.600952,243.539627,-257.324066,790.022034,240.385956,-252.214874,828.917786,239.271851
35,0.291667,-178.753143,-25.508232,-5.385010,39.810425,925.694275,53.718784,1.957419,,,,,,,,49.404049,922.667175,56.933056,31.713224,982.696167,63.983551,38.313988,871.719604,40.239765,-82.273140,1143.541016,77.880142,-250.233002,929.595154,243.522232,-257.301544,790.016541,240.386749,-252.191483,828.912598,239.259720
36,0.300000,-178.747330,-25.478090,-5.367412,39.806118,925.657898,53.676453,1.959072,,,,,,,,49.397190,922.628113,56.895805,31.720036,982.662415,63.935257,38.301102,871.683228,40.198315,-82.256340,1143.521851,77.835915,-250.192703,929.584839,243.517456,-257.281982,790.010071,240.386215,-252.177841,828.905518,239.250839
37,0.308333,-178.754654,-25.543434,-5.378685,39.799667,925.624023,53.631660,1.963632,,,,,,,,49.395004,922.596252,56.840240,31.713709,982.627319,63.897186,38.290264,871.648438,40.157570,-82.233078,1143.511230,77.784279,-250.162247,929.595581,243.503723,-257.261414,790.015015,240.384995,-252.149170,828.916321,239.260254
38,0.316667,-178.764893,-25.575678,-5.381217,39.794712,925.593384,53.588795,1.969318,,,,,,,,49.392010,922.566650,56.792473,31.711552,982.597961,63.849785,38.280556,871.615540,40.124161,-82.222168,1143.499512,77.747711,-250.133957,929.601685,243.513199,-257.248291,790.000000,240.375793,-252.132095,828.916931,239.255310
39,0.325000,-178.765182,-25.561705,-5.373524,39.787605,925.561035,53.544575,1.976331,,,,,,,,49.383747,922.533264,56.750755,31.709171,982.567261,63.800014,38.269875,871.582520,40.082973,-82.213310,1143.476929,77.717598,-250.108597,929.604858,243.504135,-257.227325,789.998901,240.376740,-252.108521,828.918274,239.253250
40,0.333333,-178.770279,-25.602924,-5.378918,39.775417,925.539124,53.501377,1.972697,,,,,,,,49.374157,922.512512,56.700817,31.698622,982.545044,63.759872,38.253445,871.559875,40.043472,-82.191940,1143.456299,77.673019,-250.074951,929.592529,243.492249,-257.206848,789.984924,240.368866,-252.087387,828.903687,239.241959
41,0.341667,-178.775452,-25.651308,-5.379880,39.770947,925.505859,53.467663,1.971996,,,,,,,,49.372486,922.479858,56.659252,31.700916,982.512329,63.728222,38.239414,871.525391,40.015530,-82.187935,1143.433228,77.642555,-250.045364,929.592957,243.489120,-257.188873,789.975464,240.364944,-252.068848,828.892944,239.237518
42,0.350000,-178.777847,-25.653494,-5.383663,39.761627,925.476624,53.426601,1.976146,,,,,,,,49.363472,922.451172,56.617878,31.688538,982.482727,63.686699,38.232857,871.495911,39.975246,-82.178780,1143.409668,77.610405,-250.025452,929.581299,243.486557,-257.172729,789.970337,240.369232,-252.045303,828.879333,239.241241
43,0.358333,-178.777924,-25.668583,-5.377071,39.760231,925.438843,53.393616,1.978104,,,,,,,,49.362621,922.412659,56.582500,31.695456,982.446228,63.652946,38.222595,871.457581,39.945423,-82.166740,1143.380371,77.575333,-250.003998,929.587891,243.485153,-257.149445,789.957031,240.362350,-252.038025,828.877563,239.242172
44,0.366667,-178.775970,-25.673784,-5.372379,39.760368,925.402893,53.363422,1.975294,,,,,,,,49.362839,922.375977,56.551422,31.700638,982.410889,63.623428,38.217613,871.421692,39.915443,-82.155411,1143.347900,77.532005,-249.979980,929.584961,243.477646,-257.139130,789.954834,240.352158,-252.014908,828.864929,239.229950
45,0.375000,-178.785614,-25.671125,-5.373639,39.759689,925.359497,53.336025,1.978869,,,,,,,,49.362064,922.333313,56.524956,31.698402,982.369019,63.586594,38.218578,871.376160,39.896557,-82.143181,1143.319946,77.492554,-249.961639,929.587219,243.479813,-257.117950,789.933777,240.346939,-252.004028,828.855652,239.227676
46,0.383333,-178.789597,-25.701782,-5.372945,39.747433,925.317444,53.305138,1.977163,,,,,,,,49.351513,922.291504,56.489155,31.691607,982.327759,63.555756,38.199154,871.333130,39.870525,-82.138260,1143.291138,77.447678,-249.943970,929.591187,243.472488,-257.109741,789.932251,240.348511,-251.999771,828.863159,239.234421
47,0.391667,-178.795715,-25.696470,-5.372026,39.735237,925.278992,53.272282,1.977789,,,,,,,,49.338974,922.253235,56.457527,31.679399,982.290649,63.515678,38.187309,871.293213,39.843655,-82.136086,1143.260986,77.397804,-249.920197,929.598694,243.466614,-257.096191,789.927673,240.330902,-251.982864,828.852661,239.223755
48,0.400000,-178.798065,-25.682751,-5.362499,39.724651,925.253418,53.239052,1.973011,,,,,,,,49.327168,922.226501,56.426910,31.675226,982.267395,63.474102,38.171535,871.266296,39.816166,-82.127144,1143.235596,77.352364,-249.909286,929.590881,243.458832,-257.074677,789.925598,240.335526,-251.973328,828.859863,239.226944
49,0.408333,-178.801895,-25.731731,-5.365641,39.711937,925.216064,53.201756,1.975571,,,,,,,,49.317375,922.190002,56.381550,31.667412,982.229919,63.441208,38.151005,871.228271,39.782532,-82.128204,1143.200562,77.297836,-249.888245,929.600525,243.445374,-257.058716,789.920105,240.325363,-251.956665,828.855530,239.222885
50,0.416667,-178.801010,-25.710070,-5.352276,39.696896,925.186401,53.161594,1.975281,,,,,,,,49.300484,922.158508,56.345234,31.660975,982.202881,63.393147,38.129204,871.197815,39.746426,-82.127312,1143.192383,77.254631,-249.877213,929.592346,243.437164,-257.060272,789.933655,240.327515,-251.947372,828.846741,239.207321
51,0.425000,-178.796112,-25.726097,-5.347939,39.684479,925.173950,53.123493,1.966378,,,,,,,,49.288773,922.145264,56.304272,31.654991,982.190430,63.360294,38.109650,871.186157,39.705933,-82.132195,1143.161377,77.212952,-249.868454,929.601257,243.428406,-257.040771,789.915710,240.314697,-251.941772,828.848633,239.205811
52,0.433333,-178.793381,-25.726595,-5.335835,39.664581,925.149963,53.087658,1.982442,,,,,,,,49.268341,922.119629,56.268452,31.646061,982.168457,63.322067,38.079323,871.161865,39.672485,-82.141632,1143.150024,77.178574,-249.858353,929.600708,243.428375,-257.042572,789.907715,240.311142,-251.938705,828.852539,239.199219
53,0.441667,-178.790710,-25.715824,-5.332405,39.646210,925.145264,53.050938,1.985207,,,,,,,,49.249199,922.114319,56.233463,31.629078,982.163940,63.285023,38.060329,871.157532,39.634357,-82.155296,1143.141846,77.142151,-249.856171,929.604614,243.423248,-257.039154,789.908264,240.302475,-251.942520,828.842285,239.195648
54,0.450000,-178.794495,-25.720972,-5.333386,39.639168,925.130493,53.023911,1.990939,,,,,,,,49.242493,922.099854,56.205753,31.621967,982.149658,63.255371,38.053020,871.141968,39.610630,-82.166573,1143.126709,77.112854,-249.852066,929.599976,243.417435,-257.029541,789.907898,240.296127,-251.930481,828.844299,239.192307
55,0.458333,-178.783905,-25.714033,-5.330374,39.625729,925.123047,53.003635,1.985976,,,,,,,,49.228527,922.091431,56.186138,31.610146,982.140930,63.243374,38.038498,871.136780,39.581417,-82.171394,1143.128540,77.084457,-249.841446,929.604431,243.429901,-257.021942,789.909851,240.293503,-251.932587,828.836731,239.198471
56,0.466667,-178.796341,-25.756317,-5.336116,39.617092,925.107239,52.993641,1.987370,,,,,,,,49.222546,922.077148,56.169601,31.603004,982.126038,63.229382,38.025703,871.118408,39.581959,-82.177559,1143.114258,77.058914,-249.846008,929.595825,243.425369,-257.019287,789.888123,240.290558,-251.933609,828.829041,239.198837
57,0.475000,-178.796234,-25.712301,-5.337457,39.608456,925.107178,52.984447,1.985422,,,,,,,,49.211479,922.077148,56.167751,31.586222,982.125854,63.214699,38.027641,871.118530,39.570908,-82.182755,1143.107056,77.052078,-249.846786,929.595764,243.441818,-257.026062,789.889648,240.296661,-251.939270,828.819519,239.204758
