,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,brazo,brazo,brazo,brazo,brazo,brazo,brazo,espalda,espalda,espalda,espalda,espalda,espalda,espalda,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker1,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker2,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 1:Marker3,Rigid Body 2:Marker1,Rigid Body 2:Marker1,Rigid Body 2:Marker1,Rigid Body 2:Marker2,Rigid Body 2:Marker2,Rigid Body 2:Marker2,Rigid Body 2:Marker3,Rigid Body 2:Marker3,Rigid Body 2:Marker3,MarkerSet:referencia,MarkerSet:referencia,MarkerSet:referencia
,,"A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","A811DC5D1BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","AF169C401BD611E85D0998737888968D","8392B20CF49E3573700000001","8392B20CF49E3573700000001","8392B20CF49E3573700000001","8392B20CF49E3573700000002","8392B20CF49E3573700000002","8392B20CF49E3573700000002","8392B20CF49E3573700000003","8392B20CF49E3573700000003","8392B20CF49E3573700000003","8392B20CF49E3573800000001","8392B20CF49E3573800000001","8392B20CF49E3573800000001","8392B20CF49E3573800000002","8392B20CF49E3573800000002","8392B20CF49E3573800000002","8392B20CF49E3573800000003","8392B20CF49E3573800000003","8392B20CF49E3573800000003","8392B20CF49E35717C915B400000000","8392B20CF49E35717C915B400000000","8392B20CF49E35717C915B400000000"
,,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Rotation,Rotation,Rotation,Position,Position,Position,Error Per Marker,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1255,10.458333,53.311012,11.952703,0.320967,45.774521,1080.963379,-16.966492,2.915063,2.452675,5.445089,-1.577178,-176.437943,830.425964,316.731171,2.599878,30.339191,1103.199341,23.775070,55.369747,1081.280396,-20.198828,51.917137,1057.708008,-52.737000,-173.017120,899.713135,321.516479,-176.890076,827.026733,314.490356,-179.334229,764.915344,314.322266,-42.736385,1171.441895,194.182037
1256,10.466667,52.299927,15.980896,0.831179,45.634686,1081.682983,-17.438343,2.915063,2.443927,5.553207,-1.588412,-176.423172,830.440369,316.702362,2.599878,30.094131,1103.636108,23.602781,54.443230,1083.436157,-22.092571,51.589966,1058.278931,-53.011448,-172.981476,899.737305,321.468781,-176.883453,827.039734,314.470337,-179.332138,764.920044,314.303009,-42.834679,1171.521484,194.175003
1257,10.475000,52.591263,15.556701,0.743307,45.378571,1082.198242,-17.640846,2.915063,2.432443,5.446228,-1.604149,-176.407059,830.455078,316.673798,2.599878,29.857725,1104.053833,23.441355,54.196606,1083.917603,-22.238949,51.303028,1058.912476,-53.285034,-172.946609,899.756775,321.431610,-176.872726,827.057983,314.445953,-179.329666,764.925720,314.278534,-42.927814,1171.609741,194.171494
1258,10.483333,53.734886,11.932393,0.211551,44.985554,1082.487061,-17.585745,2.915063,2.419019,5.406032,-1.608832,-176.407211,830.486511,316.650970,2.599878,29.619684,1104.478882,23.274126,54.533134,1082.858398,-20.881407,50.998211,1059.523315,-53.572716,-172.939087,899.802307,321.395966,-176.877411,827.086121,314.429565,-179.333328,764.944458,314.261383,-43.033829,1171.679810,194.183670
1259,10.491667,53.538990,13.680467,0.305011,44.841946,1083.257324,-18.091465,2.915063,2.441523,6.014679,-1.610624,-176.400894,830.508362,316.628143,2.599878,29.423267,1104.911743,23.131411,53.684669,1084.927124,-22.573004,50.652325,1060.114136,-53.864212,-172.908630,899.831909,321.360352,-176.880951,827.098633,314.417419,-179.341309,764.967834,314.240814,-43.133251,1171.766357,194.171051
1260,10.500000,53.381771,14.481140,0.373005,44.615047,1083.738647,-18.257904,2.915063,2.426390,5.916150,-1.624540,-176.396973,830.532715,316.606323,2.599878,29.221521,1105.364502,22.972281,53.476692,1085.377563,-22.725061,50.333679,1060.720703,-54.128021,-172.886826,899.868958,321.326660,-176.883728,827.118103,314.399139,-179.348969,764.982849,314.226624,-43.230526,1171.849609,194.172577
1261,10.508333,53.269932,15.125257,0.459255,44.394806,1084.234497,-18.418268,2.915063,2.415036,5.886552,-1.640725,-176.388748,830.558105,316.576752,2.599878,29.003294,1105.794556,22.839136,53.289951,1085.881836,-22.864855,50.059498,1061.320801,-54.380447,-172.862915,899.903687,321.285278,-176.868469,827.137329,314.370880,-179.363846,765.004028,314.207306,-43.334770,1171.939209,194.155640
1262,10.516667,53.847927,13.977188,0.257538,44.160297,1084.806763,-18.604130,2.915063,2.421608,6.209545,-1.646548,-176.386444,830.583313,316.549194,2.599878,28.761229,1106.239868,22.692575,53.113102,1086.431641,-22.977680,49.742580,1061.969482,-54.679604,-172.840393,899.937866,321.246552,-176.873947,827.166077,314.349487,-179.374313,765.015503,314.184296,-43.434490,1172.049805,194.138458
1263,10.525000,54.314625,12.825831,0.081861,43.921268,1085.341431,-18.802338,2.915063,2.394348,5.763772,-1.672556,-176.386307,830.611511,316.523987,2.599878,28.514206,1106.694214,22.508675,52.922348,1086.889404,-23.104897,49.461246,1062.603882,-54.947971,-172.824173,899.973389,321.213593,-176.868973,827.176392,314.321411,-179.395050,765.054260,314.169708,-43.538658,1172.148193,194.137848
1264,10.533333,55.595192,8.504429,-0.404356,43.819847,1085.632690,-18.723974,2.915063,2.394619,5.931318,-1.686777,-176.379471,830.633850,316.493500,2.599878,28.302900,1107.123779,22.384151,52.597164,1086.274292,-22.160500,49.108089,1063.227173,-55.219501,-172.791748,900.003052,321.172638,-176.869629,827.195862,314.293823,-179.406525,765.070984,314.146454,-43.643730,1172.251587,194.140610
1265,10.541667,56.082211,7.289197,-0.579555,43.557526,1086.172119,-18.875168,2.915063,2.396500,6.182005,-1.696613,-176.375595,830.649475,316.465485,2.599878,28.064930,1107.582886,22.276529,52.307724,1086.891113,-22.372128,48.838974,1063.823120,-55.402695,-172.766174,900.024902,321.132477,-176.870972,827.215332,314.267120,-179.419464,765.075562,314.128845,-43.728146,1172.366577,194.123611
1266,10.550000,56.390751,6.483752,-0.705709,43.121857,1086.657471,-18.862816,2.915063,2.399307,6.383713,-1.701626,-176.366699,830.678101,316.442413,2.599878,27.852495,1108.065918,22.171633,52.375782,1087.334961,-22.554129,48.522831,1064.497070,-55.676399,-172.744370,900.060791,321.100220,-176.864441,827.235596,314.245850,-179.421127,765.104736,314.112885,-43.837006,1172.474243,194.148590
1267,10.558333,56.604744,6.354630,-0.795405,42.862885,1087.222412,-19.032356,2.915063,2.391796,6.481054,-1.706581,-176.355362,830.696594,316.406891,2.599878,27.670012,1108.527466,22.049522,52.061756,1087.886353,-22.713438,48.231842,1065.174316,-55.937977,-172.721420,900.091919,321.050873,-176.857651,827.250610,314.214996,-179.417252,765.112183,314.085846,-43.957386,1172.576172,194.185501
1268,10.566667,56.754219,6.289390,-0.835409,42.600246,1087.784424,-19.204525,2.915063,2.368252,6.075856,-1.729304,-176.357269,830.724304,316.382477,2.599878,27.442215,1108.988647,21.932940,51.790115,1088.469849,-22.882292,47.956051,1065.798462,-56.155979,-172.706573,900.123962,321.025208,-176.860428,827.280640,314.184845,-179.435135,765.132690,314.068298,-44.064297,1172.694580,194.211655
1269,10.575000,56.360874,8.523881,-0.591888,42.497860,1088.532104,-19.418200,2.915063,2.379441,6.443039,-1.726058,-176.340759,830.740234,316.351776,2.599878,27.223862,1109.453613,21.822289,51.851639,1089.527344,-23.183781,47.649025,1066.419434,-56.371601,-172.682617,900.146301,320.985809,-176.845276,827.299622,314.159424,-179.425262,765.138000,314.040497,-44.163166,1172.805908,194.247910
1270,10.583333,56.551476,8.390263,-0.604980,42.323120,1089.110229,-19.549215,2.915063,2.367852,6.417068,-1.736103,-176.342926,830.761414,316.322449,2.599878,26.993065,1109.920654,21.698212,51.655529,1090.039551,-23.307705,47.331512,1067.111938,-56.591095,-172.673904,900.166626,320.944763,-176.846451,827.328125,314.127777,-179.439331,765.152588,314.025330,-44.273987,1172.912476,194.285400
1271,10.591667,56.828079,8.012075,-0.627799,42.165852,1089.717529,-19.689150,2.915063,2.357313,6.288701,-1.750464,-176.334106,830.775940,316.295044,2.599878,26.768000,1110.394287,21.577410,51.414509,1090.557373,-23.415665,47.055721,1067.812500,-56.861549,-172.649063,900.193481,320.912781,-176.841858,827.323486,314.099945,-179.442261,765.172974,314.002533,-44.365849,1173.020630,194.330688
1272,10.600000,57.087124,7.671624,-0.697815,41.991989,1090.312622,-19.797298,2.915063,2.354352,6.366668,-1.756757,-176.324005,830.797302,316.272186,2.599878,26.600628,1110.861938,21.506601,51.054157,1091.091553,-23.531910,46.779274,1068.463135,-57.079433,-172.628967,900.226685,320.888153,-176.830414,827.347168,314.070892,-179.443771,765.178894,313.987244,-44.466560,1173.132324,194.369980
1273,10.608333,57.272549,7.474282,-0.801012,41.732136,1090.877441,-19.940212,2.915063,2.336302,6.100951,-1.773811,-176.320847,830.817200,316.246582,2.599878,26.392689,1111.357788,21.419733,50.840843,1091.659790,-23.682262,46.458424,1069.111450,-57.280720,-172.612274,900.253784,320.855713,-176.827545,827.358032,314.047516,-179.454086,765.199646,313.965698,-44.558884,1173.225464,194.408508
1274,10.616667,57.307556,8.041848,-0.776594,41.770638,1091.535889,-20.253653,2.915063,2.321806,5.990302,-1.785486,-176.308945,830.829041,316.217651,2.599878,26.187441,1111.846069,21.348944,50.005497,1092.132446,-23.917229,46.170830,1069.773193,-57.452438,-172.589630,900.281433,320.821808,-176.812973,827.363037,314.014160,-179.455902,765.200745,313.945648,-44.636944,1173.312500,194.463608
1275,10.625000,57.651997,7.386395,-0.830727,41.403568,1092.088745,-20.132164,2.915063,2.327257,6.259396,-1.786568,-176.301956,830.846741,316.191406,2.599878,25.991982,1112.293335,21.256111,49.983036,1092.659912,-24.047794,45.876980,1070.495605,-57.688087,-172.574722,900.308960,320.789581,-176.803406,827.376770,313.984222,-179.459747,765.211853,313.928864,-44.720825,1173.401978,194.510834
1276,10.633333,57.856377,7.043584,-1.232244,40.553543,1092.438599,-20.480595,2.915063,2.301563,5.956080,-1.807179,-176.293945,830.863342,316.172363,2.599878,25.756365,1112.789185,21.152979,49.732525,1093.231812,-24.189972,45.549274,1071.197754,-57.919979,-172.548920,900.332886,320.758789,-176.797485,827.390076,313.964508,-179.467743,765.223145,313.921631,-44.794453,1173.489868,194.567780
1277,10.641667,57.729496,8.211273,-1.183787,40.513397,1093.113281,-20.843151,2.915063,2.308241,6.214581,-1.804031,-176.281021,830.872131,316.148560,2.599878,25.569147,1113.277344,21.087332,49.244106,1093.929565,-24.320215,45.277058,1071.805420,-58.084934,-172.532166,900.355530,320.729553,-176.783829,827.388550,313.942535,-179.459564,765.227600,313.901337,-44.879368,1173.573242,194.618378
1278,10.650000,57.787041,8.226587,-1.194802,40.047215,1093.594238,-20.766422,2.915063,2.280038,5.880278,-1.824752,-176.270081,830.888306,316.127106,2.599878,25.349184,1113.772217,21.004528,49.209160,1094.453369,-24.474451,44.959606,1072.486206,-58.239101,-172.506012,900.380737,320.695557,-176.771133,827.403320,313.922577,-179.466003,765.234802,313.890320,-44.964066,1173.667236,194.680557
1279,10.658333,58.020073,8.473334,-1.283836,39.999138,1094.324707,-21.109503,2.915063,2.265982,5.798567,-1.830412,-176.258575,830.911499,316.113403,2.599878,25.159161,1114.244507,20.936415,48.706470,1095.167603,-24.611563,44.672131,1073.231689,-58.467209,-172.490448,900.413086,320.672485,-176.756714,827.427124,313.909760,-179.461563,765.246765,313.884552,-45.049263,1173.756226,194.745911
1280,10.666667,58.455246,7.255312,-1.475117,39.624825,1094.787354,-21.078003,2.915063,2.259522,5.891790,-1.834591,-176.252655,830.926758,316.093475,2.599878,24.965925,1114.721436,20.868444,48.959274,1095.614136,-24.840405,44.346630,1073.918091,-58.680355,-172.473694,900.442139,320.640778,-176.755493,827.437866,313.893921,-179.462051,765.251099,313.871735,-45.169701,1173.848999,194.820450
1281,10.675000,58.372944,8.481647,-1.450849,39.453953,1095.517578,-21.387350,2.915063,2.243255,5.751316,-1.846471,-176.239151,830.934326,316.082886,2.599878,24.737415,1115.213501,20.818678,48.162399,1096.402222,-24.881453,44.009865,1074.580688,-58.868050,-172.452484,900.465942,320.623230,-176.733795,827.438477,313.883606,-179.464905,765.247559,313.867279,-45.236629,1173.952148,194.912659
1282,10.683333,58.254406,9.547497,-1.389797,39.196411,1096.120239,-21.518759,2.915063,2.234617,5.783749,-1.853173,-176.228378,830.948730,316.071350,2.599878,24.535576,1115.688477,20.778826,47.899841,1097.009644,-25.002539,43.714703,1075.241821,-59.002159,-172.430664,900.486084,320.598328,-176.726578,827.451477,313.875732,-179.461685,765.256775,313.864960,-45.338428,1174.062500,194.954514
1283,10.691667,58.540543,9.237617,-1.480593,38.958786,1096.710449,-21.621943,2.915063,2.246098,6.182175,-1.853007,-176.218445,830.963379,316.058716,2.599878,24.330734,1116.159546,20.703863,47.678829,1097.578613,-25.083424,43.414833,1075.987793,-59.210777,-172.408127,900.511963,320.574005,-176.719284,827.460754,313.869659,-179.462250,765.264099,313.856873,-45.435177,1174.176147,195.025543
1284,10.700000,58.763000,8.944599,-1.585441,38.677498,1097.318481,-21.739708,2.915063,2.232302,6.100585,-1.867763,-176.210480,830.973694,316.046021,2.599878,24.094625,1116.671387,20.631702,47.389328,1098.225220,-25.224001,43.069302,1076.677856,-59.398205,-172.384705,900.530701,320.548981,-176.710129,827.466858,313.860779,-179.470963,765.269287,313.852509,-45.510181,1174.272095,195.094360
1285,10.708333,58.954628,8.800675,-1.685644,38.394321,1097.900391,-21.885134,2.915063,2.220508,6.183179,-1.881595,-176.191513,830.987305,316.032623,2.599878,23.876308,1117.154541,20.567535,47.124802,1098.827393,-25.389820,42.734623,1077.330933,-59.586555,-172.342682,900.560242,320.518005,-176.697937,827.473450,313.849091,-179.468719,765.272400,313.854279,-45.596432,1174.371948,195.179947
1286,10.716667,59.120457,8.781023,-1.744211,38.121132,1098.475342,-22.001017,2.915063,2.191331,5.830379,-1.909882,-176.178696,831.004089,316.028809,2.599878,23.657709,1117.619141,20.516970,46.838223,1099.405884,-25.516302,42.427422,1077.994751,-59.711666,-172.306335,900.589905,320.503357,-176.682800,827.479614,313.842834,-179.481979,765.285645,313.863403,-45.675617,1174.469604,195.262619
1287,10.725000,59.249268,8.979179,-1.783023,37.858761,1099.074707,-22.110943,2.915063,2.194164,6.111204,-1.920713,-176.155777,831.017761,316.013428,2.599878,23.445683,1118.088623,20.458181,46.543537,1100.024902,-25.636881,42.133152,1078.700073,-59.871555,-172.257401,900.614441,320.469482,-176.669510,827.493591,313.840973,-179.475998,765.286865,313.852509,-45.756454,1174.567139,195.339005
1288,10.733333,59.352978,9.175403,-1.818746,37.596363,1099.673828,-22.221064,2.915063,2.180521,6.052169,-1.941239,-176.131317,831.029968,315.995361,2.599878,23.224400,1118.584717,20.402035,46.279789,1100.626709,-25.712400,41.830360,1079.375244,-60.073586,-172.208221,900.648621,320.444580,-176.645782,827.489624,313.817413,-179.475723,765.290710,313.845795,-45.829628,1174.663818,195.403366
1289,10.741667,59.459736,9.339571,-1.876115,37.337349,1100.236450,-22.319277,2.915063,2.184596,6.377560,-1.944741,-176.110687,831.047607,315.984222,2.599878,23.022270,1119.056396,20.381948,46.063065,1101.169800,-25.788338,41.489483,1080.031128,-60.228737,-172.172699,900.682800,320.420227,-176.626389,827.502869,313.809204,-179.469284,765.293945,313.844086,-45.909153,1174.752075,195.461807
1290,10.750000,59.622635,9.522557,-1.970846,37.052292,1100.807373,-22.412388,2.915063,2.180984,6.471752,-1.958080,-176.085541,831.060303,315.963409,2.599878,22.815712,1119.489014,20.368769,45.766113,1101.801025,-25.910824,41.115463,1080.684937,-60.384869,-172.126022,900.707214,320.388153,-176.606323,827.508667,313.793335,-179.460938,765.300842,313.829376,-45.977768,1174.847412,195.532196
1291,10.758333,59.732189,9.656369,-1.999442,36.772827,1101.369873,-22.504974,2.915063,2.147972,6.154241,-1.984991,-176.056076,831.073547,315.954559,2.599878,22.571266,1119.942993,20.313742,45.473038,1102.378662,-26.029795,40.831207,1081.328613,-60.497463,-172.071609,900.732178,320.363159,-176.577988,827.519775,313.781036,-179.455582,765.302307,313.839172,-46.045238,1174.937622,195.597702
1292,10.766667,59.880707,9.776852,-2.063890,36.497036,1101.954468,-22.611280,2.915063,2.144399,6.244270,-1.992631,-176.028366,831.088928,315.935486,2.599878,22.357246,1120.419189,20.264807,45.181213,1102.963501,-26.155918,40.502369,1082.034546,-60.671837,-172.029709,900.762573,320.335876,-176.554031,827.525208,313.763763,-179.438950,765.311584,313.826172,-46.120564,1175.024902,195.656372
1293,10.775000,60.010036,9.883475,-2.150036,36.217228,1102.512085,-22.718725,2.915063,2.127156,6.193223,-2.010339,-176.006042,831.098999,315.917175,2.599878,22.165821,1120.875488,20.223499,44.871746,1103.519775,-26.242554,40.160179,1082.660767,-60.810982,-171.988037,900.791138,320.302155,-176.526611,827.532410,313.750214,-179.441269,765.303589,313.817566,-46.191273,1175.116699,195.729675
1294,10.783333,60.125214,9.945171,-2.218462,35.922756,1103.054077,-22.824076,2.915063,2.123768,6.195842,-2.023223,-175.982239,831.106506,315.905426,2.599878,21.932617,1121.330933,20.165470,44.578316,1104.074219,-26.331425,39.800583,1083.265747,-60.961754,-171.945724,900.810974,320.289917,-176.508163,827.533264,313.735382,-179.431015,765.303833,313.808868,-46.255886,1175.207520,195.793228
1295,10.791667,60.636051,8.291257,-2.464849,35.451687,1103.440674,-22.666374,2.915063,2.117017,6.256340,-2.038737,-175.954224,831.119202,315.894562,2.599878,21.722683,1121.742188,20.118727,44.592690,1104.501343,-26.431503,39.443851,1083.904541,-61.123848,-171.895172,900.833801,320.267365,-176.483658,827.538513,313.724731,-179.422104,765.313171,313.809174,-46.325199,1175.299683,195.857758
1296,10.800000,60.708355,8.896518,-2.474386,35.380749,1104.084351,-22.994570,2.915063,2.113026,6.354091,-2.046030,-175.935959,831.124878,315.885651,2.599878,21.489313,1122.165527,20.070488,44.035496,1105.145752,-26.498795,39.151371,1084.481323,-61.232777,-171.866333,900.847168,320.248077,-176.463303,827.543152,313.717010,-179.416962,765.310669,313.808838,-46.394718,1175.406616,195.925720
1297,10.808333,60.686417,9.709804,-2.480980,35.082954,1104.627563,-23.108290,2.915063,2.107432,6.341895,-2.059378,-175.911041,831.134399,315.869934,2.599878,21.276279,1122.572632,20.021875,43.715893,1105.693848,-26.597441,38.787544,1085.114990,-61.371208,-171.823059,900.868652,320.227112,-176.440887,827.551575,313.705963,-179.408157,765.307617,313.793152,-46.470291,1175.494141,196.002441
1298,10.816667,60.663315,10.378709,-2.504504,34.797802,1105.125977,-23.204048,2.915063,2.110421,6.659285,-2.066634,-175.890717,831.141907,315.855042,2.599878,21.071075,1122.971680,19.995003,43.427944,1106.188477,-26.716263,38.436771,1085.691406,-61.509132,-171.781097,900.894653,320.199463,-176.427689,827.549805,313.687469,-179.402893,765.303589,313.793732,-46.544964,1175.577515,196.057449
1299,10.825000,60.852375,10.273378,-2.639488,34.529415,1105.574463,-23.276548,2.915063,2.074306,6.215484,-2.088937,-175.867584,831.149292,315.844757,2.599878,20.898401,1123.340698,19.985369,43.142498,1106.626953,-26.786209,38.090168,1086.229370,-61.658710,-171.744736,900.921814,320.180511,-176.398193,827.547668,313.675995,-179.399734,765.298584,313.792542,-46.613350,1175.665771,196.114441
1300,10.833333,61.022675,10.123526,-2.714810,34.265083,1106.053955,-23.335526,2.915063,2.088366,6.564410,-2.094814,-175.845703,831.162354,315.834320,2.599878,20.688900,1123.723999,19.966591,42.857468,1107.137817,-26.822239,37.791313,1086.772217,-61.741112,-171.704208,900.937805,320.159454,-176.380814,827.561768,313.673553,-179.392242,765.307251,313.784607,-46.676815,1175.736450,196.158264
1301,10.841667,61.229137,9.996619,-2.820988,34.011528,1106.518677,-23.391508,2.915063,2.046441,6.080254,-2.118357,-175.823563,831.169739,315.823029,2.599878,20.505753,1124.076904,19.947788,42.601646,1107.590454,-26.880146,37.466644,1087.341064,-61.832607,-171.669159,900.959473,320.137451,-176.351700,827.558838,313.651276,-179.390198,765.308838,313.794312,-46.728138,1175.797363,196.214996
1302,10.850000,61.384899,9.899154,-2.943785,33.759258,1106.931274,-23.454115,2.915063,2.048944,6.290524,-2.126280,-175.798233,831.177185,315.817291,2.599878,20.324766,1124.410767,19.934004,42.358936,1108.010742,-26.975750,37.120880,1087.824951,-61.945023,-171.624512,900.970825,320.118378,-176.334732,827.567444,313.650208,-179.376007,765.310913,313.797211,-46.777328,1175.880249,196.236099
1303,10.858333,61.555244,9.887254,-3.074745,33.472916,1107.343140,-23.543438,2.915063,2.042169,6.378359,-2.129757,-175.780319,831.184326,315.805511,2.599878,20.137598,1124.725952,19.910791,42.074860,1108.470947,-27.088642,36.736012,1088.311523,-62.105896,-171.598755,900.984070,320.095306,-176.318588,827.579468,313.636719,-179.364471,765.305603,313.797699,-46.823517,1175.936401,196.286072
1304,10.866667,61.646366,10.066745,-3.134955,33.195072,1107.776855,-23.630144,2.915063,2.033964,6.442948,-2.140244,-175.764206,831.190063,315.797211,2.599878,19.920380,1125.059570,19.870295,41.804611,1108.936523,-27.167915,36.395191,1088.796021,-62.208115,-171.566284,901.003479,320.073303,-176.304169,827.574280,313.631226,-179.363159,765.307861,313.800140,-46.874443,1175.990356,196.331085
1305,10.875000,61.741013,10.266789,-3.209780,32.916420,1108.201782,-23.714388,2.915063,2.033994,6.550367,-2.144969,-175.754288,831.201111,315.791687,2.599878,19.713327,1125.399414,19.849075,41.524113,1109.355225,-27.248919,36.044598,1089.278442,-62.325657,-171.545410,901.026245,320.063416,-176.297516,827.586670,313.627655,-179.361343,765.303406,313.796082,-46.909218,1176.042847,196.382339
1306,10.883333,61.817169,10.458396,-3.262696,32.652859,1108.596069,-23.792215,2.915063,2.019370,6.516366,-2.156092,-175.738174,831.211243,315.786621,2.599878,19.521654,1125.711548,19.833128,41.261852,1109.743164,-27.332813,35.746872,1089.750000,-62.433331,-171.518600,901.042053,320.046265,-176.276566,827.597717,313.617004,-179.360931,765.306396,313.808533,-46.947319,1176.097778,196.421860
1307,10.891667,61.958893,10.603331,-3.359468,32.369270,1109.011230,-23.865303,2.915063,1.991181,6.153411,-2.171789,-175.734863,831.228149,315.785004,2.599878,19.316114,1126.028442,19.812859,40.990112,1110.130127,-27.385443,35.351871,1090.290894,-62.602074,-171.505600,901.079895,320.041504,-176.270721,827.607971,313.615814,-179.370285,765.306580,313.808807,-46.977306,1176.144653,196.457153
1308,10.900000,62.117954,10.684331,-3.458315,32.079662,1109.430298,-23.943472,2.915063,2.000677,6.448519,-2.184613,-175.728241,831.237122,315.788696,2.599878,19.110441,1126.331421,19.799036,40.695190,1110.574951,-27.486324,34.992039,1090.796753,-62.736183,-171.469833,901.090332,320.034546,-176.277039,827.614441,313.618195,-179.380142,765.316223,313.824341,-47.019707,1176.189209,196.499191
1309,10.908333,62.265999,10.757392,-3.604022,31.783335,1109.829468,-24.029684,2.915063,2.004915,6.680361,-2.188055,-175.729980,831.250793,315.789124,2.599878,18.926600,1126.640625,19.784210,40.383877,1110.993286,-27.606964,34.597633,1091.265625,-62.871964,-171.460541,901.112793,320.025848,-176.278000,827.631348,313.620453,-179.393738,765.316040,313.831451,-47.058720,1176.233887,196.524185
1310,10.916667,62.376484,10.806231,-3.722691,31.486261,1110.235352,-24.114693,2.915063,1.990460,6.549989,-2.201956,-175.730392,831.262024,315.790100,2.599878,18.727680,1126.973511,19.749453,40.067196,1111.420898,-27.710707,34.226597,1091.721313,-62.971802,-171.443665,901.136902,320.019897,-176.285294,827.634827,313.623016,-179.404999,765.321045,313.837250,-47.077530,1176.276489,196.558334
1311,10.925000,62.530178,10.848782,-3.870280,31.168253,1110.650269,-24.207533,2.915063,1.995842,6.770781,-2.206605,-175.723297,831.275635,315.791809,2.599878,18.518137,1127.299438,19.700905,39.742886,1111.832520,-27.822166,33.786953,1092.226440,-63.118309,-171.424240,901.163574,320.018829,-176.278030,827.647827,313.618988,-179.410995,765.320007,313.846710,-47.109303,1176.312378,196.582703
1312,10.933333,62.686096,10.877624,-3.996788,30.851458,1111.058960,-24.301203,2.915063,1.973938,6.630750,-2.224303,-175.723145,831.293945,315.792145,2.599878,18.299969,1127.606323,19.661676,39.428772,1112.267456,-27.914286,33.382477,1092.699341,-63.253941,-171.402664,901.193970,320.003021,-176.284409,827.657837,313.620819,-179.425751,765.333435,313.861176,-47.130436,1176.352051,196.605225
1313,10.941667,62.833649,10.889298,-4.119776,30.533541,1111.473633,-24.407499,2.915063,1.982868,6.939344,-2.232393,-175.713470,831.301697,315.786377,2.599878,18.080353,1127.932007,19.599466,39.116322,1112.679443,-28.014629,32.963692,1093.203247,-63.426079,-171.373581,901.214111,319.984985,-176.276505,827.660522,313.622162,-179.434036,765.332275,313.859985,-47.159580,1176.384033,196.630768
1314,10.950000,63.016926,10.848117,-4.237752,30.213326,1111.895752,-24.533278,2.915063,1.964720,6.764638,-2.253397,-175.698395,831.313782,315.787445,2.599878,17.847773,1128.250488,19.529253,38.792969,1113.076172,-28.150528,32.559811,1093.745728,-63.579647,-171.333099,901.248901,319.983673,-176.267807,827.663574,313.618195,-179.438675,765.327942,313.867493,-47.179832,1176.418335,196.645691
1315,10.958333,63.203865,10.823926,-4.390816,29.877823,1112.310425,-24.657431,2.915063,1.961542,6.841259,-2.266715,-175.685822,831.330933,315.777740,2.599878,17.635365,1128.555176,19.479040,38.415016,1113.499146,-28.278500,32.124340,1094.239502,-63.725056,-171.300262,901.272156,319.964569,-176.259338,827.675354,313.607483,-179.442322,765.343872,313.868042,-47.197292,1176.458618,196.661331
1316,10.966667,63.344891,10.812461,-4.532350,29.526737,1112.727905,-24.780413,2.915063,1.965915,7.148038,-2.279083,-175.671158,831.343933,315.774139,2.599878,17.403721,1128.892700,19.420483,38.042843,1113.950073,-28.403044,31.686485,1094.708862,-63.915192,-171.260208,901.292297,319.943451,-176.248642,827.691650,313.606873,-179.449356,765.344666,313.878357,-47.210880,1176.502319,196.667618
1317,10.975000,63.485931,10.816234,-4.663489,29.177298,1113.133057,-24.903099,2.915063,1.971205,7.307575,-2.290429,-175.648087,831.364136,315.762207,2.599878,17.155184,1129.217651,19.354448,37.704052,1114.364136,-28.538734,31.248211,1095.182129,-64.086411,-171.214905,901.332153,319.930023,-176.232605,827.701538,313.595551,-179.441956,765.353333,313.866486,-47.231781,1176.545532,196.671249
1318,10.983333,63.627380,10.826138,-4.803572,28.838669,1113.532349,-25.026396,2.915063,1.945191,7.059443,-2.310913,-175.624573,831.379028,315.749237,2.599878,16.920204,1129.542480,19.272934,37.401615,1114.736694,-28.667360,30.794144,1095.676636,-64.250793,-171.171509,901.360352,319.905975,-176.210876,827.706726,313.580017,-179.436859,765.363220,313.866638,-47.257034,1176.593140,196.676804
