Sample,Hour,Minute,Sec,Stamp,Quat1,Quat2,Quat3,Quat4,AccX,AccY,AccZ,Stamp2,Quat2_1,Quat2_2,Quat2_3,Quat2_4,Acc2_X,Acc2_Y,Acc2_Z,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Frame,Time,realTime,BrazoX,BrazoY,BrazoZ,angBrazoX,angBrazoY,angBrazoZ,EspaldaX,EspaldaY,EspaldaZ,refX,refY,refZ,type
12,16,53,55.521,4298.64,0.710589,0.003613,0.675663,-0.196291,-0.94343,0.26964,-0.08822,4295.48,0.730642,-0.193377,0.529404,-0.385356,-0.90426,0.11987,-0.37741,2.17,2.64,2.73,2.76,3.16,3.02,3.02,3.83,3.16,3.88,4,3.91,3.75,3.82,3.72,2205,9.1875,60835.5245,308.728729,969.638245,-138.715378,1.0979880267976,2.45501262007555,2.0274639572021,37.206226,808.536682,165.414856,184.647995,1180.373413,-18.566044,"CRUZEXT"
13,16,53,55.573,4298.66,0.710578,0.003573,0.675646,-0.196389,-0.94209,0.26939,-0.08955,4295.5,0.730701,-0.193585,0.529178,-0.385448,-0.90803,0.12094,-0.37992,2.16,2.64,2.73,2.76,3.17,3.02,3.02,3.84,3.16,3.88,4,3.9,3.74,3.82,3.72,2217,9.2375,60835.5745,308.547241,969.369629,-138.74942,1.09856017295715,2.45582118951688,2.0270482282464,37.194168,808.517578,165.410172,184.589462,1180.271362,-18.686405,"CRUZEXT"
14,16,53,55.578,4298.68,0.710606,0.003504,0.675597,-0.196456,-0.9421,0.26941,-0.08864,4295.52,0.730731,-0.193746,0.529027,-0.385519,-0.9088,0.12265,-0.38149,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2218,9.241667,60835.578667,308.543091,969.357178,-138.754517,1.09857966411687,2.45587076825775,2.02700675476631,37.197212,808.515259,165.406616,184.589905,1180.2677,-18.701515,"CRUZEXT"
15,16,53,55.594,4298.7,0.71062,0.003379,0.675566,-0.196515,-0.94428,0.26801,-0.09124,4295.54,0.730792,-0.193774,0.528946,-0.385501,-0.90834,0.12575,-0.3818,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.74,3.82,3.72,2222,9.258333,60835.595333,308.528381,969.30188,-138.765457,1.09860863117703,2.4560064252175,2.02686830656939,37.193695,808.501404,165.393784,184.574173,1180.249512,-18.738529,"CRUZEXT"
16,16,53,55.599,4298.72,0.710648,0.00328,0.675506,-0.196624,-0.94608,0.26568,-0.08943,4295.56,0.730933,-0.193628,0.528828,-0.385468,-0.90609,0.12582,-0.37805,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2223,9.2625,60835.5995,308.515717,969.291016,-138.767975,1.09867384867586,2.45608613501131,2.0268363219528,37.182999,808.503113,165.388123,184.582047,1180.244385,-18.753433,"CRUZEXT"
17,16,53,55.631,4298.74,0.710675,0.003171,0.675444,-0.19674,-0.94336,0.26632,-0.09047,4295.58,0.730961,-0.193619,0.528784,-0.385482,-0.90498,0.1234,-0.37952,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.74,3.82,3.72,2231,9.295833,60835.632833,308.50827,969.212524,-138.781326,1.09855040941313,2.45623741031913,2.02652229769017,37.146309,808.490479,165.346832,184.539246,1180.201172,-18.8384,"CRUZEXT"
18,16,53,55.636,4298.76,0.710688,0.003093,0.67542,-0.196777,-0.94331,0.26594,-0.0908,4295.6,0.731212,-0.193689,0.528412,-0.385479,-0.90627,0.1204,-0.3798,2.17,2.64,2.73,2.76,3.16,3.02,3.02,3.83,3.16,3.89,4,3.9,3.75,3.82,3.72,2232,9.3,60835.637,308.51355,969.211365,-138.776535,1.09851378211048,2.45624217791685,2.0264788385675,37.146,808.481873,165.337677,184.534363,1180.203003,-18.843012,"CRUZEXT"
19,16,53,55.691,4298.78,0.710679,0.003056,0.675411,-0.196841,-0.94456,0.26589,-0.09167,4295.62,0.731261,-0.193628,0.528392,-0.385445,-0.90548,0.1194,-0.38077,2.17,2.64,2.73,2.76,3.16,3.02,3.01,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2245,9.354167,60835.691167,308.520844,969.137695,-138.750305,1.09827802005802,2.4565575078314,2.02584579376878,37.097492,808.496826,165.259689,184.498001,1180.160645,-18.984819,"CRUZEXT"
20,16,53,55.696,4298.8,0.710642,0.003052,0.67547,-0.196775,-0.94439,0.26449,-0.09056,4295.64,0.73136,-0.193375,0.528471,-0.385274,-0.90377,0.11944,-0.37816,2.17,2.64,2.73,2.76,3.17,3.02,3.01,3.83,3.16,3.88,4,3.91,3.75,3.82,3.72,2247,9.3625,60835.6995,308.513275,969.11908,-138.749939,1.09830032001843,2.45661901322078,2.02579235006238,37.085678,808.491699,165.254395,184.498596,1180.147949,-19.000193,"CRUZEXT"
21,16,53,55.715,4298.82,0.710627,0.003078,0.675482,-0.196785,-0.94343,0.26547,-0.09119,4295.66,0.731461,-0.19309,0.528547,-0.385122,-0.90308,0.12329,-0.37767,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2251,9.379167,60835.716167,308.4888,969.072449,-138.760132,1.09838751043123,2.45678037667478,2.02568157183175,37.084064,808.4729,165.248688,184.48996,1180.138184,-19.032368,"CRUZEXT"
22,16,53,55.72,4298.84,0.710625,0.003105,0.675488,-0.196773,-0.94407,0.26864,-0.09145,4295.68,0.731513,-0.193074,0.528508,-0.385084,-0.90306,0.12083,-0.37517,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2252,9.383333,60835.720333,308.482147,969.059998,-138.766678,1.09841486821368,2.45681089347344,2.0256717775972,37.088341,808.462463,165.24379,184.491745,1180.12793,-19.043049,"CRUZEXT"
23,16,53,55.77,4298.86,0.710487,0.003182,0.675603,-0.19687,-0.94517,0.2704,-0.08732,4295.7,0.731468,-0.193379,0.528411,-0.38515,-0.90084,0.12097,-0.37111,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,3.99,3.9,3.75,3.82,3.72,2264,9.433333,60835.770333,308.3591,968.870056,-138.882431,1.09893440258539,2.45736666847789,2.02551511397085,37.072021,808.462402,165.23439,184.48465,1180.051025,-19.187361,"CRUZEXT"
24,16,53,55.775,4298.88,0.71049,0.00316,0.675579,-0.196942,-0.94144,0.26967,-0.09148,4295.72,0.731452,-0.193446,0.52842,-0.385135,-0.90002,0.11618,-0.37212,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2266,9.441667,60835.778667,308.320099,968.826904,-138.904312,1.09910280421448,2.45751896032249,2.02549885115826,37.074043,808.461548,165.237961,184.483765,1180.038818,-19.210552,"CRUZEXT"
25,16,53,55.796,4298.9,0.71042,0.003133,0.675618,-0.197064,-0.93841,0.2677,-0.09136,4295.74,0.73141,-0.193568,0.528411,-0.385166,-0.90262,0.12068,-0.37378,2.17,2.64,2.73,2.76,3.17,3.02,3.01,3.83,3.16,3.88,4,3.9,3.74,3.82,3.72,2271,9.4625,60835.7995,308.234161,968.737549,-138.966064,1.09937666958219,2.45776613011015,2.02547295448754,37.081802,808.469482,165.237778,184.452637,1180.011963,-19.267349,"CRUZEXT"
26,16,53,55.801,4298.92,0.710383,0.003072,0.67563,-0.197157,-0.94435,0.26967,-0.09075,4295.76,0.731358,-0.193789,0.528303,-0.385301,-0.90852,0.12183,-0.37981,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2272,9.466667,60835.803667,308.217377,968.728821,-138.974289,1.09942634607359,2.45781928584193,2.02545791970853,37.082241,808.46344,165.241745,184.447235,1180.01355,-19.278597,"CRUZEXT"
27,16,53,55.83,4298.94,0.710357,0.003054,0.675634,-0.197236,-0.94573,0.27096,-0.08953,4295.78,0.73128,-0.19408,0.528168,-0.385489,-0.90918,0.11865,-0.38511,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.84,3.16,3.89,4,3.9,3.74,3.82,3.72,2279,9.495833,60835.832833,308.124298,968.685608,-139.002609,1.09956993081774,2.45800545678926,2.02537407155843,37.083511,808.472839,165.267242,184.392853,1179.99585,-19.331152,"CRUZEXT"
28,16,53,55.853,4298.96,0.71031,0.003029,0.675673,-0.197274,-0.94531,0.27148,-0.09052,4295.8,0.731601,-0.194349,0.527573,-0.385558,-0.90935,0.11555,-0.38672,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.91,3.75,3.82,3.72,2284,9.516667,60835.853667,308.075684,968.682129,-138.991577,1.09954470729633,2.45809496489014,2.02523709168411,37.080627,808.476501,165.276459,184.341095,1180.002686,-19.356546,"CRUZEXT"
29,16,53,55.858,4298.98,0.710298,0.002982,0.675671,-0.197325,-0.94266,0.26974,-0.08934,4295.82,0.731618,-0.19427,0.527599,-0.385531,-0.90648,0.11696,-0.38203,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.91,3.74,3.82,3.72,2286,9.525,60835.862,308.055176,968.683411,-138.988388,1.09950195188254,2.4580607309292,2.02523574046207,37.084183,808.472534,165.279785,184.311508,1179.99585,-19.354948,"CRUZEXT"
30,16,53,55.908,4299,0.710266,0.002885,0.675693,-0.197365,-0.94114,0.26747,-0.09113,4295.84,0.731652,-0.194118,0.527634,-0.385494,-0.90367,0.12104,-0.3792,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2298,9.575,60835.912,307.906891,968.626526,-138.985245,1.09952181890905,2.45819911682827,2.02508429784306,37.077599,808.450623,165.306503,184.165482,1179.967163,-19.386412,"CRUZEXT"
31,16,53,55.913,4299.02,0.710222,0.002779,0.675714,-0.197454,-0.9413,0.26742,-0.08937,4295.86,0.731711,-0.193955,0.527617,-0.385487,-0.90001,0.12179,-0.37641,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2299,9.579167,60835.916167,307.893921,968.62146,-138.987244,1.099519933298,2.45823066114626,2.02504319287427,37.084965,808.439636,165.305603,184.155411,1179.961792,-19.401722,"CRUZEXT"
32,16,53,55.931,4299.04,0.710199,0.002735,0.675716,-0.19753,-0.94268,0.2665,-0.09117,4295.88,0.731692,-0.193945,0.527592,-0.385563,-0.90126,0.12013,-0.3764,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2303,9.595833,60835.932833,307.839905,968.578491,-139.017456,1.09956236674427,2.45825350440122,2.02505836056334,37.066734,808.432007,165.324219,184.097778,1179.946533,-19.414764,"CRUZEXT"
33,16,53,55.956,4299.06,0.710135,0.002706,0.675774,-0.197561,-0.94378,0.26885,-0.09086,4295.9,0.731665,-0.194007,0.527505,-0.385702,-0.90208,0.12057,-0.37181,2.17,2.64,2.73,2.77,3.17,3.02,3.01,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2309,9.620833,60835.957833,307.73819,968.48999,-139.079788,1.09982388584741,2.45843196316915,2.02510500390708,37.046768,808.403198,165.326279,184.042694,1179.917603,-19.449341,"CRUZEXT"
34,16,53,55.961,4299.08,0.710086,0.00262,0.6758,-0.19765,-0.94313,0.26899,-0.09052,4295.92,0.731582,-0.194142,0.527417,-0.385913,-0.89969,0.11973,-0.37211,2.17,2.64,2.73,2.76,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2310,9.625,60835.962,307.724701,968.478455,-139.086838,1.09988152833817,2.45847148898521,2.02511503566411,37.038784,808.400269,165.31871,184.044724,1179.910278,-19.4554,"CRUZEXT"
35,16,53,56.012,4299.1,0.709983,0.002541,0.675889,-0.197719,-0.94162,0.268,-0.09103,4295.94,0.731461,-0.194261,0.527386,-0.386124,-0.89922,0.11909,-0.37392,2.17,2.64,2.73,2.76,3.16,3.02,3.01,3.83,3.16,3.89,4,3.9,3.75,3.82,3.72,2322,9.675,60836.012,307.565826,968.287109,-139.224579,1.10015549828859,2.45870250171247,2.02510909154873,36.983212,808.356445,165.328796,183.916809,1179.81958,-19.560144,"CRUZEXT"
36,16,53,56.017,4299.12,0.709948,0.002461,0.675909,-0.197775,-0.94235,0.26876,-0.09106,4295.96,0.731423,-0.194191,0.52737,-0.386252,-0.89952,0.11949,-0.37905,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.74,3.82,3.72,2324,9.683333,60836.020333,307.552979,968.261536,-139.247177,1.10014576390026,2.45871009704769,2.02508968522098,36.985378,808.336548,165.331131,183.896973,1179.803223,-19.583023,"CRUZEXT"
37,16,53,56.035,4299.14,0.709918,0.002444,0.675943,-0.197767,-0.94329,0.2659,-0.0908,4295.98,0.73138,-0.193971,0.5274,-0.386404,-0.90337,0.1174,-0.38089,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.88,4,3.9,3.75,3.82,3.72,2328,9.7,60836.037,307.525909,968.233093,-139.292847,1.10005230926751,2.45860059641199,2.02512983268106,36.967884,808.316956,165.336441,183.842667,1179.763672,-19.614479,"CRUZEXT"
38,16,53,56.04,4299.16,0.709857,0.002405,0.676012,-0.197752,-0.94387,0.26789,-0.09065,4296,0.731382,-0.193755,0.527305,-0.386639,-0.90555,0.11448,-0.38255,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.9,3.75,3.82,3.72,2329,9.704167,60836.041167,307.518158,968.233643,-139.305603,1.10003300181922,2.4585805768414,2.02513489449723,36.971359,808.304016,165.335495,183.833313,1179.755493,-19.628984,"CRUZEXT"
39,16,53,56.091,4299.18,0.709778,0.002357,0.67608,-0.197801,-0.94322,0.26794,-0.08798,4296.02,0.731272,-0.193508,0.527299,-0.386979,-0.91237,0.12784,-0.38041,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2341,9.754167,60836.091167,307.571686,968.436951,-139.40802,1.09898640223957,2.45731515584492,2.02563240199618,36.899956,808.254822,165.344131,183.632553,1179.740845,-19.609512,"CRUZEXT"
40,16,53,56.096,4299.2,0.709696,0.002306,0.676142,-0.197886,-0.94242,0.2692,-0.0904,4296.04,0.731067,-0.193016,0.527574,-0.387234,-0.91197,0.13707,-0.38567,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2343,9.7625,60836.0995,307.602844,968.486206,-139.407486,1.09874894545372,2.45710845196014,2.02564532550632,36.890041,808.250061,165.338516,183.607224,1179.752441,-19.60696,"CRUZEXT"
41,16,53,56.11,4299.22,0.709634,0.002255,0.676189,-0.197945,-0.94233,0.26925,-0.0869,4296.06,0.73092,-0.192287,0.527952,-0.387361,-0.90941,0.12844,-0.39392,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.88,4,3.91,3.75,3.82,3.72,2346,9.775,60836.112,307.646088,968.56073,-139.398209,1.09845919142006,2.45679273163265,2.02573981970028,36.88279,808.239197,165.331924,183.5858,1179.762817,-19.58004,"CRUZEXT"
42,16,53,56.131,4299.24,0.709569,0.002224,0.676245,-0.19799,-0.94474,0.26869,-0.09159,4296.08,0.730811,-0.191676,0.528271,-0.387434,-0.90224,0.1234,-0.38752,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2351,9.795833,60836.132833,307.697571,968.639954,-139.389175,1.09816153588925,2.45647558877925,2.02582787873034,36.862583,808.235107,165.313675,183.571457,1179.776367,-19.55566,"CRUZEXT"
43,16,53,56.136,4299.26,0.709481,0.002153,0.676326,-0.198027,-0.94399,0.26967,-0.08826,4296.1,0.730762,-0.191383,0.528425,-0.387462,-0.89645,0.12298,-0.38156,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4.01,3.91,3.75,3.82,3.72,2352,9.8,60836.137,307.715698,968.656311,-139.374756,1.09810310688922,2.4564399441152,2.02581212594784,36.858475,808.232605,165.304779,183.576233,1179.785156,-19.545904,"CRUZEXT"
44,16,53,56.189,4299.28,0.70944,0.002111,0.676362,-0.198055,-0.94458,0.2677,-0.09018,4296.12,0.730725,-0.191282,0.528534,-0.387432,-0.89617,0.12113,-0.37971,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2365,9.854167,60836.191167,307.707275,968.551147,-139.248947,1.09853295122646,2.45705245073923,2.02549313784671,36.815918,808.211609,165.254791,183.666718,1179.794922,-19.492962,"CRUZEXT"
45,16,53,56.194,4299.3,0.709328,0.002078,0.676478,-0.198057,-0.94542,0.267,-0.08672,4296.14,0.730771,-0.19131,0.528543,-0.38732,-0.89865,0.12156,-0.37783,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2366,9.858333,60836.195333,307.707916,968.531311,-139.239349,1.09859876600621,2.45715535260616,2.02543295311019,36.806236,808.210144,165.252396,183.680176,1179.798218,-19.495052,"CRUZEXT"
46,16,53,56.212,4299.32,0.709301,0.002024,0.676493,-0.198107,-0.94547,0.26719,-0.08547,4296.16,0.730891,-0.191498,0.528405,-0.387189,-0.89762,0.12259,-0.37878,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2370,9.875,60836.212,307.686859,968.457581,-139.189468,1.09888080909063,2.45752183138123,2.025267471585,36.807796,808.199524,165.233551,183.730728,1179.782349,-19.488718,"CRUZEXT"
47,16,53,56.217,4299.34,0.709286,0.001969,0.676495,-0.19815,-0.94318,0.26702,-0.08807,4296.18,0.730977,-0.191691,0.528324,-0.387042,-0.89924,0.12322,-0.3772,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2372,9.883333,60836.220333,307.676086,968.421875,-139.174179,1.09902699755548,2.45767880539076,2.02522261495286,36.801407,808.204407,165.229813,183.751816,1179.779907,-19.480898,"CRUZEXT"
48,16,53,56.268,4299.36,0.709164,0.001964,0.676585,-0.198281,-0.94315,0.27019,-0.08723,4296.2,0.731049,-0.191973,0.528212,-0.386918,-0.90325,0.12435,-0.37741,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.74,3.82,3.72,2384,9.933333,60836.270333,307.59668,968.25,-139.08165,1.09979604903947,2.45849344200761,2.02500012111449,36.785595,808.192871,165.238235,183.858475,1179.749634,-19.442139,"CRUZEXT"
49,16,53,56.273,4299.38,0.70915,0.001945,0.676601,-0.198278,-0.94252,0.27063,-0.08791,4296.22,0.731101,-0.192192,0.528131,-0.386822,-0.90571,0.1247,-0.37866,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2385,9.9375,60836.2745,307.592743,968.243225,-139.076828,1.09984642688826,2.45853072493541,2.02500549299284,36.786442,808.19342,165.241699,183.863571,1179.754761,-19.432898,"CRUZEXT"
50,16,53,56.291,4299.4,0.709107,0.001964,0.676628,-0.198338,-0.9431,0.27026,-0.08803,4296.24,0.731132,-0.192345,0.528087,-0.386748,-0.90573,0.12676,-0.37908,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2389,9.954167,60836.291167,307.574615,968.224243,-139.055832,1.0999558049496,2.45864141290243,2.02498021684891,36.795845,808.194275,165.266846,183.877274,1179.74585,-19.423174,"CRUZEXT"
51,16,53,56.311,4299.42,0.709117,0.001929,0.676617,-0.198338,-0.94387,0.26986,-0.0884,4296.26,0.73129,-0.19239,0.527885,-0.386702,-0.90571,0.12456,-0.381,2.17,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2394,9.975,60836.312,307.561584,968.210876,-139.017044,1.10006448725831,2.45872347061947,2.02498976406666,36.805187,808.191162,165.294312,183.890167,1179.747437,-19.381575,"CRUZEXT"
52,16,53,56.316,4299.44,0.709132,0.001864,0.676591,-0.198377,-0.94418,0.27178,-0.08899,4296.28,0.731271,-0.192294,0.527972,-0.386668,-0.90145,0.12338,-0.38248,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2395,9.979167,60836.316167,307.560791,968.207947,-139.007217,1.10006327371302,2.45875130837679,2.02495395459714,36.808636,808.189148,165.303436,183.890167,1179.747437,-19.381575,"CRUZEXT"
53,16,53,56.369,4299.46,0.70914,0.001835,0.676553,-0.198477,-0.94303,0.27194,-0.08918,4296.3,0.731305,-0.192044,0.528083,-0.386575,-0.90131,0.12472,-0.38253,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2408,10.033333,60836.370333,307.589569,968.148621,-138.885635,1.10022912854954,2.45880498021307,2.02505733442197,36.854649,808.158936,165.374847,183.942749,1179.725586,-19.218689,"CRUZEXT"
54,16,53,56.374,4299.48,0.709127,0.001779,0.676562,-0.198492,-0.94348,0.27152,-0.08672,4296.32,0.731297,-0.191947,0.528191,-0.386491,-0.89933,0.12701,-0.37939,2.18,2.64,2.73,2.77,3.17,3.02,3.02,3.83,3.16,3.89,4,3.91,3.75,3.82,3.72,2409,10.0375,60836.3745,307.589569,968.148621,-138.885635,1.10022912854954,2.45880498021307,2.02505733442197,36.854649,808.158936,165.374847,183.942749,1179.725586,-19.218689,"CRUZEXT"
